Time t / s,Events N,Raw,Channel n,Energy E / keV,Voltage U / V,Rate R / 1/s
903,0.083333333,1,903,903,699.2135417,11.08984941
904.001,0.166666667,2,904,904,698.4375,16.0200539
905,0.166666667,2,905,905,699.6015625,16.65082064
906.001,0.083333333,1,906,906,699.6015625,16.66188471
907,0.333333333,4,907,907,698.8255208,13.32606767
908.001,0.166666667,2,908,908,699.6015625,15.00835515
909,0.083333333,1,909,909,699.6015625,23.00476199
910,0.083333333,1,910,910,699.6015625,9.98842896
911.001,0.25,3,911,911,699.6015625,9.016354766
912.001,0,0,912,912,699.6015625,14.435363
913,0.083333333,1,913,913,699.9895833,7.769417884
914.001,0.083333333,1,914,914,699.2135417,15.02482853
915.001,0.166666667,2,915,915,699.6015625,14.43700778
916.001,0.083333333,1,916,916,699.6015625,14.99934153
917,0,0,917,917,699.9895833,15.02780745
918,0.166666667,2,918,918,699.6015625,16.6372354
919.001,0,0,919,919,699.2135417,11.00505022
920.001,0.166666667,2,920,920,699.6015625,10.99428297
921.001,0.583333333,7,921,921,699.6015625,13.33067905
922.001,0.166666667,2,922,922,699.6015625,16.02465233
923,0.083333333,1,923,923,699.6015625,9.000827176
924.001,0.083333333,1,924,924,699.6015625,11.99630994
925,0.166666667,2,925,925,699.6015625,12.21242786
926.001,0,0,926,926,699.6015625,15.98967067
927.001,0.333333333,4,927,927,699.9895833,15.00604744
928.001,0.333333333,4,928,928,699.6015625,7.773618892
929,0,0,929,929,699.6015625,13.00194249
930,0.25,3,930,930,699.6015625,19.04058692
931.001,0.166666667,2,931,931,699.6015625,14.43796501
932,0.166666667,2,932,932,699.6015625,12.19660123
933,0.083333333,1,933,933,699.2135417,11.10996802
934.001,0,0,934,934,699.6015625,14.01613958
935.001,0.166666667,2,935,935,699.2135417,16.66359316
936.001,0,0,936,936,699.2135417,17.75443464
937.001,0,0,937,937,698.8255208,9.994829342
938,0.166666667,2,938,938,698.8255208,13.32988978
939.001,0,0,939,939,698.4375,13.01971576
940,0,0,940,940,699.2135417,7.995435406
941.001,0.166666667,2,941,941,699.6015625,9.011531155
942.002,0.166666667,2,942,942,699.2135417,8.988518965
943.001,0.083333333,1,943,943,699.6015625,13.32759802
944.001,0,0,944,944,699.6015625,18.99397511
945,0,0,945,945,699.6015625,15.54414615
946.001,0.25,3,946,946,699.6015625,16.02788531
947,0,0,947,947,699.6015625,18.87659813
948,0,0,948,948,699.6015625,13.00685331
949.001,0,0,949,949,699.6015625,16.00819459
950.001,0.25,3,950,950,699.9895833,11.99541535
951.001,0.083333333,1,951,951,699.6015625,12.00062283
952.001,0.083333333,1,952,952,699.2135417,19.98785627
953,0,0,953,953,698.8255208,17.01000018
954,0.25,3,954,954,698.8255208,12.21593509
955.001,0.083333333,1,955,955,699.6015625,14.03069355
955.999,0.166666667,2,956,956,698.8255208,16.62001613
957.001,0,0,957,957,699.6015625,18.02502956
958,0.083333333,1,958,958,698.4375,15.51801747
959.001,0.083333333,1,959,959,699.6015625,14.43871388
960,0.083333333,1,960,960,699.6015625,16.65370084
961.001,0.083333333,1,961,961,699.6015625,10.99013855
962,0.083333333,1,962,962,698.8255208,15.01818552
963,0.25,3,963,963,699.6015625,17.76905909
964.001,0,0,964,964,699.6015625,12.00306558
965,0.083333333,1,965,965,698.8255208,12.20067042
966.001,0.083333333,1,966,966,699.6015625,15.02274444
967.001,0.25,3,967,967,699.6015625,18.85859988
968.001,0.166666667,2,968,968,699.6015625,15.03672268
969.001,0.083333333,1,969,969,699.2135417,12.20864214
970,0.083333333,1,970,970,698.8255208,13.32761727
971.001,0.166666667,2,971,971,698.4375,22.99321011
972,0,0,972,972,699.2135417,13.32208801
973.001,0.083333333,1,973,973,699.6015625,22.014686
974.001,0,0,974,974,699.6015625,6.004035913
975,0,0,975,975,699.6015625,15.54538197
976.001,0.083333333,1,976,976,699.6015625,10.01672091
977.001,0,0,977,977,699.6015625,11.09140415
978,0.166666667,2,978,978,699.6015625,16.01119503
979,0.083333333,1,979,979,699.6015625,14.42877159
980,0.25,3,980,980,698.4375,11.0074168
981.001,0,0,981,981,699.6015625,8.995883484
982.001,0,0,982,982,699.6015625,6.997920918
983,0,0,983,983,698.8255208,14.00667838
984.001,0.083333333,1,984,984,698.4375,11.10380851
985,0.166666667,2,985,985,698.4375,10.00539191
986,0,0,986,986,699.2135417,13.32456873
987,0,0,987,987,699.6015625,15.53854085
988.001,0.166666667,2,988,988,699.9895833,21.03486529
989.001,0,0,989,989,699.6015625,15.52831544
990.001,0,0,990,990,699.9895833,14.02340085
991.001,0.083333333,1,991,991,699.6015625,16.65993975
992,0,0,992,992,699.6015625,8.996930247
993.001,0.083333333,1,993,993,699.6015625,7.771715839
994.001,0.166666667,2,994,994,699.6015625,12.21756733
995,0,0,995,995,698.4375,8.016869899
996,0.083333333,1,996,996,698.8255208,12.20616433
997,0.166666667,2,997,997,698.4375,16.66139056
998.001,0.416666667,5,998,998,699.2135417,20.0090581
998.999,0,0,999,999,699.9895833,11.99075393
1000,0.083333333,1,1000,1000,699.6015625,15.52816732
1001,0.083333333,1,1001,1001,699.6015625,10.02295156
1002.001,0,0,1002,1002,699.6015625,12.20237438
1003.001,0,0,1003,1003,699.6015625,9.011863217
1004,0.083333333,1,1004,1004,699.6015625,12.0010981
1005.001,0,0,1005,1005,699.6015625,8.875446532
1006,0.083333333,1,1006,1006,699.6015625,6.66247153
1007.001,0.333333333,4,1007,1007,699.6015625,12.01947034
1008,0.083333333,1,1008,1008,699.6015625,14.99599907
1009.001,0.083333333,1,1009,1009,699.6015625,13.31517439
1010,0.166666667,2,1010,1010,698.4375,7.008348345
1011.001,0,0,1011,1011,698.8255208,14.98407043
1012,0.166666667,2,1012,1012,699.6015625,17.02035975
1013.001,0.083333333,1,1013,1013,698.4375,16.66113147
1014.001,0,0,1014,1014,699.2135417,11.10036719
1015.001,0.083333333,1,1015,1015,698.4375,15.00291207
1016,0.083333333,1,1016,1016,698.8255208,10.00870858
1017.001,0.083333333,1,1017,1017,699.6015625,10.98475426
1018,0.166666667,2,1018,1018,698.8255208,14.00849195
1019.001,0.083333333,1,1019,1019,700.765625,12.02373244
1020,0.166666667,2,1020,1020,699.2135417,16.65996751
1021,0,0,1021,1021,699.6015625,21.07915979
1022.001,0.166666667,2,1022,1022,699.6015625,11.99916846
1023,1.666666667,20,1023,1023,699.6015625,9.001000011
