Time t / s,Events N,Channel n,Energy E / keV,Voltage U / V,Rate R / 1/s,Dead time t / %,Raw
0,0,0,0,698.4375,,,0
1.001,0,1,1,698.4375,11.68164874,0.081771541,0
2,0,2,2,698.4375,9.993854779,0.069956983,0
3,0,3,3,698.4375,12.98110341,0.090867724,0
4,0,4,4,698.4375,19.0474682,0.133332277,0
5,0,5,5,698.4375,18.86956855,0.13208698,0
6.001,0,6,6,698.4375,12.21286039,0.085490023,0
7.001,0,7,7,698.8255208,20.01264599,0.140088522,0
8,0,8,8,698.4375,5.996973328,0.041978813,0
9.001,0,9,9,698.4375,11.9920253,0.083944177,0
10,0,10,10,698.4375,15.00762988,0.105053409,0
11,0,11,11,698.4375,20.04806122,0.140336429,0
12,0,12,12,698.8255208,15.54238942,0.108796726,0
13.001,0,13,13,699.2135417,12.2090324,0.085463227,0
14,0,14,14,699.2135417,19.98583892,0.139900872,0
15.001,0,15,15,698.4375,22.03627612,0.154253933,0
16,0,16,16,698.4375,14.41660918,0.100916264,0
17,0,17,17,698.8255208,22.00638845,0.154044719,0
18,0.333333333,18,18,698.4375,24.01201321,0.168084092,1
19.001,0.333333333,19,19,699.2135417,11.10213935,0.077714975,1
20.001,1,20,20,698.4375,8.003955555,0.056027689,3
21.001,0.333333333,21,21,698.4375,12.22132328,0.085549263,1
22.001,1.333333333,22,22,698.4375,17.74488664,0.124214207,4
23,1.666666667,23,23,698.4375,12.01896713,0.08413277,5
24.001,1.666666667,24,24,698.4375,10.99471484,0.076963004,5
25.001,1.666666667,25,25,698.4375,14.98789877,0.104915291,5
26.001,1.666666667,26,26,698.4375,23.99206343,0.167944444,5
27.001,2,27,27,698.4375,22.0302365,0.154211655,6
28,2.666666667,28,28,698.4375,16.02478875,0.112173521,8
29.001,4.333333333,29,29,698.8255208,21.09345121,0.147654158,13
30.001,3.666666667,30,30,698.8255208,19.98620508,0.139903436,11
31.001,5,31,31,698.4375,11.01603053,0.077112214,15
32.001,8.333333333,32,32,698.4375,8.879179013,0.062154253,25
33.001,7,33,33,699.2135417,12.98050199,0.090863514,21
34,8.666666667,34,34,701.5416667,16.99076212,0.118935335,26
