Time t / s,Events N,Channel n,Energy E / keV,Rate R / 1/s,Voltage U / V,Raw
0,0,0,0,,698.4375,0
1.001,0,1,1,6.349038385,698.8255208,0
2.001,0,2,2,11.10416977,698.8255208,0
3.001,0,3,3,9.006170127,699.2135417,0
4,0,4,4,7.771135184,699.6015625,0
5,0,5,5,3.997889914,698.8255208,0
6.001,0,6,6,7.000310814,699.6015625,0
7,0,7,7,8.875137357,699.6015625,0
8,0,8,8,9.016091018,699.9895833,0
9.001,0,9,9,12.21978913,699.9895833,0
10.001,0,10,10,6.001544197,699.6015625,0
10.999,0,11,11,11.10144176,699.2135417,0
12,0,12,12,10.00315399,699.2135417,0
13,0,13,13,9.99667555,698.4375,0
14,0,14,14,14.44424223,699.6015625,0
15.001,0,15,15,11.09846503,699.6015625,0
16.001,0,16,16,5.549545398,699.6015625,0
17.001,0.166666667,17,17,6.663958138,699.6015625,2
18,0.333333333,18,18,6.005599621,699.6015625,4
19.001,0.25,19,19,11.10732105,699.6015625,3
20.001,0.5,20,20,9.990115336,699.6015625,6
21,1,21,21,7.014991036,699.6015625,12
22.001,0.75,22,22,9.99002995,699.2135417,9
23.001,1,23,23,3.997274259,699.2135417,12
24,1.083333333,24,24,5.547349177,699.6015625,13
25,0.916666667,25,25,7.003189953,699.6015625,11
26,0.666666667,26,26,11.00903071,699.6015625,8
27,0.25,27,27,9.015503059,699.9895833,3
28,1.083333333,28,28,5.546577495,699.9895833,13
29,1.666666667,29,29,9.997753838,699.2135417,20
30.001,1.416666667,30,30,12.21166456,699.2135417,17
31,0.833333333,31,31,9.994858201,699.6015625,10
32,1.166666667,32,32,11.01351909,698.4375,14
33,1,33,33,8.884140809,699.6015625,12
34,1.416666667,34,34,5.552911136,699.6015625,17
35.001,1.75,35,35,4.435936319,699.6015625,21
36.001,1.916666667,36,36,13.02230982,699.6015625,23
37,1.083333333,37,37,11.10110039,699.6015625,13
38.001,1.25,38,38,8.005608729,699.2135417,15
39.001,1.166666667,39,39,6.665989698,699.2135417,14
40.001,1.333333333,40,40,7.998752195,698.4375,16
41,1.583333333,41,41,6.663828616,699.6015625,19
42.001,1.166666667,42,42,7.001729427,698.4375,14
43.002,1.25,43,43,9.999360041,699.6015625,15
44,1.583333333,44,44,12.01686086,699.6015625,19
45.001,1.166666667,45,45,6.989882146,699.6015625,14
46.001,2.166666667,46,46,10.00879673,699.9895833,26
47.001,1.5,47,47,6.662575845,699.6015625,18
48.001,1.166666667,48,48,6.661410074,699.9895833,14
49,1.166666667,49,49,11.98965413,699.9895833,14
50.001,1.416666667,50,50,8.021690652,699.6015625,17
51,1.083333333,51,51,11.09261479,699.2135417,13
52.001,1.083333333,52,52,5.546240337,699.2135417,13
53,1.416666667,53,53,5.012714248,699.6015625,17
54.001,1.333333333,54,54,5.549852774,698.4375,16
55,0.916666667,55,55,13.31503256,699.6015625,11
56,1.416666667,56,56,12.00753233,699.2135417,17
57,1.416666667,57,57,4.991425729,699.6015625,17
58,1.583333333,58,58,12.02215563,699.6015625,19
59.001,1.083333333,59,59,7.77185735,699.6015625,13
60.001,2.416666667,60,60,8.003748956,699.2135417,29
61.001,1.166666667,61,61,5.00620068,699.6015625,14
62,2.083333333,62,62,9.989022065,698.4375,25
63.001,1.166666667,63,63,7.772700477,698.4375,14
64.001,1.583333333,64,64,10.00795933,699.2135417,19
65,1.833333333,65,65,11.10819706,699.6015625,22
66.001,1.833333333,66,66,6.66018187,699.6015625,22
67,1.916666667,67,67,7.013978157,699.6015625,23
68.001,1.583333333,68,68,14.42597759,699.9895833,19
69,1.75,69,69,9.997360697,699.6015625,21
70.001,2.083333333,70,70,6.001028576,699.6015625,25
71,1.75,71,71,11.99160827,699.6015625,21
72,2.416666667,72,72,6.013882446,699.6015625,29
73.001,3.083333333,73,73,4.442086684,699.6015625,37
74.001,2.416666667,74,74,8.002536804,698.8255208,29
75.001,2.666666667,75,75,6.665421714,699.6015625,32
76.001,2.083333333,76,76,7.006737679,699.6015625,25
77.001,3.416666667,77,77,8.88824301,699.6015625,41
78.001,4,78,78,5.994579701,699.6015625,48
78.999,3.333333333,79,79,11.00027831,699.2135417,40
80,3.666666667,80,80,7.991323021,699.6015625,44
81,3.083333333,81,81,12.02469753,699.2135417,37
82,2.916666667,82,82,11.09754744,699.6015625,35
83,3.25,83,83,10.00009,698.4375,39
84,4.25,84,84,5.002948237,699.2135417,51
85.001,3.583333333,85,85,11.99778641,700.3776042,43
85.999,3.083333333,86,86,11.10144176,699.6015625,37
87,2.666666667,87,87,8.006272915,699.6015625,32
88.001,2.583333333,88,88,8.006327401,699.9895833,31
89,3.333333333,89,89,12.2097913,699.9895833,40
90.001,2.833333333,90,90,6.664434821,699.6015625,34
91,3.166666667,91,91,10.00932369,698.8255208,38
92,2.833333333,92,92,8.878444878,698.8255208,34
93,2.583333333,93,93,9.011269494,699.6015625,31
94,3.583333333,94,94,6.987987649,699.6015625,43
95.001,2.666666667,95,95,6.005184276,699.6015625,32
96,2.666666667,96,96,7.772012671,699.6015625,32
97.001,2.75,97,97,6.660034013,699.6015625,33
98,2.083333333,98,98,10.01275425,699.6015625,25
99,2.166666667,99,99,7.004922359,699.6015625,26
100,2.583333333,100,100,11.10883874,699.6015625,31
101,2.166666667,101,101,11.10302194,698.4375,26
102.001,2.75,102,102,11.09726912,698.8255208,33
103.001,2,103,103,6.01094533,699.6015625,24
104,2,104,104,4.44126302,699.6015625,24
105,2.083333333,105,105,5.549112419,699.6015625,25
106.001,2.416666667,106,106,8.009366955,699.6015625,29
107.001,2.083333333,107,107,6.660099069,699.6015625,25
108,2,108,108,12.00386645,699.6015625,24
109,2.25,109,109,11.01500905,699.6015625,27
110.001,2,110,110,6.665015224,699.6015625,24
111,1.666666667,111,111,3.33198277,699.2135417,20
112,2.166666667,112,112,7.761623253,699.6015625,26
113.001,1.75,113,113,6.007349391,698.8255208,21
114,2.833333333,114,114,14.00228237,699.9895833,34
115.001,1.5,115,115,11.00305885,699.9895833,18
116,1.5,116,116,14.43684585,699.6015625,18
117,1.916666667,117,117,8.879608711,699.9895833,23
118,2.916666667,118,118,7.990950249,698.8255208,35
119,1.416666667,119,119,10.0058344,699.2135417,17
120,1.666666667,120,120,6.001740505,699.2135417,20
121,1.833333333,121,121,8.991009889,698.8255208,22
122,2.083333333,122,122,15.00775301,699.9895833,25
123.001,1.583333333,123,123,6.001073592,699.9895833,19
124,2.083333333,124,124,5.002323079,699.6015625,25
124.999,2.5,125,125,6.660818468,699.6015625,30
126,2.166666667,126,126,6.665294357,699.6015625,26
127,2.916666667,127,127,5.000529556,699.6015625,35
128,1.666666667,128,128,4.998646866,699.6015625,20
129,2.083333333,129,129,9.00042482,699.6015625,25
130,1.833333333,130,130,11.10359151,699.2135417,22
131,1.666666667,131,131,4.003044716,698.8255208,20
132.001,1.416666667,132,132,9.997047872,699.6015625,17
133.001,2.416666667,133,133,5.55059579,699.6015625,29
134,1.916666667,134,134,14.01180915,699.9895833,23
