Time t / s,Events N,Channel n,Energy E / keV,Rate R / 1/s,Voltage U / V,Dead time t / %
0,0,0,0,,748.4921875,
1,0,1,1,9.51839562153802,798.546875,0.0666287693507661
2.001,0,2,2,8.99898851369106,798.546875,0.0629929195958374
3.001,0,3,3,12.0094466307197,798.546875,0.0840661264150381
4,1,4,4,9.0138028362832,798.546875,0.0630966198539824
5.001,1,5,5,12.9917528353002,798.546875,0.090942269847101
6,0,6,6,13.3237653893654,798.546875,0.0932663577255577
7,2,7,7,14.0195446471927,798.546875,0.0981368125303486
8.001,8,8,8,16.9972345499387,798.546875,0.118980641849571
9.001,21,9,9,12.1979131366645,798.546875,0.0853853919566517
10.001,27,10,10,13.0187443881701,798.546875,0.0911312107171906
11.001,19,11,11,16.990223825211,798.546875,0.118931566776477
12,8,12,12,15.5451834637001,798.546875,0.1088162842459
13,3,13,13,14.0253817333228,798.546875,0.0981776721332595
14.001,5,14,14,14.4260368214603,798.546875,0.100982257750222
15.001,4,15,15,19.9699452324252,798.546875,0.139789616626976
15.999,0,16,16,9.01047738310107,798.546875,0.0630733416817075
17.001,3,17,17,21.0933153840321,798.546875,0.147653207688225
18.001,3,18,18,15.0031221497194,798.546875,0.105021855048036
19.001,1,19,19,10.9881503786317,798.546875,0.0769170526504218
20,3,20,20,9.02589800915768,798.546875,0.0631812860641037
21.001,2,21,21,9.98989799315159,798.546875,0.0699292859520611
22.001,2,22,22,12.9902728836647,798.546875,0.090931910185653
23.001,1,23,23,18.0193996857016,798.546875,0.126135797799911
24,4,24,24,15.5223704522365,798.546875,0.108656593165655
25,1,25,25,8.99968951071188,798.546875,0.0629978265749832
26.001,1,26,26,13.9954990475063,798.546875,0.0979684933325442
27.001,3,27,27,10.0008270683986,798.546875,0.0700057894787899
28.001,4,28,28,7.77221718816949,798.546875,0.0544055203171864
29.001,7,29,29,11.1103654821388,798.546875,0.0777725583749713
30,10,30,30,10.0074775872532,798.546875,0.0700523431107724
31.001,5,31,31,8.87504382052886,798.546875,0.062125306743702
32.001,10,32,32,12.0300763939926,798.546875,0.0842105347579483
33,7,33,33,6.9957298065261,798.546875,0.0489701086456827
34.001,5,34,34,11.0104654474078,798.546875,0.0770732581318543
35.001,9,35,35,15.5426016605494,798.546875,0.108798211623845
36.001,10,36,36,8.88307935499073,798.546875,0.0621815554849351
37,8,37,37,12.2157166744422,798.546875,0.0855100167210951
38,7,38,38,7.00656234629354,798.546875,0.0490459364240548
39,2,39,39,15.5500093855414,798.546875,0.10885006569879
40.001,3,40,40,18.0029704901309,798.546875,0.126020793430916
41,3,41,41,14.4413074715437,798.546875,0.101089152300806
42.001,6,42,42,7.98444151725947,798.546875,0.0558910906208163
43,3,43,43,16.0324593171335,798.546875,0.112227215219934
44,4,44,44,12.9860957872406,798.546875,0.0909026705106842
45.001,3,45,45,12.0239480974256,798.546875,0.0841676366819795
46.001,3,46,46,11.1061343289168,798.546875,0.0777429403024178
47,8,47,47,14.4032399755943,798.546875,0.10082267982916
48,3,48,48,11.109444694407,798.546875,0.0777661128608487
49,5,49,49,12.9973875251075,798.546875,0.0909817126757522
,6,50,50,,,
,5,51,51,,,
,6,52,52,,,
,8,53,53,,,
,2,54,54,,,
,7,55,55,,,
,10,56,56,,,
,8,57,57,,,
,6,58,58,,,
,5,59,59,,,
,4,60,60,,,
,2,61,61,,,
,1,62,62,,,
,2,63,63,,,
,2,64,64,,,
,5,65,65,,,
,3,66,66,,,
,3,67,67,,,
,6,68,68,,,
,0,69,69,,,
,4,70,70,,,
,9,71,71,,,
,1,72,72,,,
,3,73,73,,,
,1,74,74,,,
,2,75,75,,,
,2,76,76,,,
,3,77,77,,,
,4,78,78,,,
,2,79,79,,,
,2,80,80,,,
,3,81,81,,,
,5,82,82,,,
,2,83,83,,,
,2,84,84,,,
,2,85,85,,,
,5,86,86,,,
,3,87,87,,,
,1,88,88,,,
,3,89,89,,,
,2,90,90,,,
,2,91,91,,,
,4,92,92,,,
,1,93,93,,,
,4,94,94,,,
,2,95,95,,,
,1,96,96,,,
,1,97,97,,,
,4,98,98,,,
,3,99,99,,,
,2,100,100,,,
,1,101,101,,,
,2,102,102,,,
,2,103,103,,,
,3,104,104,,,
,1,105,105,,,
,1,106,106,,,
,4,107,107,,,
,2,108,108,,,
,3,109,109,,,
,3,110,110,,,
,1,111,111,,,
,0,112,112,,,
,1,113,113,,,
,5,114,114,,,
,1,115,115,,,
,0,116,116,,,
,2,117,117,,,
,2,118,118,,,
,0,119,119,,,
,0,120,120,,,
,3,121,121,,,
,0,122,122,,,
,2,123,123,,,
,1,124,124,,,
,1,125,125,,,
,0,126,126,,,
,2,127,127,,,
,1,128,128,,,
,1,129,129,,,
,2,130,130,,,
,0,131,131,,,
,1,132,132,,,
,2,133,133,,,
,0,134,134,,,
,1,135,135,,,
,0,136,136,,,
,4,137,137,,,
,0,138,138,,,
,0,139,139,,,
,0,140,140,,,
,1,141,141,,,
,1,142,142,,,
,0,143,143,,,
,0,144,144,,,
,1,145,145,,,
,0,146,146,,,
,2,147,147,,,
,0,148,148,,,
,0,149,149,,,
,0,150,150,,,
,0,151,151,,,
,2,152,152,,,
,0,153,153,,,
,0,154,154,,,
,3,155,155,,,
,1,156,156,,,
,2,157,157,,,
,1,158,158,,,
,3,159,159,,,
,1,160,160,,,
,2,161,161,,,
,0,162,162,,,
,3,163,163,,,
,0,164,164,,,
,0,165,165,,,
,2,166,166,,,
,0,167,167,,,
,0,168,168,,,
,1,169,169,,,
,1,170,170,,,
,0,171,171,,,
,2,172,172,,,
,1,173,173,,,
,1,174,174,,,
,1,175,175,,,
,0,176,176,,,
,0,177,177,,,
,0,178,178,,,
,1,179,179,,,
,2,180,180,,,
,3,181,181,,,
,0,182,182,,,
,1,183,183,,,
,1,184,184,,,
,0,185,185,,,
,0,186,186,,,
,0,187,187,,,
,2,188,188,,,
,0,189,189,,,
,0,190,190,,,
,1,191,191,,,
,1,192,192,,,
,0,193,193,,,
,1,194,194,,,
,1,195,195,,,
,0,196,196,,,
,1,197,197,,,
,1,198,198,,,
,0,199,199,,,
,1,200,200,,,
,1,201,201,,,
,2,202,202,,,
,2,203,203,,,
,1,204,204,,,
,0,205,205,,,
,1,206,206,,,
,2,207,207,,,
,0,208,208,,,
,0,209,209,,,
,0,210,210,,,
,2,211,211,,,
,0,212,212,,,
,1,213,213,,,
,0,214,214,,,
,1,215,215,,,
,0,216,216,,,
,2,217,217,,,
,1,218,218,,,
,1,219,219,,,
,0,220,220,,,
,1,221,221,,,
,1,222,222,,,
,0,223,223,,,
,0,224,224,,,
,0,225,225,,,
,1,226,226,,,
,0,227,227,,,
,0,228,228,,,
,0,229,229,,,
,1,230,230,,,
,0,231,231,,,
,0,232,232,,,
,0,233,233,,,
,0,234,234,,,
,0,235,235,,,
,0,236,236,,,
,0,237,237,,,
,0,238,238,,,
,0,239,239,,,
,1,240,240,,,
,0,241,241,,,
,1,242,242,,,
,2,243,243,,,
,1,244,244,,,
,1,245,245,,,
