Time t / s,Events N,Channel n,Energy E / keV,Voltage U / V,Rate R / 1/s,Dead time t / %,Raw
0,0,0,0,699.2135417,,,0
1,0,1,1,698.4375,44.24424509,0.309709716,0
2,0,2,2,698.4375,39.99457407,0.279962018,0
3,0,3,3,698.4375,39.03130311,0.273219122,0
4,0,4,4,698.8255208,42.13903041,0.294973213,0
5.001,0,5,5,700.3776042,33.04029594,0.231282072,0
6.001,0,6,6,698.4375,39.02241838,0.273156929,0
7.001,0,7,7,698.4375,57.75051953,0.404253637,0
8.001,0,8,8,698.4375,43.24998581,0.302749901,0
9.001,0,9,9,698.4375,38.87055494,0.272093885,0
10,0,10,10,698.4375,40.06518606,0.280456302,0
11.001,0,11,11,698.4375,47.72076737,0.334045372,0
12.001,0,12,12,698.4375,35.02695324,0.245188673,0
13.001,0,13,13,698.4375,29.00664252,0.203046498,0
14,0,14,14,698.4375,36.64627505,0.256523925,0
15.001,0,15,15,698.4375,43.30401171,0.303128082,0
16.001,0.833333333,16,16,698.4375,43.29069681,0.303034878,10
17,1.333333333,17,17,698.8255208,47.0670423,0.329469296,16
18,2.75,18,18,698.8255208,38.87120249,0.272098417,33
19.001,3.916666667,19,19,698.4375,31.05608318,0.217392582,47
20,2.916666667,20,20,698.4375,34.05002289,0.23835016,35
21.001,3.5,21,21,698.4375,49.89056228,0.349233936,42
22.001,3.916666667,22,22,698.4375,34.11112723,0.238777891,47
23.001,4.416666667,23,23,698.4375,35.49207994,0.24844456,53
24,4.5,24,24,699.6015625,43.96945442,0.307786181,54
24.999,5.833333333,25,25,698.4375,38.99921222,0.272994486,70
26.001,3.916666667,26,26,698.4375,34.39020727,0.240731451,47
27.001,4.333333333,27,27,698.4375,35.00361237,0.245025287,52
28.001,6.166666667,28,28,698.4375,40.09417319,0.280659212,74
29,6.333333333,29,29,698.4375,35.01655933,0.245115915,76
30,5.833333333,30,30,698.8255208,37.72294957,0.264060647,70
31,5.583333333,31,31,698.4375,43.99905842,0.307993409,67
32,5.75,32,32,698.4375,37.77656893,0.264435982,69
33,6.083333333,33,33,698.4375,41.97394258,0.293817598,73
34,5.75,34,34,698.4375,41.03184892,0.287222942,69
35.001,6,35,35,698.4375,31.0837229,0.21758606,72
36,5.666666667,36,36,698.4375,32.99778255,0.230984478,68
37.001,6.333333333,37,37,698.4375,53.02450262,0.371171518,76
38,5.916666667,38,38,698.4375,35.00122504,0.245008575,71
39.001,6.833333333,39,39,698.4375,39.99042007,0.279932941,82
40,5.5,40,40,698.0494792,38.99712981,0.272979909,66
41,6.166666667,41,41,698.4375,43.99197147,0.3079438,74
42.001,6.75,42,42,698.4375,35.0128252,0.245089776,81
43.001,7.5,43,43,698.8255208,35.51868716,0.24863081,90
44,6.166666667,44,44,698.4375,47.13058944,0.329914126,74
45.001,7.166666667,45,45,698.4375,44.33686351,0.310358045,86
46.001,7.25,46,46,698.4375,33.00653529,0.231045747,87
47.001,7.75,47,47,698.8255208,34.0493068,0.238345148,93
48,7.583333333,48,48,698.4375,32.133612,0.224935284,91
49.001,7.583333333,49,49,698.4375,30.03012021,0.210210841,91
50.001,6.583333333,50,50,699.2135417,38.01756031,0.266122922,79
51,5.416666667,51,51,698.4375,42.20112635,0.295407884,65
51.999,6.583333333,52,52,699.2135417,31.06942975,0.217486008,79
53.001,7,53,53,698.4375,41.00628216,0.287043975,84
54,6,54,54,698.4375,32.03565248,0.224249567,72
55,6.916666667,55,55,698.4375,30.98710007,0.2169097,83
56.001,5.75,56,56,698.4375,46.03757126,0.322262999,69
57,5.416666667,57,57,698.4375,48.05156413,0.336360949,65
58,5.333333333,58,58,699.6015625,54.37706522,0.380639457,64
59.001,5.583333333,59,59,699.9895833,43.2799211,0.302959448,67
60,5.833333333,60,60,698.8255208,29.99901337,0.209993094,70
61.001,5.25,61,61,698.4375,41.09035358,0.287632475,63
