Time t / s,Events N,Channel n,Energy E / keV,Voltage U / V,Rate R / 1/s,Dead time t / %
0,0,0,0,698.4375,,
1,0,1,1,698.4375,115.120946171664,0.805846623201644
2,0,2,2,698.825520833333,151.074237880494,1.05751966516346
3,0,3,3,700.765625,141.881092781478,0.993167649470346
4.001,0,4,4,698.825520833333,140.002170033636,0.980015190235449
5.001,0,5,5,702.705729166667,160.374136823796,1.12261895776657
6,0,6,6,700.765625,148.838614512431,1.04187030158702
7,0,7,7,698.4375,154.200978233256,1.07940684763279
8.001,0,8,8,699.213541666667,137.134528972922,0.959941702810457
9.002,0,9,9,701.153645833333,155.818129079738,1.09072690355817
10.001,0,10,10,698.825520833333,144.892069897134,1.01424448927994
11,0,11,11,700.765625,154.244570190494,1.07971199133346
12,0,12,12,701.9296875,139.653008824075,0.977571061768526
13,0,13,13,702.317708333333,151.444960438264,1.06011472306785
14,0,14,14,701.541666666667,169.81625880797,1.18871381165579
15,0,15,15,698.825520833333,143.865198309184,1.00705638816429
16,0,16,16,703.481770833333,145.215150767377,1.01650605537164
17,3,17,17,703.09375,163.860194482068,1.14702136137448
18,6,18,18,698.4375,163.264109350969,1.14284876545678
19.001,10,19,19,698.825520833333,161.188864993112,1.12832205495179
20,10,20,20,698.4375,155.268980773375,1.08688286541362
21.001,12,21,21,698.825520833333,152.366044184549,1.06656230929184
22,18,22,22,706.973958333333,155.398844454193,1.08779191117935
23,25,23,23,698.4375,160.895353661978,1.12626747563385
24,34,24,24,703.09375,141.956107171663,0.993692750201638
25.001,26,25,25,699.6015625,143.048979970742,1.00134285979519
26,59,26,26,699.213541666667,168.856117702106,1.18199282391474
27,91,27,27,700.377604166667,172.976613561846,1.21083629493292
28.001,144,28,28,698.4375,151.195495776038,1.05836847043227
29.001,245,29,29,705.421875,144.438602705402,1.01107021893781
30.001,350,30,30,699.6015625,152.042161291326,1.06429512903928
31,433,31,31,699.6015625,145.405884431847,1.01784119102293
32,539,32,32,699.213541666667,164.378072231723,1.15064650562206
33.001,642,33,33,699.213541666667,145.331675950855,1.01732173165599
34,644,34,34,702.317708333333,169.672955378508,1.18771068764956
35.001,591,35,35,699.989583333333,141.94864298097,0.993640500866787
36.001,560,36,36,701.9296875,148.810697134806,1.04167487994364
37,430,37,37,700.377604166667,152.310942789705,1.06617659952794
38,316,38,38,698.825520833333,123.968561572785,0.867779931009496
39.001,204,39,39,698.4375,133.236529592555,0.932655707147884
40.001,122,40,40,698.4375,137.936700847981,0.965556905935866
41.001,72,41,41,699.213541666667,159.332590850141,1.11532813595098
42.001,40,42,42,698.4375,131.982129619649,0.923874907337547
43.001,32,43,43,699.213541666667,150.922022585925,1.05645415810147
44.001,28,44,44,698.825520833333,158.779683750842,1.1114577862559
45,22,45,45,703.481770833333,167.198447837739,1.17038913486417
46,28,46,46,707.75,156.973958020364,1.09881770614255
47.001,43,47,47,701.541666666667,153.220375867347,1.07254263107143
48,68,48,48,703.09375,144.942312959442,1.01459619071609
