Time t / s,Events N,Channel n,Energy E / keV,Voltage U / V,Rate R / 1/s,Dead time t / %
0,0,0,0,698.4375,,
1,0,1,1,698.4375,7.39482681157147,0.0517637876810003
2.001,0,2,2,698.4375,13.0183089497069,0.0911281626479481
3.001,0,3,3,698.4375,17.7561409335979,0.124292986535185
4,0,4,4,698.4375,10.998822026161,0.076991754183127
5.001,0,5,5,698.4375,13.3315587547346,0.0933209112831425
6.001,0,6,6,698.4375,14.9831140304876,0.104881798213413
7.001,0,7,7,698.4375,12.027434578273,0.0841920420479113
8.001,0,8,8,698.4375,11.1030539949288,0.0777213779645015
9,0,9,9,698.4375,8.87811480334643,0.062146803623425
10.001,0,10,10,698.4375,15.0095475732113,0.105066833012479
11,0,11,11,698.4375,12.2211521924525,0.0855480653471674
12,0,12,12,698.825520833333,11.1039811214555,0.0777278678501882
13.001,0,13,13,698.4375,17.0169880591795,0.119118916414256
14.001,0,14,14,698.4375,14.4350921086572,0.1010456447606
15.001,0,15,15,698.4375,14.436571700677,0.101056001904739
16,0,16,16,698.4375,13.9978009454715,0.0979846066183003
17,5,17,17,698.4375,17.0138850315743,0.11909719522102
18.001,9,18,18,698.4375,14.4310364081728,0.101017254857209
19,11,19,19,698.4375,12.2155769483623,0.0855090386385362
20.001,16,20,20,698.4375,9.98977158387274,0.0699284010871091
21,15,21,21,698.4375,15.0115093241989,0.105080565269392
22.001,17,22,22,698.4375,16.0267181418142,0.1121870269927
23,9,23,23,698.4375,12.2005391529166,0.085403774070416
24.001,21,24,24,698.825520833333,13.3263769645578,0.0932846387519048
25,11,25,25,698.4375,12.0058960955725,0.0840412726690078
26,16,26,26,698.825520833333,13.9901663120992,0.0979311641846946
27,23,27,27,698.4375,12.0096569651657,0.0840675987561598
28,12,28,28,698.4375,8.00376336953636,0.0560263435867545
29.001,18,29,29,698.4375,16.6290996828055,0.116403697779638
29.999,21,30,30,698.4375,8.01182545437065,0.0560827781805946
31.001,16,31,31,698.4375,13.9933923201464,0.097953746241025
32.001,19,32,32,698.4375,12.9930396286709,0.0909512774006965
33,18,33,33,698.4375,12.0149285487218,0.0841044998410525
34,21,34,34,698.4375,15.9914397822845,0.111940078475992
35.001,22,35,35,698.4375,10.9876180532158,0.0769133263725108
36,25,36,36,698.4375,13.0170314839937,0.0911192203879556
37.001,20,37,37,698.4375,6.66527436491044,0.0466569205543731
38.001,20,38,38,698.4375,7.00285296229684,0.0490199707360779
39,14,39,39,698.4375,9.99849422676945,0.0699894595873861
40,24,40,40,698.4375,12.0068451023929,0.0840479157167501
41,24,41,41,698.4375,16.6327653946223,0.116429357762356
42.001,24,42,42,698.4375,15.0482446724198,0.105337712706938
43.001,34,43,43,698.4375,13.3005386385635,0.0931037704699446
44,23,44,44,698.4375,12.0210440396959,0.0841473082778712
45,24,45,45,698.4375,14.4108479542471,0.10087593567973
46,31,46,46,698.4375,17.0136228077822,0.119095359654475
47.001,37,47,47,698.4375,14.9751831265227,0.104826281885659
48,32,48,48,698.4375,8.88741160358234,0.0622118812250764
49,23,49,49,698.4375,13.313809371546,0.0931966656008223
50.001,24,50,50,698.4375,13.0192280979779,0.0911345966858453
51.001,35,51,51,698.4375,11.9946012299864,0.0839622086099047
52.001,20,52,52,698.4375,13.322829022806,0.0932598031596421
53,20,53,53,698.4375,8.99315171496905,0.0629520620047834
54,25,54,54,698.4375,20.0466083644473,0.140326258551131
55.001,23,55,55,698.4375,15.5443256438515,0.108810279506961
56,32,56,56,698.4375,12.9982153450331,0.0909875074152319
57,27,57,57,698.4375,9.00027450837251,0.0630019215586075
58.001,26,58,58,698.4375,11.0134319816448,0.0770940238715137
59.001,23,59,59,698.4375,16.9851515804883,0.118896061063418
60.001,24,60,60,698.4375,10.0101282477611,0.0700708977343276
61,18,61,61,698.4375,10.0078090934356,0.0700546636540492
62,33,62,62,698.4375,17.7434993086135,0.124204495160294
63.001,20,63,63,698.4375,16.6333131774541,0.116433192242178
64.001,24,64,64,698.4375,12.0236794342779,0.0841657560399451
65,28,65,65,698.4375,13.3291687086213,0.0933041809603488
66.001,27,66,66,698.4375,8.87718973916708,0.0621403281741696
67.001,23,67,67,698.4375,14.0145765610812,0.0981020359275682
68.001,20,68,68,698.4375,14.4330775940015,0.101031543158011
69.001,35,69,69,698.4375,11.1083648764611,0.0777585541352277
70.001,24,70,70,698.4375,16.0146854665728,0.11210279826601
71.001,38,71,71,698.4375,17.7658154620333,0.124360708234233
72.001,43,72,72,698.4375,18.0069759024646,0.126048831317252
73,45,73,73,698.4375,13.0050914933196,0.0910356404532374
74,49,74,74,698.4375,9.99542209667972,0.0699679546767581
75.001,35,75,75,698.4375,20.993015623702,0.146951109365914
76.002,56,76,76,698.4375,19.0215971213716,0.133151179849601
77,40,77,77,698.4375,16.631784271122,0.116422489897854
78.001,58,78,78,698.4375,3.33258313184165,0.0233280819228916
79.001,56,79,79,698.4375,13.0164097878195,0.0911148685147365
80,52,80,80,698.4375,6.99719762235225,0.0489803833564657
81.001,52,81,81,698.4375,10.0120605281122,0.0700844236967851
82.001,53,82,82,698.4375,17.7665848293353,0.124366093805347
83.001,57,83,83,698.4375,11.1033486367086,0.0777234404569605
84.001,48,84,84,698.4375,12.999061467762,0.0909934302743342
85.001,60,85,85,698.4375,14.0237660763696,0.0981663625345874
86.001,46,86,86,698.4375,14.9761325375749,0.104832927763024
87,45,87,87,698.4375,13.3138226658733,0.0931967586611132
88.001,39,88,88,698.4375,14.019381795332,0.0981356725673243
89.001,56,89,89,698.4375,17.7599546765957,0.12431968273617
90.001,42,90,90,698.4375,13.0251450425046,0.0911760152975319
91,53,91,91,698.4375,11.105988782285,0.0777419214759948
92.001,46,92,92,698.4375,13.0079973167503,0.0910559812172524
93.001,26,93,93,698.4375,17.7589552584211,0.124312686808948
94,41,94,94,698.049479166667,15.0095250445933,0.105066675312153
95.001,45,95,95,698.4375,13.9838849709595,0.0978871947967163
96,25,96,96,698.4375,12.0148455431531,0.0841039188020718
97.001,36,97,97,698.4375,11.008536018829,0.077059752131803
98.001,37,98,98,698.4375,11.0970018897085,0.0776790132279592
99.001,35,99,99,698.4375,16.6434472085388,0.116504130459772
100.001,44,100,100,698.4375,9.02377946364259,0.0631664562454981
