Time t / s,Events N,Channel n,Energy E / keV,Rate R / 1/s,Voltage U / V,Dead time t / %
0,0,0,0,,598.328125,
1.001,0,1,1,5.28908219191414,648.3828125,0.0370235753433989
2.001,0,2,2,12.0017522558294,648.770833333333,0.0840122657908055
3.001,4,3,3,11.00378310063,648.3828125,0.07702648170441
4.001,17,4,4,13.3177737343537,648.3828125,0.0932244161404759
5.001,22,5,5,11.0084919506908,648.3828125,0.0770594436548353
6,27,6,6,7.77339531024398,648.3828125,0.0544137671717079
7.001,22,7,7,8.01534778794436,648.3828125,0.0561074345156105
8.001,21,8,8,7.77447448995005,648.3828125,0.0544213214296503
9,14,9,9,12.2084795437491,648.3828125,0.085459356806244
10,18,10,10,9.99305149819159,648.3828125,0.0699513604873411
11.001,18,11,11,7.00359985032307,648.3828125,0.0490251989522615
12,17,12,12,10.0067505539237,648.3828125,0.0700472538774657
13.001,23,13,13,15.9804878243665,648.3828125,0.111863414770565
14.001,18,14,14,6.66459027654051,648.3828125,0.0466521319357836
15.001,13,15,15,14.9998995006733,648.3828125,0.104999296504713
16.001,12,16,16,26.0157655539257,648.3828125,0.18211035887748
16.999,9,17,17,9.01084635575843,648.3828125,0.063075924490309
18,11,18,18,8.88464202999855,648.770833333333,0.0621924942099898
19,8,19,19,9.9905179993668,648.3828125,0.0699336259955676
20,8,20,20,5.99967301782053,648.3828125,0.0419977111247437
21,8,21,21,11.1022835620922,648.770833333333,0.0777159849346453
22.001,16,22,22,9.99377165941804,648.3828125,0.0699564016159262
23,6,23,23,9.01154829914536,648.3828125,0.0630808380940175
24,10,24,24,14.430738449748,648.3828125,0.101015169148236
25.001,11,25,25,13.0033093422276,648.3828125,0.0910231653955932
26,6,26,26,14.0034000255262,648.3828125,0.0980238001786834
27,4,27,27,6.66239311161852,648.3828125,0.0466367517813296
28.001,3,28,28,21.0791434190526,648.3828125,0.147554003933368
28.999,9,29,29,15.0498722667174,648.3828125,0.105349105867022
30.001,3,30,30,4.4369775043022,648.3828125,0.0310588425301154
31.001,8,31,31,12.2189977644788,648.3828125,0.0855329843513517
32.001,10,32,32,14.9880859704621,648.3828125,0.104916601793235
33.001,2,33,33,11.1013949235763,648.3828125,0.0777097644650343
34.001,4,34,34,14.0449734093541,648.3828125,0.0983148138654786
35.001,5,35,35,11.0940201567252,648.3828125,0.0776581410970766
36,3,36,36,18.8681402240225,648.3828125,0.132076981568158
37.001,6,37,37,17.0100869815801,648.3828125,0.119070608871061
38,8,38,38,6.65989429415776,648.3828125,0.0466192600591043
39,2,39,39,7.76898759991889,648.3828125,0.0543829131994322
40.001,6,40,40,11.0976915358905,648.3828125,0.0776838407512338
41.001,2,41,41,6.66579566936587,648.3828125,0.0466605696855611
42,4,42,42,15.023537376007,648.770833333333,0.105164761632049
43,4,43,43,15.5331860417459,648.3828125,0.108732302292221
44.001,4,44,44,12.0116404807899,648.3828125,0.0840814833655295
45.001,4,45,45,6.66615189160393,648.3828125,0.0466630632412275
46,5,46,46,9.98832475817156,648.3828125,0.0699182733072009
47,3,47,47,13.018246374118,648.3828125,0.0911277246188257
48.001,5,48,48,4.4389022284066,648.3828125,0.0310723155988462
49,4,49,49,9.99765388388858,648.3828125,0.0699835771872201
50,8,50,50,9.99896899519694,648.3828125,0.0699927829663786
,6,51,51,,,
,2,52,52,,,
,4,53,53,,,
,1,54,54,,,
,2,55,55,,,
,3,56,56,,,
,3,57,57,,,
,1,58,58,,,
,0,59,59,,,
,4,60,60,,,
,4,61,61,,,
,1,62,62,,,
,2,63,63,,,
,1,64,64,,,
,4,65,65,,,
,4,66,66,,,
,2,67,67,,,
,1,68,68,,,
,0,69,69,,,
,1,70,70,,,
,3,71,71,,,
,1,72,72,,,
,0,73,73,,,
,2,74,74,,,
,2,75,75,,,
,2,76,76,,,
,2,77,77,,,
,3,78,78,,,
,1,79,79,,,
,2,80,80,,,
,2,81,81,,,
,0,82,82,,,
,3,83,83,,,
,1,84,84,,,
,0,85,85,,,
,0,86,86,,,
,3,87,87,,,
,1,88,88,,,
,3,89,89,,,
,0,90,90,,,
,1,91,91,,,
,0,92,92,,,
,1,93,93,,,
,0,94,94,,,
,0,95,95,,,
,0,96,96,,,
,0,97,97,,,
,0,98,98,,,
,0,99,99,,,
,1,100,100,,,
,0,101,101,,,
,0,102,102,,,
,0,103,103,,,
,4,104,104,,,
,2,105,105,,,
,2,106,106,,,
,4,107,107,,,
,1,108,108,,,
,2,109,109,,,
,1,110,110,,,
,0,111,111,,,
,0,112,112,,,
,1,113,113,,,
,0,114,114,,,
,0,115,115,,,
,0,116,116,,,
,0,117,117,,,
,0,118,118,,,
,0,119,119,,,
,0,120,120,,,
,1,121,121,,,
,0,122,122,,,
,0,123,123,,,
,0,124,124,,,
,1,125,125,,,
,0,126,126,,,
,1,127,127,,,
,0,128,128,,,
,0,129,129,,,
,0,130,130,,,
,1,131,131,,,
,2,132,132,,,
,0,133,133,,,
,0,134,134,,,
,1,135,135,,,
,0,136,136,,,
,0,137,137,,,
,0,138,138,,,
,0,139,139,,,
,0,140,140,,,
,1,141,141,,,
,0,142,142,,,
,0,143,143,,,
,1,144,144,,,
,0,145,145,,,
,0,146,146,,,
,1,147,147,,,
,0,148,148,,,
,1,149,149,,,
,0,150,150,,,
,1,151,151,,,
,0,152,152,,,
,0,153,153,,,
,0,154,154,,,
,0,155,155,,,
,1,156,156,,,
,0,157,157,,,
,0,158,158,,,
,0,159,159,,,
,0,160,160,,,
,0,161,161,,,
,0,162,162,,,
,0,163,163,,,
,0,164,164,,,
,1,165,165,,,
,0,166,166,,,
,0,167,167,,,
,0,168,168,,,
,0,169,169,,,
,0,170,170,,,
,0,171,171,,,
,0,172,172,,,
,0,173,173,,,
,0,174,174,,,
,0,175,175,,,
,0,176,176,,,
,0,177,177,,,
,0,178,178,,,
,0,179,179,,,
,0,180,180,,,
,0,181,181,,,
,1,182,182,,,
,0,183,183,,,
,0,184,184,,,
,0,185,185,,,
,0,186,186,,,
,0,187,187,,,
,0,188,188,,,
,0,189,189,,,
