Time t / s,Events N,Channel n,Energy E / keV,Rate R / 1/s,Voltage U / V,Raw
0,0,0,0,,0,0
1,0,1,1,8.448853807,699.6015625,0
2,0,2,2,10.01203346,699.6015625,0
3.001,0,3,3,11.10272362,699.6015625,0
4.001,0,4,4,12.02105608,699.6015625,0
5.001,0,5,5,5.546015792,699.9895833,0
6.001,0,6,6,9.992386911,699.6015625,0
7,0,7,7,8.011844711,700.765625,0
8.001,0,8,8,7.773466958,699.9895833,0
9,0,9,9,8.888106735,700.3776042,0
10,0,10,10,10.99336221,699.9895833,0
11,0,11,11,7.006172438,700.3776042,0
12,0,12,12,9.985858914,699.9895833,0
13.001,0,13,13,10.99923995,699.6015625,0
13.999,0,14,14,11.02620819,699.6015625,0
15,0,15,15,9.987259586,699.6015625,0
16.001,0,16,16,7.768428043,699.6015625,0
17.001,0.083333333,17,17,5.549393263,699.6015625,1
18,0.166666667,18,18,13.02302862,699.6015625,2
19.001,0.416666667,19,19,13.98775791,699.6015625,5
20.001,0.833333333,20,20,4.44387316,699.9895833,10
21,0.5,21,21,7.997320098,700.765625,6
22,1.166666667,22,22,9.010836432,699.9895833,14
23,1.416666667,23,23,9.982020163,700.3776042,17
24.001,0.583333333,24,24,4.008130493,700.765625,7
25.001,1.25,25,25,9.986322068,700.765625,15
26.001,0.833333333,26,26,10.01477881,700.3776042,10
27,0.5,27,27,6.995260711,699.6015625,6
28,0.666666667,28,28,8.886597134,699.9895833,8
29,1.083333333,29,29,6.66385452,699.9895833,13
30,1.25,30,30,4.99977751,699.6015625,15
31.001,1,31,31,4.99825411,699.6015625,12
32,1.083333333,32,32,8.99451874,699.9895833,13
33,1.333333333,33,33,14.04569486,699.6015625,16
34,1.333333333,34,34,9.98494603,699.6015625,16
35.001,1.25,35,35,8.874114474,699.6015625,15
36.001,1.083333333,36,36,10.00314899,699.6015625,13
37.001,1.416666667,37,37,6.661123132,700.3776042,17
38.001,1.416666667,38,38,9.009342688,699.6015625,17
39.001,1.5,39,39,12.22154325,700.765625,18
40,1.5,40,40,12.99833881,699.6015625,18
41,0.833333333,41,41,2.219448651,699.6015625,10
42.001,1.5,42,42,10.03147174,699.9895833,18
43,2.416666667,43,43,3.327984892,699.6015625,29
44.001,1.75,44,44,9.989466662,699.6015625,21
45,1.25,45,45,12.21246311,699.9895833,15
46.001,1.083333333,46,46,9.011338066,700.765625,13
47,1.5,47,47,6.008509853,699.6015625,18
48.001,1.75,48,48,9.986312095,699.6015625,21
49,1.5,49,49,9.999558908,699.6015625,18
50.001,2.5,50,50,9.996535645,699.6015625,30
51,1.75,51,51,7.002207096,699.6015625,21
52.001,1.666666667,52,52,7.7647158,699.6015625,20
53.001,1.25,53,53,13.01530339,699.9895833,15
54.001,1.583333333,54,54,9.0045509,699.6015625,19
55.001,1.5,55,55,10.98933595,699.6015625,18
56,1.833333333,56,56,12.02028182,700.3776042,22
57,1.5,57,57,12.21577908,700.3776042,18
58,2.083333333,58,58,5.000882156,700.765625,25
59,1.25,59,59,7.772990479,699.9895833,15
60.001,1.5,60,60,10.00851825,700.3776042,18
61,1.583333333,61,61,8.9999946,700.765625,19
62,0.833333333,62,62,12.22002805,699.6015625,10
62.999,1.75,63,63,10.00710705,699.6015625,21
64.001,1.416666667,64,64,4.439305701,699.6015625,17
65.001,1.75,65,65,3.002336418,699.6015625,21
66,0.75,66,66,7.990737936,699.6015625,9
67.001,2.083333333,67,67,9.01661853,699.6015625,25
68.001,1.083333333,68,68,5.551578775,699.2135417,13
69,3.083333333,69,69,12.99133348,699.9895833,37
70,1.833333333,70,70,13.00337438,699.6015625,22
71.001,2.083333333,71,71,12.00179067,700.765625,25
72.001,2.083333333,72,72,9.998800144,699.6015625,25
73.001,3.083333333,73,73,14.99350481,700.3776042,37
74,2.333333333,74,74,8.011892854,699.6015625,28
75,3,75,75,7.769109178,700.765625,36
76,3.416666667,76,76,5.999532636,700.765625,41
77,3,77,77,5.00132335,699.9895833,36
78,3,78,78,11.10696081,699.9895833,36
79.001,3.75,79,79,8.004398417,699.6015625,45
80,2.916666667,80,80,8.993957859,699.6015625,35
81,4.166666667,81,81,11.10341521,699.6015625,50
82.001,4.583333333,82,82,17.0287377,699.6015625,55
83.001,3.416666667,83,83,11.10016265,699.6015625,41
84.001,3.833333333,84,84,11.100796,699.9895833,46
85,2.583333333,85,85,15.02812815,699.9895833,31
86.001,4.25,86,86,7.774353607,699.9895833,51
87,3.333333333,87,87,12.21751712,699.9895833,40
88.001,3.416666667,88,88,11.0150653,699.6015625,41
89,3.416666667,89,89,6.994238845,699.9895833,41
90,3.083333333,90,90,4.439754091,699.6015625,37
91.001,3.583333333,91,91,7.003788349,699.6015625,43
92,3.333333333,92,92,6.000588058,699.6015625,40
93,4.166666667,93,93,6.664880479,699.6015625,50
94.001,3,94,94,5.001016206,699.6015625,36
95,2.75,95,95,6.0044517,699.6015625,33
96.001,1.583333333,96,96,7.769528265,699.9895833,19
97,2.083333333,97,97,9.003998676,699.6015625,25
98,1.916666667,98,98,8.001429856,699.6015625,23
99,2.75,99,99,10.00145521,699.6015625,33
100,2.833333333,100,100,10.99728587,699.9895833,34
100.999,2.333333333,101,101,10.00038001,699.9895833,28
102,2.5,102,102,8.996720695,699.6015625,30
103.001,2.916666667,103,103,8.001698761,699.6015625,35
104,1.5,104,104,13.01532555,699.9895833,18
105,2.583333333,105,105,13.31897991,699.6015625,31
106.001,2.25,106,106,11.10443611,699.6015625,27
107.001,3.083333333,107,107,7.005898967,699.6015625,37
108.001,2.25,108,108,11.97870426,699.6015625,27
109.001,2.25,109,109,12.01433671,699.6015625,27
110,2.416666667,110,110,9.99283314,699.2135417,29
111.001,2.75,111,111,5.014948056,699.6015625,33
112.001,1.75,112,112,7.761643907,699.6015625,21
113,2,113,113,10.986908,699.6015625,24
114.001,1.5,114,114,10.0075547,699.2135417,18
115,2.75,115,115,13.01357055,699.6015625,33
116.001,2.25,116,116,4.996868463,699.9895833,27
117.001,2.416666667,117,117,2.999471793,699.6015625,29
118.001,1.666666667,118,118,8.88262072,699.6015625,20
119.001,1.25,119,119,7.777107218,699.9895833,15
120,3,120,120,8.883798472,699.6015625,36
121.001,2.333333333,121,121,9.994689488,699.9895833,28
122,2.583333333,122,122,6.007775263,700.3776042,31
123.001,2.666666667,123,123,6.998791309,699.6015625,32
124,2.583333333,124,124,10.9936215,699.6015625,31
125.001,1.916666667,125,125,11.00175478,699.6015625,23
126,2.333333333,126,126,12.00493883,699.6015625,28
127.001,2.5,127,127,11.99360861,699.6015625,30
128,1.833333333,128,128,3.997794816,699.6015625,22
129,2.666666667,129,129,16.98915243,699.2135417,32
130,2.166666667,130,130,8.013879237,699.6015625,26
131.001,2.75,131,131,9.994265513,700.3776042,33
131.999,2.666666667,132,132,6.658137592,699.9895833,32
133.001,2.5,133,133,10.0124976,699.6015625,30
134.001,2.5,134,134,7.004021008,700.3776042,30
135.001,2.583333333,135,135,11.99024833,699.6015625,31
136,2.5,136,136,12.21859059,699.6015625,30
137,2.333333333,137,137,4.004297813,699.6015625,28
138.001,2.083333333,138,138,15.54682515,699.9895833,25
139.001,2.416666667,139,139,6.656460833,698.8255208,29
140,2.916666667,140,140,12.0206563,699.6015625,35
141,2.083333333,141,141,11.00578684,699.6015625,25
142.001,2.5,142,142,7.001221013,699.6015625,30
143.001,2.25,143,143,10.99711656,699.9895833,27
144,2.916666667,144,144,8.004291901,699.6015625,35
145,3,145,145,5.554674831,699.6015625,36
146,2.833333333,146,146,9.988190629,700.765625,34
147.001,1.666666667,147,147,9.991353483,700.765625,20
148.001,2,148,148,8.886077926,699.6015625,24
149,1.916666667,149,149,14.01317519,700.3776042,23
150.001,2.166666667,150,150,10.01812278,699.6015625,26
151,2.25,151,151,4.434641915,699.6015625,27
152.001,1.666666667,152,152,11.02377829,699.6015625,20
153,2.666666667,153,153,7.773169152,699.6015625,32
154.001,1.75,154,154,8.879147478,699.6015625,21
155,2.583333333,155,155,7.989718032,699.2135417,31
156,2.416666667,156,156,9.011956162,699.9895833,29
157.001,2.333333333,157,157,11.01061754,699.6015625,28
158.001,2.916666667,158,158,8.880722571,699.9895833,35
159,2.916666667,159,159,6.658871348,699.9895833,35
160.001,2.166666667,160,160,10.99787741,699.9895833,26
161.001,2.083333333,161,161,4.0000412,700.3776042,25
162.001,2.833333333,162,162,19.01276137,699.6015625,34
163,2.833333333,163,163,8.993907527,699.6015625,34
164,2.166666667,164,164,10.00588546,699.2135417,26
165.001,2.583333333,165,165,6.004199337,698.8255208,31
166.001,2.833333333,166,166,9.999201064,699.6015625,34
167.001,2.5,167,167,9.990281454,699.6015625,30
168,2.25,168,168,7.775247367,700.765625,27
169.001,3,169,169,8.012430485,699.6015625,36
170,2.666666667,170,170,6.664440743,700.3776042,32
171.001,2.083333333,171,171,10.9915453,699.6015625,25
172.001,2.333333333,172,172,11.10934473,699.9895833,28
173,1.416666667,173,173,12.02357824,699.6015625,17
174,3.166666667,174,174,4.439342161,699.6015625,38
175,2.333333333,175,175,5.550856447,698.8255208,28
176,1.833333333,176,176,12.22121058,699.2135417,22
177,2.75,177,177,8.886997933,699.6015625,33
178,1.583333333,178,178,6.660498305,699.6015625,19
179,2.166666667,179,179,6.016163627,699.6015625,26
180,2.083333333,180,180,9.997085294,699.9895833,25
181.001,1.583333333,181,181,9.988054287,699.9895833,19
182,2.166666667,182,182,11.97887406,699.6015625,26
183,2.166666667,183,183,6.010534062,700.3776042,26
184,2.333333333,184,184,9.980968511,699.6015625,28
185,1.5,185,185,18.0163318,699.9895833,18
186,2.5,186,186,8.003955555,699.9895833,30
187.001,2.25,187,187,8.881410741,700.765625,27
188.001,2.5,188,188,10.00523374,699.6015625,30
189.001,2.666666667,189,189,11.10182012,699.6015625,32
190,3.25,190,190,8.01707798,699.2135417,39
191,2.083333333,191,191,8.863401685,699.6015625,25
192,1.666666667,192,192,6.005284049,699.6015625,20
193.001,2.916666667,193,193,9.983238143,699.6015625,35
194,2.416666667,194,194,7.014666264,699.6015625,29
195.001,2.75,195,195,7.770841007,699.6015625,33
196.001,2.166666667,196,196,4.998985206,699.6015625,26
197.001,2.583333333,197,197,11.00926209,700.765625,31
198.001,2.166666667,198,198,6.998032853,700.3776042,26
199.001,2.416666667,199,199,6.997237491,699.9895833,29
200,2.333333333,200,200,15.01199308,699.6015625,28
201,2.083333333,201,201,12.00262858,699.6015625,25
202,2.5,202,202,11.99102232,698.8255208,30
203.001,2.083333333,203,203,8.998104999,698.8255208,25
204,2.416666667,204,204,12.2155878,699.2135417,29
205.001,2.583333333,205,205,14.01328039,699.6015625,31
206.001,3.083333333,206,206,8.984180655,699.6015625,37
207,3,207,207,10.9998922,699.6015625,36
208,3,208,208,9.024279825,699.9895833,36
209.001,3.916666667,209,209,8.87865476,699.9895833,47
210,2.083333333,210,210,12.99591538,699.6015625,25
211,2.583333333,211,211,8.873642984,699.9895833,31
212,3,212,212,12.00651353,699.6015625,36
213.001,2.083333333,213,213,6.999644418,699.6015625,25
214,2.583333333,214,214,7.010585283,699.9895833,31
215,3.083333333,215,215,6.005308693,699.6015625,37
216.001,2.916666667,216,216,11.10262624,699.6015625,35
217,1.75,217,217,8.877978839,698.8255208,21
218,2.166666667,218,218,9.999584017,699.2135417,26
219,2.333333333,219,219,8.888365463,699.6015625,28
220,2.416666667,220,220,7.771625241,699.2135417,29
221,1.75,221,221,9.99608953,699.6015625,21
222.001,2.083333333,222,222,4.995326373,699.6015625,25
223,2.916666667,223,223,9.014851066,699.9895833,35
224.001,2.5,224,224,12.20080845,699.9895833,30
225.001,2.75,225,225,15.00106057,699.6015625,33
226,2.5,226,226,8.003956356,699.9895833,30
227,2.333333333,227,227,8.992315167,699.6015625,28
228,3.083333333,228,228,9.011953455,699.6015625,37
229,2.583333333,229,229,5.554893289,699.6015625,31
230,3.25,230,230,7.008916042,700.3776042,39
231,3.666666667,231,231,7.761059593,699.6015625,44
232.001,2.083333333,232,232,7.774759443,699.2135417,25
233,3.333333333,233,233,13.33153802,699.9895833,40
234.001,3.083333333,234,234,11.10644147,699.6015625,37
235,2.75,235,235,16.66368757,699.6015625,33
236,4,236,236,12.02469873,699.6015625,48
237,3.333333333,237,237,5.99353657,699.2135417,40
238,3,238,238,14.00768742,698.8255208,36
239,3.333333333,239,239,3.332831557,699.6015625,40
240,3.5,240,240,9.005915986,699.6015625,42
241,3.583333333,241,241,7.766132031,699.6015625,43
242,2.75,242,242,8.994738977,699.6015625,33
243.001,3.583333333,243,243,9.997023109,699.6015625,43
244,3.083333333,244,244,14.01205738,699.6015625,37
245,2.75,245,245,13.32035043,699.6015625,33
246,3.166666667,246,246,5.00050105,700.3776042,38
247.001,3.166666667,247,247,13.33325926,699.9895833,38
248.001,4,248,248,10.00036601,699.6015625,48
249,2.583333333,249,249,11.98897135,699.6015625,31
250.001,3.166666667,250,250,9.005669069,699.6015625,38
251,4,251,251,5.002407659,699.6015625,48
252.001,3.166666667,252,252,5.992353757,699.6015625,38
253,2.833333333,253,253,9.997342928,699.6015625,34
254,2.583333333,254,254,7.020788555,699.6015625,31
255,3,255,255,11.10005546,699.6015625,36
256,2.75,256,256,6.662186716,699.6015625,33
257,3.333333333,257,257,7.004543848,699.6015625,40
258.001,3.083333333,258,258,8.872351811,698.8255208,37
259,2.083333333,259,259,11.02749706,699.2135417,25
260,1.916666667,260,260,7.771748628,699.6015625,23
261,1.916666667,261,261,8.877932534,699.6015625,23
262.001,3.166666667,262,262,11.00947586,699.6015625,38
263,1.916666667,263,263,12.20975877,699.9895833,23
264,1.75,264,264,7.76491132,699.9895833,21
265.001,1.5,265,265,5.547921,700.765625,18
266,1.666666667,266,266,9.009111816,701.1536458,20
267,1.833333333,267,267,11.9935211,699.6015625,22
268,1.916666667,268,268,10.00389251,699.9895833,23
269.001,2,269,269,7.770454556,699.9895833,24
270.001,1.416666667,270,270,11.01444875,699.6015625,17
271.001,1.666666667,271,271,11.00285194,699.6015625,20
272,1.833333333,272,272,16.6646521,699.6015625,22
273.001,1.833333333,273,273,12.2200552,699.6015625,22
274.001,1.416666667,274,274,12.21417579,699.6015625,17
275,1.166666667,275,275,9.005583462,699.6015625,14
276.001,1.416666667,276,276,13.30732933,699.6015625,17
277.001,1.166666667,277,277,7.012230733,699.6015625,14
278,1.416666667,278,278,9.987102212,699.9895833,17
279,1.583333333,279,279,8.005007933,699.9895833,19
280,1.25,280,280,9.993432316,699.9895833,15
281,1.166666667,281,281,8.001269802,699.6015625,14
282.001,1.166666667,282,282,7.004337086,699.9895833,14
283.001,1.333333333,283,283,9.018138181,699.6015625,16
284,1.25,284,284,14.42446816,699.6015625,15
285.001,1.083333333,285,285,8.887025576,699.6015625,13
286.001,1.25,286,286,7.003340593,699.6015625,15
287,1.25,287,287,7.775537559,699.6015625,15
288.001,1.333333333,288,288,8.874994592,699.6015625,16
289.001,1.333333333,289,289,12.0228169,698.4375,16
290.001,0.666666667,290,290,14.43490458,699.6015625,8
291.001,1.166666667,291,291,8.986896207,699.6015625,14
292.001,1.083333333,292,292,10.01562839,699.6015625,13
293.001,1.083333333,293,293,10.00023901,699.9895833,13
294.001,0.916666667,294,294,8.00694282,700.3776042,11
295,0.666666667,295,295,7.768224588,699.6015625,8
296.001,1.166666667,296,296,11.10507859,699.6015625,14
297,1.083333333,297,297,6.007329543,700.765625,13
298.001,1.083333333,298,298,9.994252195,699.9895833,13
299,1.333333333,299,299,14.99683867,699.9895833,16
300.001,1.333333333,300,300,13.01181733,699.6015625,16
301,1,301,301,11.0986966,699.9895833,12
302,1.083333333,302,302,8.004227833,699.6015625,13
303,1.25,303,303,11.00925989,699.6015625,15
304,0.75,304,304,15.53250359,699.2135417,9
305.001,0.583333333,305,305,7.995022299,699.6015625,7
306.001,1.25,306,306,9.015664717,699.6015625,15
307,0.916666667,307,307,5.550820705,699.2135417,11
308,1.25,308,308,8.000070401,699.6015625,15
309,0.833333333,309,309,5.999917801,699.6015625,10
