Time t / s,Events N,Channel n,Energy E / keV,Rate R / 1/s,Voltage U / V,Raw
0,0,0,0,,697.2734375,0
1,0,1,1,13.7111016,698.4375,0
2,0,2,2,13.00402735,698.4375,0
3,0,3,3,8.88804255,698.0494792,0
4,0,4,4,10.00039502,698.4375,0
5,0,5,5,10.01454613,698.4375,0
6.001,0,6,6,13.31852018,698.4375,0
7.001,0,7,7,8.883792553,698.4375,0
8,0,8,8,9.002592747,698.4375,0
9.002,0,9,9,5.006054322,698.4375,0
10,0,10,10,13.31726088,698.4375,0
11,0,11,11,7.769315267,698.4375,0
12.001,0,12,12,13.00819126,698.4375,0
13,0,13,13,12.21034969,698.4375,0
14.001,0,14,14,11.0208901,698.4375,0
15.001,0,15,15,13.31795553,698.4375,0
16.001,0,16,16,7.772715149,698.4375,0
17,0.25,17,17,9.019701734,698.4375,3
18,0.166666667,18,18,19.00216245,698.4375,2
19,0.5,19,19,9.976575002,698.4375,6
20,0.833333333,20,20,9.003544696,698.4375,10
21.001,0.5,21,21,8.016504379,698.4375,6
22,0.75,22,22,12.9763519,698.4375,9
23,1,23,23,5.554752585,698.4375,12
24,1,24,24,13.0226503,698.4375,12
25,0.916666667,25,25,7.769723165,698.4375,11
26,1.666666667,26,26,7.773684501,698.4375,20
27.001,1.333333333,27,27,9.004740095,698.4375,16
28,0.666666667,28,28,13.33130549,698.4375,8
29,0.833333333,29,29,11.08388908,698.4375,10
30,1.5,30,30,8.023584524,698.4375,18
31.001,1.583333333,31,31,8.877881303,698.4375,19
32,1.5,32,32,10.00013,698.4375,18
33.001,1.75,33,33,7.770873788,698.4375,21
34.001,1.666666667,34,34,9.004260816,698.4375,20
35,1.166666667,35,35,5.993402463,698.4375,14
36.001,1.166666667,36,36,14.0207465,698.4375,14
37,1.666666667,37,37,7.0026456,698.4375,20
38,2.25,38,38,17.77269874,698.4375,27
39,1.166666667,39,39,14.43214665,698.4375,14
40,2,40,40,8.871767364,698.4375,24
41.001,1.333333333,41,41,15.02108359,697.6614583,16
42.001,1.75,42,42,16.64452021,698.4375,21
43.001,2.416666667,43,43,8.004418439,698.4375,29
44,1.333333333,44,44,9.992612129,698.4375,16
45.001,1.666666667,45,45,13.33098708,698.4375,20
46.001,1.5,46,46,19.03511598,698.4375,18
47,1.5,47,47,16.65856135,698.4375,18
48,1.75,48,48,13.31822159,698.4375,21
49,1.916666667,49,49,10.00796334,698.4375,23
50.001,1.666666667,50,50,9.990285003,698.4375,20
51,1.416666667,51,51,13.00503035,698.4375,17
52,1.166666667,52,52,6.009602744,698.4375,14
53,2.083333333,53,53,12.20303498,698.4375,25
54.001,1.416666667,54,54,11.10764923,698.4375,17
55,1.583333333,55,55,10.02002201,698.4375,19
56.001,1.833333333,56,56,2.996135584,698.4375,22
57.001,1,57,57,9.995764794,698.4375,12
58,1.666666667,58,58,15.02310253,698.4375,20
59,1,59,59,9.998481342,698.4375,12
60.001,2.25,60,60,14.42982383,698.4375,27
61,1.333333333,61,61,4.995891878,698.4375,16
62.001,2.166666667,62,62,14.0296362,698.4375,26
63.001,1.75,63,63,4.442384165,698.4375,21
64,2.166666667,64,64,11.10721618,698.4375,26
65,2.666666667,65,65,4.442754717,698.4375,32
66,2.083333333,66,66,7.774905382,698.4375,25
67,2.083333333,67,67,16.01212438,698.4375,25
68,2.333333333,68,68,5.551940009,698.4375,28
69,2.25,69,69,12.00823164,698.4375,27
70,3.166666667,70,70,9.007122833,698.4375,38
71.001,3,71,71,12.20731709,698.4375,36
72,3,72,72,8.88279825,698.4375,36
73.001,3.75,73,73,11.09125776,698.4375,45
74,4,74,74,9.012252157,698.4375,48
