Time t / s,Events N,Channel n,Energy E / keV,Voltage U / V,Rate R / 1/s,Dead time t / %,Raw
0,0,0,0,698.4375,,,0
1.001,0,1,1,699.6015625,36.98438224,0.258890676,0
2,0,2,2,698.4375,27.9746885,0.19582282,0
3,0,3,3,698.4375,35.07391477,0.245517403,0
4,0,4,4,701.5416667,38.84315754,0.271902103,0
5,0,5,5,698.4375,40.04052902,0.280283703,0
6.001,0,6,6,698.4375,37.73189579,0.264123271,0
7,0,7,7,698.4375,34.41349524,0.240894467,0
8,0,8,8,698.4375,44.40518533,0.310836297,0
9.001,0,9,9,698.4375,43.0152403,0.301106682,0
10.001,0,10,10,699.2135417,47.10126301,0.329708841,0
11.001,0,11,11,698.4375,53.28249591,0.372977471,0
12.001,0,12,12,698.4375,33.31759632,0.233223174,0
13,0.083333333,13,13,698.4375,45.06843642,0.315479055,1
14.001,0,14,14,700.3776042,47.73600347,0.334152024,0
15,0.083333333,15,15,698.4375,34.39052011,0.240733641,1
16,0.333333333,16,16,698.4375,49.05380221,0.343376615,4
17,1.75,17,17,698.4375,37.01662787,0.259116395,21
18.001,2.5,18,18,698.4375,38.81050891,0.271673562,30
19,3.25,19,19,698.4375,40.09992902,0.280699503,39
20,3.583333333,20,20,698.4375,43.97686817,0.307838077,43
21.001,4.75,21,21,701.5416667,48.79107904,0.341537553,57
22.001,3.916666667,22,22,698.4375,34.05362765,0.238375394,47
23,5.083333333,23,23,698.4375,33.2912458,0.233038721,61
24,5.583333333,24,24,698.4375,36.66269487,0.256638864,67
25.001,4.25,25,25,698.4375,31.0560624,0.217392437,51
26,4.5,26,26,698.8255208,29.97103133,0.209797219,54
27.001,6.5,27,27,698.4375,44.10039455,0.308702762,78
28.001,5.333333333,28,28,698.4375,42.09283819,0.294649867,64
29,6,29,29,698.4375,33.33130753,0.233319153,72
30.001,5.25,30,30,698.4375,25.55390023,0.178877302,63
31.001,6.5,31,31,698.4375,35.03556811,0.245248977,78
32.001,5.75,32,32,698.4375,34.01348294,0.238094381,69
33.001,6.666666667,33,33,698.4375,40.9900804,0.286930563,80
34.001,7.25,34,34,698.4375,40.94721086,0.286630476,87
35.001,4.75,35,35,698.4375,33.09602813,0.231672197,57
