Time t / s,Events N,Channel n,Energy E / keV,Voltage U / V,Rate R / 1/s,Dead time t / %,Raw
0,0,0,0,698.4375,,,0
1.001,0,1,1,698.4375,13.76668164,0.096366772,0
2,0,2,2,698.4375,7.001298741,0.049009091,0
3.001,0,3,3,698.4375,15.01565081,0.105109556,0
4,0,4,4,698.4375,9.985143216,0.069896003,0
5.001,0,5,5,698.8255208,6.014142858,0.042099,0
6,0,6,6,698.4375,11.09108431,0.07763759,0
7.001,0,7,7,699.2135417,13.32072896,0.093245103,0
8.001,0,8,8,698.4375,14.03104368,0.098217306,0
9,0,9,9,698.4375,14.42319107,0.100962337,0
10.001,0,10,10,698.4375,15.52436366,0.108670546,0
11.001,0,11,11,700.3776042,11.01793389,0.077125537,0
12,0,12,12,698.8255208,12.21371198,0.085495984,0
13.001,0,13,13,698.4375,9.003213247,0.063022493,0
14.001,0,14,14,698.8255208,12.21652525,0.085515677,0
15,0,15,15,698.8255208,8.887770017,0.06221439,0
16.001,0,16,16,698.4375,14.42986387,0.101009047,0
17.001,0.111111111,17,17,698.8255208,12.0103385,0.084072369,1
18.001,0.111111111,18,18,698.4375,14.01061584,0.098074311,1
19.001,1,19,19,698.4375,16.64717652,0.116530236,9
20,0.777777778,20,20,698.8255208,4.440331711,0.031082322,7
21,1,21,21,698.8255208,12.00417265,0.084029209,9
22.001,1.111111111,22,22,698.4375,10.00297789,0.070020845,10
23,0.666666667,23,23,698.4375,7.001363165,0.049009542,6
24,1.222222222,24,24,698.4375,8.882528998,0.062177703,11
25.001,1.111111111,25,25,698.4375,11.01188182,0.077083173,10
26,1.666666667,26,26,698.4375,14.43444458,0.101041112,15
27,1.555555556,27,27,698.4375,9.993738368,0.069956169,14
28.001,2.111111111,28,28,698.4375,13.0083006,0.091058104,19
29,1.555555556,29,29,698.8255208,10.00670249,0.070046917,14
30,2.777777778,30,30,698.4375,8.883044832,0.062181314,25
31.001,2.666666667,31,31,698.4375,13.32495786,0.093274705,24
32.001,2.333333333,32,32,698.4375,12.21370655,0.085495946,21
33,2.444444444,33,33,698.4375,11.00773403,0.077054138,22
34.001,2.777777778,34,34,698.4375,12.0196738,0.084137717,25
35.001,2.111111111,35,35,698.4375,9.993387708,0.069953714,19
36,2.444444444,36,36,698.4375,17.01132955,0.119079307,22
37.001,2.333333333,37,37,698.4375,6.662254034,0.046635778,21
38.001,1.888888889,38,38,698.4375,13.32505255,0.093275368,17
39,1.555555556,39,39,699.2135417,7.004685434,0.049032798,14
40.001,1.444444444,40,40,699.2135417,14.43483726,0.101043861,13
41,1.444444444,41,41,698.4375,17.99419327,0.125959353,13
42,2.333333333,42,42,698.8255208,12.00765728,0.084053601,21
43.001,2.333333333,43,43,698.4375,9.993752794,0.06995627,21
44,1.333333333,44,44,698.4375,14.00883818,0.098061867,12
45,2.222222222,45,45,698.8255208,15.01017089,0.105071196,20
46.001,2.555555556,46,46,698.8255208,9.987066749,0.069909467,23
47.001,1.555555556,47,47,699.6015625,9.996718077,0.069977027,14
48,2,48,48,699.6015625,15.02459827,0.105172188,18
49.001,2.333333333,49,49,698.4375,14.43491259,0.101044388,21
50.001,2.555555556,50,50,698.4375,12.21456505,0.085501955,23
51,3.111111111,51,51,698.4375,17.01087846,0.119076149,28
52.001,3.222222222,52,52,698.4375,7.997351277,0.055981459,29
53.001,3.888888889,53,53,698.4375,16.656275,0.116593925,35
54,5.111111111,54,54,698.4375,12.00769453,0.084053862,46
55,5.222222222,55,55,698.4375,11.01868769,0.077130814,47
56.001,5,56,56,698.4375,11.09105356,0.077637375,45
57.001,6.555555556,57,57,698.4375,11.00742671,0.077051987,59
58,5.888888889,58,58,698.4375,7.764052658,0.054348369,53
59.001,6.444444444,59,59,698.8255208,9.006022327,0.063042156,58
60.001,6.333333333,60,60,698.4375,9.997007896,0.069979055,57
61,6.111111111,61,61,698.4375,9.982694445,0.069878861,55
62.001,6.888888889,62,62,698.4375,8.013075737,0.05609153,62
63.001,5.333333333,63,63,698.4375,7.989433176,0.055926032,48
64,5.222222222,64,64,698.4375,9.006044857,0.063042314,47
65.001,5.666666667,65,65,698.4375,6.662194853,0.046635364,51
66.001,6.777777778,66,66,698.4375,14.99519854,0.10496639,61
67,4.777777778,67,67,698.4375,7.00471207,0.049032984,43
68.001,5.333333333,68,68,698.4375,7.98963744,0.055927462,48
69.001,3.777777778,69,69,698.4375,16.01025617,0.112071793,34
70,4,70,70,698.4375,8.005310723,0.056037175,36
71.001,3.777777778,71,71,698.4375,14.98066745,0.104864672,34
72.001,6.111111111,72,72,699.2135417,9.005757381,0.063040302,55
73,4.555555556,73,73,698.4375,11.99642866,0.083975001,41
74.001,4.333333333,74,74,698.4375,12.21366858,0.08549568,39
75,3.444444444,75,75,698.4375,6.016066507,0.042112466,31
76,4.333333333,76,76,698.4375,18.87632774,0.132134294,39
77.001,4.666666667,77,77,698.4375,11.09191716,0.07764342,42
78.001,3.444444444,78,78,698.4375,14.02289939,0.098160296,31
79,4.444444444,79,79,698.4375,13.32458352,0.093272085,40
80.001,3.888888889,80,80,698.4375,12.99561008,0.090969271,35
81,4.777777778,81,81,698.4375,8.005438094,0.056038067,43
82,5,82,82,698.4375,4.436527215,0.031055691,45
83.001,5.444444444,83,83,698.4375,12.02021801,0.084141526,49
84,4.777777778,84,84,698.4375,8.883030037,0.06218121,43
85,4.555555556,85,85,698.4375,9.996713081,0.069976992,41
86.001,4.444444444,86,86,698.4375,11.00737494,0.077051625,40
87,4.444444444,87,87,698.4375,7.004675621,0.049032729,40
88,3.777777778,88,88,698.4375,13.32454801,0.093271836,34
89.001,3.111111111,89,89,698.4375,7.772640926,0.054408486,28
90,3.777777778,90,90,698.4375,12.9957296,0.090970107,34
91,4.444444444,91,91,698.4375,12.00804179,0.084056292,40
92.001,3.777777778,92,92,698.4375,12.98277575,0.09087943,34
93.001,6.111111111,93,93,698.4375,11.0077109,0.077053976,55
94.001,3,94,94,698.4375,13.32477587,0.093273431,27
95,4.777777778,95,95,698.4375,8.997293614,0.062981055,43
96.001,4.111111111,96,96,698.4375,8.013111855,0.056091783,37
97,4.777777778,97,97,698.4375,11.1036359,0.077725451,43
98,3,98,98,698.4375,16.63800678,0.116466047,27
99,4.777777778,99,99,698.4375,11.00693547,0.077048548,43
100.001,3.444444444,100,100,698.4375,16.01083133,0.112075819,31
101,3.222222222,101,101,698.4375,8.882981706,0.062180872,29
102,3.888888889,102,102,698.4375,9.993808281,0.069956658,35
103,3.333333333,103,103,698.4375,11.01799128,0.077125939,30
104,2.555555556,104,104,699.2135417,12.214188,0.085499316,23
105.001,4.333333333,105,105,698.4375,14.99508011,0.104965561,39
106.001,4.222222222,106,106,698.8255208,15.01008377,0.105070586,38
107,2.888888889,107,107,698.8255208,8.996982412,0.062978877,26
108.001,4.666666667,108,108,698.8255208,11.99609647,0.083972675,42
109,3.111111111,109,109,698.8255208,14.43545917,0.101048214,28
110,2.777777778,110,110,698.4375,8.013107842,0.056091755,25
111.001,2.555555556,111,111,698.8255208,15.5447088,0.108812962,23
112.001,4.888888889,112,112,698.4375,12.99572051,0.090970044,44
113,2.333333333,113,113,698.4375,8.00536119,0.056037528,21
114.001,3.333333333,114,114,698.4375,6.655114128,0.046585799,30
115.001,3,115,115,698.4375,20.03339166,0.140233742,27
116,3.888888889,116,116,698.4375,8.988093473,0.062916654,35
117.001,3.555555556,117,117,698.4375,12.02004463,0.084140312,32
118.001,4,118,118,698.4375,8.882722306,0.062179056,36
119,3,119,119,699.9895833,11.98447531,0.083891327,27
120.001,3,120,120,698.4375,12.21453792,0.085501765,27
121.001,3.777777778,121,121,698.4375,13.00870152,0.091060911,34
122,3.888888889,122,122,698.4375,9.996433273,0.069975033,35
123.001,3.333333333,123,123,698.4375,6.004025699,0.04202818,30
124.001,4,124,124,698.4375,10.99670539,0.076976938,36
125,3.333333333,125,125,698.4375,15.00962717,0.10506739,30
126.001,3.777777778,126,126,698.4375,8.883297347,0.062183081,34
127.001,3.333333333,127,127,698.4375,12.21415409,0.085499079,30
128,4.555555556,128,128,698.4375,15.54528013,0.108816961,41
129.001,4.555555556,129,129,698.4375,17.01139083,0.119079736,41
130.001,4.222222222,130,130,698.8255208,9.01476709,0.06310337,38
131,4.555555556,131,131,698.4375,14.99552084,0.104968646,41
132,3.222222222,132,132,698.4375,7.997141822,0.055979993,29
133.001,3.666666667,133,133,698.4375,9.993727271,0.069956091,33
134,2.777777778,134,134,698.4375,9.99642228,0.069974956,25
135,2.888888889,135,135,698.4375,9.01529535,0.063107067,26
136.001,3.666666667,136,136,698.4375,11.10341891,0.077723932,33
137.001,3.888888889,137,137,698.4375,13.31001271,0.093170089,35
138,3.777777778,138,138,698.4375,11.00721082,0.077050476,34
