Time t / s,Events N,Channel n,Energy E / keV,Rate R / 1/s,Voltage U / V,Raw
0,0,0,0,,698.4375,0
0.999,0,1,1,9.515999355,698.4375,0
2,0,2,2,8.869818779,698.4375,0
3,0,3,3,8.009277146,698.0494792,0
4.001,0,4,4,8.997238747,698.4375,0
5.001,0,5,5,11.00069744,698.4375,0
6,0,6,6,10.01045191,698.4375,0
7,0,7,7,9.99339137,698.4375,0
8,0,8,8,19.98582117,698.4375,0
9.001,0,9,9,9.01354014,698.4375,0
10,0,10,10,7.000506837,698.4375,0
11,0,11,11,10.99484891,698.4375,0
12.001,0,12,12,10.00072205,697.6614583,0
13,0,13,13,11.00196605,698.4375,0
14.001,0,14,14,10.99391267,698.4375,0
15.001,0,15,15,9.996195448,698.4375,0
16.001,0.166666667,16,16,14.006478,698.4375,1
17.001,0.333333333,17,17,6.003877905,698.4375,2
18,0.666666667,18,18,12.2136401,698.4375,4
19.001,0.166666667,19,19,12.01311351,698.4375,1
20,0.833333333,20,20,11.08789429,698.4375,5
21,0.166666667,21,21,11.01193473,698.0494792,1
22.001,0.833333333,22,22,16.65373597,698.4375,5
22.999,0.833333333,23,23,13.31559253,698.4375,5
24,0.5,24,24,14.030844,698.4375,3
25,1.166666667,25,25,15.53835287,698.4375,7
26,0.833333333,26,26,13.01317714,698.4375,5
27,2,27,27,13.31965257,698.4375,12
28,0.666666667,28,28,16.9998164,698.4375,4
29.001,2.333333333,29,29,16.65796566,698.4375,14
30.001,1.333333333,30,30,14.99292484,698.0494792,8
31.001,1.833333333,31,31,9.999443364,698.4375,11
32,2,32,32,15.01395547,698.4375,12
33,1.666666667,33,33,9.999951111,698.4375,10
34,1.666666667,34,34,15.5552168,698.4375,10
35,1.833333333,35,35,7.77590033,698.4375,11
36,1.666666667,36,36,10.00426982,698.4375,10
37,1.666666667,37,37,25.52192333,698.4375,10
38,0.666666667,38,38,6.006546535,698.4375,4
39,0.833333333,39,39,12.01173547,698.0494792,5
40.001,2.166666667,40,40,21.10061941,698.4375,13
41,2,41,41,8.888123523,698.4375,12
42,1.666666667,42,42,7.769082448,698.0494792,10
43,1.5,43,43,12.99900688,698.4375,9
44.001,1.166666667,44,44,13.32728867,698.4375,7
45,1.666666667,45,45,15.01414933,698.4375,10
46.001,1.333333333,46,46,6.663330559,698.4375,8
47,2.5,47,47,14.99617897,698.4375,15
48.001,1.5,48,48,8.001913257,698.4375,9
49,2.166666667,49,49,15.55083329,698.4375,13
50,2.333333333,50,50,9.012116791,698.4375,14
51,2.333333333,51,51,6.66129914,698.4375,14
52,0.666666667,52,52,17.76143528,698.4375,4
53,1.333333333,53,53,7.775004693,698.4375,8
54.001,1.833333333,54,54,11.01259621,698.0494792,11
55,1.166666667,55,55,9.996006595,698.4375,7
56,1.5,56,56,6.66028907,699.2135417,9
57,1.5,57,57,18.02724096,698.4375,9
58,1.833333333,58,58,8.870265274,698.4375,11
59,1.666666667,59,59,17.03351344,698.4375,10
60.001,2.333333333,60,60,6.000403227,698.4375,14
61,1.833333333,61,61,12.01297161,698.4375,11
62,2.333333333,62,62,6.655785936,698.4375,14
63.001,3.5,63,63,9.997699418,698.0494792,21
64,0.833333333,64,64,12.99338767,698.0494792,5
65.001,2.333333333,65,65,7.004078475,698.4375,14
66,3.5,66,66,12.21778988,698.4375,21
66.999,3.5,67,67,17.00504199,698.4375,21
68.001,2.166666667,68,68,4.439464845,698.4375,13
69,3.166666667,69,69,11.01023842,698.4375,19
70.001,3.666666667,70,70,13.98020264,698.4375,22
71.001,3.5,71,71,13.3201523,698.8255208,21
72.001,3.166666667,72,72,9.015965472,698.4375,19
73.001,4,73,73,12.22149844,698.4375,24
74,5,74,74,14.41579865,697.6614583,30
75,4.333333333,75,75,11.99221226,698.4375,26
76,5.333333333,76,76,10.01928211,698.4375,32
77,5.333333333,77,77,15.55552272,698.4375,32
78.001,5.5,78,78,9.999848891,698.4375,33
79,6.166666667,79,79,17.76281951,698.8255208,37
80,4.333333333,80,80,12.00801535,698.4375,26
81,3.5,81,81,16.0093847,698.4375,21
82,5.5,82,82,12.0126397,698.4375,33
83,4.166666667,83,83,8.872585021,697.6614583,25
84,4.833333333,84,84,11.98956548,698.4375,29
85.001,6.166666667,85,85,11.00740028,698.4375,37
86.001,6.166666667,86,86,9.000932497,698.4375,37
87,5,87,87,7.773124267,698.4375,30
88,5.666666667,88,88,9.00343481,698.4375,34
89,4.833333333,89,89,7.772711697,698.4375,29
90,4.166666667,90,90,6.664639876,698.4375,25
91,2.666666667,91,91,12.21255802,698.4375,16
92,3.166666667,92,92,10.01158641,698.0494792,19
93.001,2.833333333,93,93,6.997128379,698.4375,17
94,4.666666667,94,94,5.007341263,698.4375,28
95,3.666666667,95,95,12.20490076,698.4375,22
96,3.5,96,96,7.770199243,698.4375,21
97,2.5,97,97,13.31820385,698.4375,15
98,3.5,98,98,10.01235825,698.4375,21
99,3.5,99,99,11.00658634,698.4375,21
100,4.333333333,100,100,8.009245072,698.4375,26
101.001,3.666666667,101,101,12.20434015,698.4375,22
102.001,3.666666667,102,102,7.990201616,698.4375,22
103.001,3.666666667,103,103,11.01024503,698.4375,22
104,4,104,104,12.99479688,698.8255208,24
105,3,105,105,10.99634591,698.4375,18
106,3.5,106,106,17.02057106,698.4375,21
107,3.833333333,107,107,13.00755218,698.4375,23
108.001,3.333333333,108,108,13.31523792,698.4375,20
109,2.166666667,109,109,11.10056681,698.4375,13
110,4,110,110,9.01005432,698.0494792,24
111,2,111,111,6.996350703,698.4375,12
112,3,112,112,5.998712077,698.4375,18
113,3,113,113,8.000091201,698.4375,18
114.001,4.333333333,114,114,8.010594011,698.4375,26
115.001,3,115,115,21.10758849,698.4375,18
116,4.333333333,116,116,13.32597147,698.4375,26
117,3.5,117,117,10.01021342,698.4375,21
118,3.833333333,118,118,9.996630136,698.4375,23
119,4.833333333,119,119,18.98889529,698.4375,29
120.001,2.333333333,120,120,16.65152488,698.4375,14
121,3.5,121,121,11.01629089,698.4375,21
122.001,3.5,122,122,17.77186172,698.4375,21
123.001,4,123,123,10.99512806,698.8255208,24
124.001,2.833333333,124,124,10.99539843,698.4375,17
125,3.666666667,125,125,9.004112178,698.4375,22
126,4,126,126,4.00131123,698.4375,24
127.001,5.333333333,127,127,13.01989049,698.4375,32
128.001,3.5,128,128,13.29858561,698.4375,21
129,5.666666667,129,129,14.01108136,698.4375,34
130,4,130,130,7.003145813,698.4375,24
131,3.333333333,131,131,4.440843907,698.4375,20
132,3.833333333,132,132,5.003192537,698.4375,23
133.001,5.666666667,133,133,13.32204364,698.4375,34
134.001,2.666666667,134,134,9.005170769,698.4375,16
135.001,3.666666667,135,135,16.00413227,698.4375,22
136.001,3.166666667,136,136,4.443726042,698.4375,19
137.001,3,137,137,9.989681769,698.4375,18
138.001,3.833333333,138,138,11.10929783,698.4375,23
139.001,3,139,139,11.00610729,698.4375,18
140.001,3.333333333,140,140,7.009364511,698.4375,20
141,4.166666667,141,141,8.882599022,698.4375,25
142,3,142,142,10.00595755,698.4375,18
143.001,2.833333333,143,143,11.10098455,698.4375,17
144,4.166666667,144,144,18.03721619,698.4375,25
145,4.666666667,145,145,14.4255854,698.4375,28
146,3.5,146,146,8.883776769,698.4375,21
147.001,3.166666667,147,147,11.10948789,698.4375,19
148,3.5,148,148,11.10799594,698.4375,21
149,4.166666667,149,149,13.00549742,698.4375,25
150.001,4.666666667,150,150,14.0001638,698.4375,28
151,2.833333333,151,151,15.00514977,698.4375,17
152,2.666666667,152,152,11.10892389,698.4375,16
153.001,3,153,153,7.776057541,698.4375,18
154,1.833333333,154,154,11.01366465,698.4375,11
155,4.333333333,155,155,6.654122906,698.4375,26
156.001,4.833333333,156,156,7.002693236,697.2734375,29
157,2.5,157,157,14.01027514,698.0494792,15
158.001,4.5,158,158,12.20044308,698.0494792,27
159.001,3.833333333,159,159,6.003783584,698.4375,23
160,2.833333333,160,160,16.99171993,698.4375,17
161,2.666666667,161,161,11.00618878,698.4375,16
162,3.166666667,162,162,8.993378176,698.4375,19
163,3,163,163,11.02005761,698.4375,18
164,2,164,164,11.09012367,698.0494792,12
165,3.333333333,165,165,9.986629013,698.4375,20
166,2.833333333,166,166,14.43681218,698.4375,17
167.001,2.833333333,167,167,15.0253282,698.4375,17
168.001,3.166666667,168,168,9.986564742,698.4375,19
169,3.666666667,169,169,6.660019227,698.4375,22
170.001,4,170,170,13.01009974,698.4375,24
171,2.833333333,171,171,10.00725526,698.4375,17
172,5.666666667,172,172,11.09622983,698.0494792,34
173.001,2.666666667,173,173,16.02381941,698.4375,16
174.001,2.833333333,174,174,16.6584226,698.4375,17
174.999,3.333333333,175,175,9.996993127,698.4375,20
176,3.166666667,176,176,13.32407754,698.4375,19
177,3.333333333,177,177,9.993110306,698.4375,20
178,4.333333333,178,178,14.99912405,698.4375,26
178.999,4.5,179,179,15.01410726,698.4375,27
180.001,3,180,180,6.658905343,698.4375,18
181,3.666666667,181,181,12.02137159,698.4375,22
182.001,3.166666667,182,182,7.004103704,698.4375,19
183.001,3.5,183,183,9.984295812,698.4375,21
184.001,4.166666667,184,184,18.8799356,698.4375,25
184.999,3,185,185,8.023264257,698.4375,18
186.001,2.666666667,186,186,8.877364098,698.0494792,16
187.001,3.333333333,187,187,9.985588577,698.4375,20
188.001,3.166666667,188,188,13.01099689,698.4375,19
189.001,4.5,189,189,12.00434677,698.4375,27
190.001,4,190,190,8.885520289,698.4375,24
191.001,3.166666667,191,191,9.990639881,698.4375,19
192.001,4,192,192,5.007447075,698.4375,24
193.001,3.333333333,193,193,12.20538015,698.4375,20
194.001,4.166666667,194,194,16.9857235,698.4375,25
195.001,5,195,195,10.0107776,698.4375,30
196,1.666666667,196,196,14.41797464,698.4375,10
197.001,2.333333333,197,197,10.00934673,698.4375,14
198,3.833333333,198,198,14.02007113,698.4375,23
