Time t / s,Events N,Channel n,Energy E / keV,Rate R / 1/s,Voltage U / V,Raw
0,0,0,0,,699.6015625,0
1.001,0,1,1,6.33516842,698.4375,0
2.001,0,2,2,9.003233061,698.4375,0
3.001,0,3,3,10.00463815,698.8255208,0
4,0,4,4,8.994575372,699.2135417,0
5.001,0,5,5,5.001473934,698.4375,0
6.001,0,6,6,9.01178832,698.8255208,0
7,0,7,7,9.985272832,698.4375,0
8,0,8,8,17.77327324,698.8255208,0
9,0,9,9,6.997874745,699.6015625,0
10,0,10,10,5.003636142,699.2135417,0
11.001,0,11,11,9.997093067,699.9895833,0
12,0.083333333,12,12,12.21822279,699.6015625,1
13,0,13,13,4.006031481,699.6015625,0
13.999,0.083333333,14,14,6.657746027,699.6015625,1
15,0.083333333,15,15,8.883994795,699.6015625,1
16.001,0.083333333,16,16,8.9999703,699.6015625,1
17,0.166666667,17,17,5.008128192,699.6015625,2
18,0.083333333,18,18,7.754263405,699.9895833,1
19,0.5,19,19,7.017596624,699.6015625,6
20,0.416666667,20,20,8.872036948,699.9895833,5
21,1.083333333,21,21,16.03126578,699.6015625,13
22.001,0.583333333,22,22,9.986028547,699.6015625,7
23,0.583333333,23,23,6.002173987,699.6015625,7
24.001,1.25,24,24,10.99386982,699.6015625,15
25,0.833333333,25,25,5.005128755,699.6015625,10
25.999,0.916666667,26,26,8.884373653,699.6015625,11
26.999,0.666666667,27,27,4.998451979,699.6015625,8
28.001,0.5,28,28,3.332906721,699.2135417,6
29,0.833333333,29,29,8.014161023,698.8255208,10
30.001,0.916666667,30,30,11.09131681,698.8255208,11
31.001,1.666666667,31,31,12.21866388,698.8255208,20
32,1.083333333,32,32,5.003265131,698.8255208,13
33.001,1.416666667,33,33,3.998106097,698.8255208,17
34,1.75,34,34,6.666523707,699.2135417,21
35,1.166666667,35,35,6.001681671,699.6015625,14
36,0.833333333,36,36,3.997836771,699.6015625,10
37,1.25,37,37,11.00370275,699.6015625,15
38,1,38,38,5.553450181,699.9895833,12
39,1.75,39,39,8.002463959,699.6015625,21
40,1.5,40,40,7.775693028,699.6015625,18
41.001,1.25,41,41,5.555175952,699.6015625,15
42.001,1,42,42,11.00399005,699.9895833,12
43.001,0.833333333,43,43,6.664203133,699.6015625,10
44.001,1,44,44,5.999871603,699.6015625,12
45,0.833333333,45,45,11.09424047,699.6015625,10
46.001,1.5,46,46,7.775285367,699.6015625,18
47,1.166666667,47,47,7.769679182,699.6015625,14
48,1.5,48,48,14.0154829,699.9895833,18
49,1.583333333,49,49,8.880017751,699.6015625,19
50.001,1.583333333,50,50,4.002562841,699.2135417,19
51,1.666666667,51,51,8.994163687,699.6015625,20
52.001,1.666666667,52,52,7.006091797,699.2135417,20
53,0.583333333,53,53,9.996513216,699.2135417,7
54,1.5,54,54,6.665087781,698.4375,18
55,1.416666667,55,55,16.00801041,698.4375,17
56.001,0.916666667,56,56,3.001047366,699.2135417,11
56.999,1.333333333,57,57,7.993003724,698.8255208,16
58,1.666666667,58,58,8.001472271,698.8255208,20
