Time t / s,Events N,Channel n,Energy E / keV,Rate R / 1/s,Voltage U / V
0,0,0,0,,698.4375
1,0,1,1,11.6077369999149,698.825520833333
2.001,0,2,2,7.77686615624502,698.4375
3.001,0,3,3,15.0213453317164,698.4375
4.001,0,4,4,11.1062613769765,698.4375
5.001,0,5,5,7.00110197345062,698.4375
6.001,0,6,6,10.9958018028717,698.4375
7,0,7,7,11.9999232004915,698.4375
8.001,0,8,8,11.9887401752274,698.4375
9.001,0,9,9,7.00957086806325,698.4375
10.001,0,10,10,9.98371766578906,698.4375
11.001,0,11,11,12.0298846394213,698.4375
12.001,0,12,12,9.99014527669262,698.4375
13.001,0,13,13,11.0952313694145,698.4375
14,0,14,14,13.0147170420311,698.4375
15.001,0,15,15,5.99662150344496,698.4375
16,0,16,16,10.002656705621,698.4375
17,4,17,17,9.0178119822273,698.4375
18.001,3,18,18,21.0753555994835,698.4375
19,8,19,19,5.55487415765888,698.4375
20.001,13,20,20,12.2177518825612,698.4375
21,14,21,21,8.9944890765428,698.4375
22,12,22,22,17.010126128084,698.4375
23.001,17,23,23,6.66112387148072,698.825520833333
24,14,24,24,12.018549429189,698.4375
25,13,25,25,13.3285128545176,699.213541666667
26,8,26,26,5.99969221578933,698.4375
27,13,27,27,5.99320550292134,698.4375
28,13,28,28,14.0154464235033,698.4375
29.001,18,29,29,10.0053979121736,698.4375
30.001,18,30,30,13.304753245057,698.4375
31.001,13,31,31,10.0159413722881,698.825520833333
32.001,8,32,32,5.99631346648081,698.4375
33.001,16,33,33,13.3309115510682,698.4375
34.001,16,34,34,7.77059688285836,698.4375
35,18,35,35,11.0084324592638,698.4375
36,17,36,36,10.0093707729176,698.4375
37.001,11,37,37,8.88290970366835,698.4375
38.001,17,38,38,15.5359474636401,698.4375
39,19,39,39,16.018642496137,698.4375
40.001,10,40,40,11.0959158707659,698.4375
41,20,41,41,11.0287121492093,698.4375
42.001,24,42,42,12.1873177442028,698.4375
43.001,18,43,43,9.01653452100462,698.4375
44.001,20,44,44,12.2101504534739,698.4375
45,21,45,45,14.4390907504629,698.825520833333
46.001,12,46,46,7.76432220739237,698.4375
47.001,31,47,47,10.0170108878898,698.4375
48,30,48,48,5.54761014502562,698.4375
49,22,49,49,12.0202408836239,698.4375
50.001,23,50,50,4.440029575037,698.4375
51,22,51,51,6.6652010630107,698.4375
52,16,52,52,3.99520934447504,699.213541666667
53.001,20,53,53,7.00712905309862,698.4375
54.001,16,54,54,9.00325737851955,698.4375
55.001,22,55,55,6.65492663664334,698.4375
56,20,56,56,8.01134326092314,698.4375
57.001,12,57,57,12.9919566796196,698.4375
58.001,17,58,58,10.0130359715313,698.4375
59,16,59,59,13.329340455348,699.213541666667
60,23,60,60,13.3132746661696,698.825520833333
61,14,61,61,11.1108284022551,698.4375
62,16,62,62,7.77756605514628,698.4375
63,24,63,63,6.65920835331096,698.4375
64,22,64,64,8.88727930385941,698.4375
65.001,23,65,65,15.0114297025755,698.4375
66.001,21,66,66,10.0006350403251,698.825520833333
67,15,67,67,5.55349212470389,698.825520833333
68,30,68,68,4.4376420322803,698.4375
69.001,28,69,69,8.00869985064776,698.4375
70.001,29,70,70,10.0154367927286,698.4375
71,29,71,71,14.4231830700233,698.4375
72.001,28,72,72,8.8876189468927,698.4375
73,30,73,73,12.0052679115596,698.4375
74,51,74,74,7.77333661146043,698.825520833333
75.001,32,75,75,12.2174316315303,698.4375
76,45,76,76,9.02039511335129,698.825520833333
77,48,77,77,3.33126276845259,698.4375
77.999,50,78,78,12.211489679626,698.4375
79,46,79,79,10.9944873640357,698.4375
80,49,80,80,12.2161792855356,698.4375
81,49,81,81,5.5483611805581,698.825520833333
82,46,82,82,15.5486761301833,698.4375
83,47,83,83,12.0021831971236,698.4375
84.001,41,84,84,11.0997733093297,698.4375
85.001,45,85,85,10.0204125824718,698.4375
86,37,86,86,9.99649456257339,698.825520833333
87.001,47,87,87,10.004568085788,698.4375
88,55,88,88,9.99355748660697,698.4375
89.001,34,89,89,6.00335287257934,698.4375
90.001,27,90,90,13.3168367319195,698.4375
91.001,39,91,91,14.9988615864056,698.4375
92,36,92,92,9.99710084075618,698.4375
93.001,34,93,93,8.01713421925339,698.4375
94.001,33,94,94,11.091727700747,698.4375
95.001,27,95,95,12.221164412547,698.4375
96.001,42,96,96,6.6617436381181,698.825520833333
97.001,38,97,97,9.00702367706337,698.4375
98,32,98,98,11.0115334801671,698.4375
99.001,29,99,99,14.4276842845339,698.825520833333
100,20,100,100,12.2199520266902,698.825520833333
101,23,101,101,9.99679502751418,698.825520833333
102.001,20,102,102,4.00434671836278,698.4375
103,25,103,103,5.99679531258495,699.213541666667
104,34,104,104,3.3332181521283,698.4375
105,20,105,105,15.0169135497311,698.4375
106,18,106,106,7.76697046986732,698.4375
107.001,25,107,107,7.00597189043941,698.4375
108,26,108,108,12.2216274363537,698.4375
109.001,19,109,109,9.97811500036969,698.4375
110,26,110,110,13.0114526806495,698.825520833333
111.001,22,111,111,5.00436981572309,698.4375
112,21,112,112,6.664446665433,699.213541666667
113,34,113,113,14.0174587448667,699.6015625
114.001,28,114,114,13.3166726961601,699.213541666667
115,26,115,115,11.0140528300058,698.4375
116,22,116,116,11.0912712914976,698.4375
117.001,24,117,117,9.02088063239982,698.4375
118.001,23,118,118,11.1012852401974,698.4375
119,28,119,119,9.01222508332553,698.4375
120,22,120,120,11.1087683952873,698.4375
121.001,27,121,121,11.0906414838125,698.4375
122.001,36,122,122,7.00829501798329,698.825520833333
123,21,123,123,6.6581213378252,698.825520833333
124,30,124,124,8.01003737783817,699.213541666667
125,30,125,125,4.43827031729194,698.4375
126,26,126,126,5.54952568758901,698.4375
127,26,127,127,7.00461814474283,698.4375
128,22,128,128,9.00476081704397,698.4375
129.001,22,129,129,7.999936000512,698.4375
130,28,130,130,12.2059083476096,698.4375
131.001,13,131,131,3.00225499372579,698.825520833333
132.001,22,132,132,11.1082439499227,698.825520833333
133,18,133,133,10.0170680823054,698.4375
134,17,134,134,3.33102493305473,698.4375
135.001,18,135,135,6.65947147770564,698.4375
136.001,29,136,136,4.99965852332286,698.4375
137.001,23,137,137,12.0191356658937,698.4375
138,22,138,138,14.4251355990487,698.4375
139,19,139,139,6.00686404354256,698.4375
