Filename,Bool
2023_11_02_0952_Ba133_cali_1024.csv,1
2023_11_02_0955_Na22_cali_1024.csv,1
2023_11_02_1002_Mn54_cali_1024.csv,1
2023_11_02_1006_Co57_cali_1024.csv,1
2023_11_02_1008_Cs137_cali_1024.csv,1
2023_11_02_1013_Cd109_cali_1024.csv,1
2023_11_02_1019_Am241_cali_1024.csv,1
