Time t / s,Events N,Channel n,Energy E / keV,Rate R / 1/s,Voltage U / V,Raw
0,0,0,0,,699.6015625,0
1,0,1,1,22.25963018,699.6015625,0
2,0,2,2,13.32563704,699.2135417,0
3,0,3,3,9.9949026,699.6015625,0
4,0,4,4,23.32879977,699.6015625,0
4.999,0,5,5,15.00337426,698.8255208,0
6.001,0,6,6,13.98557109,699.2135417,0
7.001,0,7,7,13.02127807,698.8255208,0
8,0,8,8,13.33235415,698.4375,0
8.999,0,9,9,11.10113489,698.8255208,0
10.001,0,10,10,17.75527001,698.4375,0
11.001,0,11,11,12.02305421,698.4375,0
12,0,12,12,22.2211482,698.8255208,0
13,0,13,13,9.982928084,698.8255208,0
14.001,0,14,14,26.06278786,699.2135417,0
15.001,0,15,15,14.41631981,699.6015625,0
16,0,16,16,12.21905613,699.6015625,0
17,0.333333333,17,17,13.98780264,699.6015625,4
18.001,0.583333333,18,18,15.004746,699.6015625,7
19,1.333333333,19,19,15.99453307,698.4375,16
20,1,20,20,14.44431605,699.6015625,12
20.999,2.75,21,21,18.8849734,699.2135417,33
22,2.166666667,22,22,24.00871276,698.4375,26
23,1.166666667,23,23,18.02480935,698.4375,14
24.001,1.5,24,24,18.96889481,698.4375,18
25.001,1.666666667,25,25,17.00556762,698.8255208,20
26,2,26,26,20.01770566,699.6015625,24
27,2,27,27,22.19881234,699.6015625,24
28,1.583333333,28,28,11.10479495,699.6015625,19
29,2.416666667,29,29,15.00670049,699.6015625,29
30,2.25,30,30,15.01688198,699.6015625,27
31,2.083333333,31,31,16.01499805,699.6015625,25
32,2.583333333,32,32,15.52300726,699.6015625,31
33,2.583333333,33,33,22.04096975,698.4375,31
34,2.75,34,34,14.41873424,698.4375,33
35,2.666666667,35,35,11.9953482,699.2135417,32
36.001,2.833333333,36,36,21.02621549,699.2135417,34
36.999,3.166666667,37,37,17.98569598,699.2135417,38
38.001,3,38,38,13.33238525,699.6015625,36
39,2.25,39,39,10.99505442,699.6015625,27
40,2.583333333,40,40,16.03832036,699.2135417,31
41.001,3.416666667,41,41,17.7581018,699.6015625,41
42.001,2.5,42,42,23.30368845,698.8255208,30
43,2.666666667,43,43,23.01836866,698.4375,32
44.001,3.166666667,44,44,16.00549309,698.4375,38
45.001,2.666666667,45,45,9.994847656,698.8255208,32
46.001,2.75,46,46,17.00842087,699.6015625,33
47,2.25,47,47,12.02251215,699.6015625,27
48.001,2.916666667,48,48,16.63490878,699.6015625,35
48.999,3,49,49,18.99071924,699.2135417,36
50.001,2.833333333,50,50,12.21887154,699.9895833,34
51.001,2.166666667,51,51,14.00112149,699.6015625,26
52,2.916666667,52,52,12.00488239,699.2135417,35
53,3.416666667,53,53,9.98774947,698.8255208,41
54,3,54,54,19.02357782,699.2135417,36
55,2.333333333,55,55,21.02997402,698.4375,28
55.999,2.583333333,56,56,17.75753222,698.4375,31
57,3,57,57,17.98643463,698.4375,36
58,2.166666667,58,58,23.29996519,699.2135417,26
59,2,59,59,12.01664425,699.6015625,24
60.001,2.083333333,60,60,23.01107293,699.6015625,25
61,3.416666667,61,61,14.01356653,699.6015625,41
62,2.666666667,62,62,23.32146012,699.6015625,32
63,3.083333333,63,63,12.21177979,698.8255208,37
64,2,64,64,11.09341588,699.2135417,24
65.001,3.166666667,65,65,21.0683288,698.4375,38
66.001,2.5,66,66,8.865072379,698.4375,30
67,2.416666667,67,67,12.00224082,698.4375,29
68.001,2.666666667,68,68,13.32616238,698.8255208,32
69,3.25,69,69,15.52928518,699.2135417,39
70,3.25,70,70,21.01027613,699.2135417,39
71,3.75,71,71,24.43306407,699.6015625,45
72,3.833333333,72,72,16.03697003,699.6015625,46
73,4.583333333,73,73,12.21723759,699.2135417,55
74,4.333333333,74,74,21.08780908,699.6015625,52
75.001,5.333333333,75,75,12.20918146,698.8255208,64
76.001,4.583333333,76,76,17.02510863,698.4375,55
77.001,4.833333333,77,77,15.97068262,699.2135417,58
78,5.25,78,78,15.01845618,698.8255208,63
79,4.916666667,79,79,14.97529974,699.6015625,59
80.001,6.333333333,80,80,13.04538228,699.6015625,76
81,6.5,81,81,16.6383888,699.6015625,78
82,6,82,82,14.44399347,699.6015625,72
83,4.75,83,83,12.20298219,698.8255208,57
83.999,4.583333333,84,84,23.02904192,698.4375,55
85.001,5.583333333,85,85,14.43633283,698.4375,67
86,5.333333333,86,86,10.00723723,698.4375,64
86.999,4.75,87,87,13.01260271,698.4375,57
88.001,4.583333333,88,88,11.99606889,698.8255208,55
89,5.166666667,89,89,16.02671975,699.2135417,62
90.001,4.416666667,90,90,23.27684302,699.6015625,53
91.001,4.583333333,91,91,13.00147827,699.6015625,55
92.001,3.916666667,92,92,23.02129239,700.765625,47
93,4.583333333,93,93,12.21137852,699.6015625,55
94,3.416666667,94,94,15.02871687,698.8255208,41
95.001,3.833333333,95,95,14.42893654,698.8255208,46
96,3.833333333,96,96,13.30519138,698.8255208,46
97,3.25,97,97,18.02550248,698.8255208,39
98.001,3.833333333,98,98,17.75347524,698.4375,46
99.001,4.416666667,99,99,11.0044524,698.8255208,53
100,3,100,100,10.00883179,698.8255208,36
101.001,3.583333333,101,101,15.99525741,699.2135417,43
102,4.333333333,102,102,16.98782143,699.6015625,52
103,2.916666667,103,103,19.01961493,699.6015625,35
104,4.25,104,104,21.00958667,699.6015625,51
105.002,3.416666667,105,105,22.1922996,699.6015625,41
