Time t / s,Events N,Channel n,Energy E / keV,Rate R / 1/s,Voltage U / V,Raw
0,0,0,0,,699.6015625,0
1,0,1,1,11.63419387,699.6015625,0
2,0,2,2,13.00250428,699.6015625,0
3.001,0,3,3,8.884742676,699.2135417,0
4.001,0,4,4,14.00429512,698.8255208,0
5,0,5,5,13.32049386,698.4375,0
6,0,6,6,14.00541449,698.4375,0
7.001,0,7,7,16.64427272,698.4375,0
8,0,8,8,13.00957375,698.4375,0
9,0,9,9,12.0319424,699.2135417,0
10,0,10,10,21.07789469,699.6015625,0
11.001,0,11,11,17.76334407,698.8255208,0
12.001,0,12,12,14.01932564,699.6015625,0
13.001,0,13,13,16.63622607,699.6015625,0
14,0.083333333,14,14,14.03366677,699.2135417,1
15.001,0,15,15,28.8266905,698.4375,0
16,0.166666667,16,16,10.99918716,698.4375,2
17,0.083333333,17,17,12.00081606,698.4375,1
18.001,0.5,18,18,19.99064882,698.4375,6
19,1.25,19,19,10.00088508,698.4375,15
19.999,0.666666667,20,20,15.97868922,698.8255208,8
21.001,1.083333333,21,21,15.02905567,699.2135417,13
22.001,1.333333333,22,22,16.65753094,698.4375,16
23.001,1.833333333,23,23,6.995711629,699.6015625,22
24.001,2,24,24,17.99910724,698.8255208,24
25,1.75,25,25,11.00811518,699.2135417,21
26.001,1.333333333,26,26,9.992038566,698.4375,16
27.001,1.333333333,27,27,16.01181352,698.4375,16
28,2.166666667,28,28,9.005004081,698.8255208,26
29.001,1.083333333,29,29,13.30142322,699.2135417,13
30.001,2.166666667,30,30,11.02563129,698.8255208,26
31.001,1.916666667,31,31,14.42780918,698.4375,23
32,2.416666667,32,32,11.10446077,699.6015625,29
33,2.5,33,33,14.0192372,698.8255208,30
34.001,2.333333333,34,34,12.20460826,698.8255208,28
35.001,2.75,35,35,21.02693761,698.4375,33
36.001,3,36,36,4.434813016,698.4375,36
37.001,2.916666667,37,37,12.01711477,698.4375,35
38,2.25,38,38,7.773042268,699.6015625,27
39,3,39,39,18.01812263,698.8255208,36
40,2,40,40,18.96798962,699.2135417,24
41.001,1.833333333,41,41,15.01430413,698.8255208,22
42,2.083333333,42,42,5.003273141,698.8255208,25
43,1.833333333,43,43,16.65562214,698.4375,22
43.999,2.916666667,44,44,14.01663915,698.4375,35
45.001,2.416666667,45,45,12.21680203,698.8255208,29
46.001,2.416666667,46,46,14.99113574,698.4375,29
47.001,2.416666667,47,47,15.01752395,699.2135417,29
