Filename,Bool
2023_11_01_1430_Cs137_cali.csv,1
2023_11_01_1435_Am241_cali.csv,1
2023_11_01_1554_Co57_cali.csv,1
2023_11_01_1443_Co60_cali.csv,1
2023_11_01_1446_Ba133_cali.csv,1
2023_11_01_1450_Na22_cali.csv,1
2023_11_01_1454_Cd109_cali.csv,1
2023_11_01_1550_Mn54_cali.csv,1
