Time t / s,Events N,Channel n,Energy E / keV,Rate R / 1/s,Voltage U / V,Dead time t / %
0,0,0,0,,748.4921875,
1.001,0,1,1,6.33975173320888,799.7109375,0.0443782621324621
2,1,2,2,20.0259395995633,799.7109375,0.140181577196943
3,1,3,3,21.0017641481884,799.7109375,0.147012349037319
4,0,4,4,10.9993598372575,799.7109375,0.0769955188608023
5,2,5,5,17.0102401645791,799.7109375,0.119071681152054
6,2,6,6,19.9838952009009,799.7109375,0.139887266406306
7.001,0,7,7,16.0141308690789,799.7109375,0.112098916083552
8,4,8,8,17.7631488378682,799.7109375,0.124342041865077
9,1,9,9,17.0091015702502,799.7109375,0.119063710991752
10,0,10,10,14.4151592475908,799.7109375,0.100906114733135
11,3,11,11,13.0141411657907,799.7109375,0.0910989881605352
12,1,12,12,14.018379497359,799.7109375,0.0981286564815129
13.001,1,13,13,14.4332186077495,799.7109375,0.101032530254247
14,4,14,14,8.00254240772293,799.7109375,0.0560177968540605
15.001,1,15,15,14.4339782064694,798.934895833333,0.101037847445286
16,2,16,16,14.9978763007158,799.7109375,0.104985134105011
17,1,17,17,22.0308917163647,799.7109375,0.154216242014553
18,3,18,18,9.99064653469985,799.7109375,0.0699345257428989
19.001,3,19,19,12.215745162676,799.7109375,0.0855102161387318
20,1,20,20,20.0252458274146,799.7109375,0.140176720791902
21.001,2,21,21,11.0979982096709,799.7109375,0.0776859874676965
22.001,3,22,22,25.5471647312283,799.7109375,0.178830153118598
23,1,23,23,11.008927139017,799.7109375,0.0770624899731192
24,7,24,24,14.4269029334666,799.7109375,0.100988320534266
25,1,25,25,9.01959235852118,799.7109375,0.0631371465096482
26,4,26,26,16.6416838011292,799.322916666667,0.116491786607904
27,2,27,27,7.76321657122901,799.7109375,0.0543425159986031
28.001,8,28,28,15.9945090850311,799.7109375,0.111961563595218
29.001,3,29,29,17.0447048518855,799.7109375,0.119312933963199
30.001,12,30,30,18.8685988555862,799.7109375,0.132080191989103
31,6,31,31,12.9945565802485,799.7109375,0.0909618960617397
32,7,32,32,11.9955484519695,799.7109375,0.0839688391637863
33,8,33,33,15.01425152755,799.7109375,0.10509976069285
34.001,8,34,34,15.5460482833609,799.7109375,0.108822337983527
35.001,12,35,35,13.0169011444459,799.7109375,0.0911183080111216
36,7,36,36,15.9890331221815,799.7109375,0.11192323185527
37,8,37,37,8.99538536730657,799.7109375,0.062967697571146
38,4,38,38,14.0040569753057,799.7109375,0.0980283988271402
38.999,9,39,39,15.0162069922067,799.322916666667,0.105113448945447
40,4,40,40,7.99510459745498,799.7109375,0.0559657321821848
41.001,2,41,41,8.88608286138977,799.7109375,0.0622025800297284
42,9,42,42,9.99465286071952,799.7109375,0.0699625700250366
43,5,43,43,15.5261214794797,799.7109375,0.108682850356358
44,8,44,44,11.0344141307911,799.7109375,0.0772408989155378
45,5,45,45,19.9838641399217,799.7109375,0.139887048979452
46,4,46,46,11.0031182837216,799.7109375,0.0770218279860512
47,7,47,47,15.0094124025176,799.7109375,0.105065886817623
48.001,8,48,48,9.98801637794974,799.7109375,0.0699161146456481
49,8,49,49,11.0144641943801,799.7109375,0.0771012493606604
,10,50,50,,,
,10,51,51,,,
,7,52,52,,,
,13,53,53,,,
,9,54,54,,,
,7,55,55,,,
,1,56,56,,,
,5,57,57,,,
,5,58,58,,,
,6,59,59,,,
,6,60,60,,,
,3,61,61,,,
,7,62,62,,,
,5,63,63,,,
,5,64,64,,,
,8,65,65,,,
,4,66,66,,,
,2,67,67,,,
,6,68,68,,,
,4,69,69,,,
,4,70,70,,,
,5,71,71,,,
,5,72,72,,,
,4,73,73,,,
,7,74,74,,,
,4,75,75,,,
,5,76,76,,,
,5,77,77,,,
,3,78,78,,,
,1,79,79,,,
,3,80,80,,,
,3,81,81,,,
,5,82,82,,,
,2,83,83,,,
,1,84,84,,,
,5,85,85,,,
,1,86,86,,,
,4,87,87,,,
,3,88,88,,,
,4,89,89,,,
,4,90,90,,,
,0,91,91,,,
,1,92,92,,,
,2,93,93,,,
,4,94,94,,,
,1,95,95,,,
,3,96,96,,,
,3,97,97,,,
,0,98,98,,,
,1,99,99,,,
,4,100,100,,,
,1,101,101,,,
,5,102,102,,,
,6,103,103,,,
,0,104,104,,,
,3,105,105,,,
,1,106,106,,,
,2,107,107,,,
,1,108,108,,,
,2,109,109,,,
,1,110,110,,,
,2,111,111,,,
,0,112,112,,,
,2,113,113,,,
,4,114,114,,,
,4,115,115,,,
,2,116,116,,,
,2,117,117,,,
,3,118,118,,,
,2,119,119,,,
,3,120,120,,,
,0,121,121,,,
,1,122,122,,,
,1,123,123,,,
,3,124,124,,,
,1,125,125,,,
,1,126,126,,,
,2,127,127,,,
,0,128,128,,,
,0,129,129,,,
,2,130,130,,,
,2,131,131,,,
,3,132,132,,,
,1,133,133,,,
,0,134,134,,,
,2,135,135,,,
,1,136,136,,,
,0,137,137,,,
,2,138,138,,,
,0,139,139,,,
,1,140,140,,,
,1,141,141,,,
,1,142,142,,,
,3,143,143,,,
,2,144,144,,,
,2,145,145,,,
,1,146,146,,,
,0,147,147,,,
,3,148,148,,,
,2,149,149,,,
,0,150,150,,,
,1,151,151,,,
,1,152,152,,,
,1,153,153,,,
