Time t / s,Events N,Channel n,Energy E / keV,Rate R / 1/s,Voltage U / V,Raw
0,0,0,0,,698.4375,0
1.001,0,1,1,8.466947946,699.6015625,0
2.001,0,2,2,17.76170541,699.6015625,0
3.001,0,3,3,11.00533429,698.8255208,0
4.001,0,4,4,9.003931116,698.8255208,0
5,0,5,5,9.992720858,699.6015625,0
6,0,6,6,20.00893799,699.6015625,0
7,0,7,7,14.99182196,699.6015625,0
8,0,8,8,16.64659642,699.6015625,0
9.001,0,9,9,16.00446525,699.6015625,0
10,0,10,10,19.01110439,698.4375,0
11,0,11,11,14.00617953,699.6015625,0
12,0,12,12,15.02461784,699.6015625,0
13,0,13,13,12.21671656,699.6015625,0
14,0,14,14,12.21283598,698.8255208,0
15,0,15,15,5.542110396,699.6015625,0
16.001,0.166666667,16,16,14.02260303,699.2135417,2
17.001,0.166666667,17,17,17.99280648,698.8255208,2
18.001,0.416666667,18,18,9.997626563,698.8255208,5
19.001,1,19,19,11.99260656,699.2135417,12
20.001,0.75,20,20,6.00833777,699.6015625,9
21,1.333333333,21,21,8.001799605,698.4375,16
22.001,1.5,22,22,12.21117518,699.6015625,18
23,1.333333333,23,23,12.00459656,699.6015625,16
24,1.583333333,24,24,9.99435319,698.8255208,19
25.001,1.5,25,25,14.4314289,698.4375,18
26.001,1.416666667,26,26,15.98596273,698.4375,17
27.001,1.75,27,27,10.99222081,698.4375,21
28,2.333333333,28,28,8.007491008,699.2135417,28
29.001,1.416666667,29,29,12.22078967,698.4375,17
30,2.166666667,30,30,16.01761136,698.4375,26
31.001,1.5,31,31,14.41267091,698.4375,18
32,1.333333333,32,32,10.01154632,698.4375,16
33.001,1.666666667,33,33,18.86986178,698.4375,20
34.001,2.083333333,34,34,19.02695739,698.4375,25
35,2,35,35,12.21712768,698.4375,24
36.001,1.666666667,36,36,13.31779738,698.4375,20
37.001,1.916666667,37,37,8.000196005,698.8255208,23
38.001,1.916666667,38,38,13.02738878,698.4375,23
39,2.083333333,39,39,11.11015687,698.4375,25
40,1.75,40,40,7.001853391,699.2135417,21
41,2.5,41,41,9.996692206,698.8255208,30
