Time t / s,Events N,Channel n,Energy E / keV,Voltage U / V,Rate R / 1/s,Dead time t / %,Raw
0,0,0,0,697.2734375,,,0
1.001,0,1,1,698.4375,9.47436836,0.066320579,0
2,0,2,2,698.4375,12.01517156,0.084106201,0
3,0,3,3,699.2135417,13.00791141,0.09105538,0
4.001,0,4,4,698.8255208,8.009998882,0.056069992,0
5,0,5,5,698.4375,14.43925113,0.101074758,0
6,0,6,6,698.4375,5.550721494,0.03885505,0
7,0,7,7,698.4375,12.19514223,0.085365996,0
8.001,0,8,8,698.4375,12.02265308,0.084158572,0
9,0,9,9,698.4375,18.0108209,0.126075746,0
10,0,10,10,698.8255208,12.20051074,0.085403575,0
11.001,0,11,11,698.4375,8.00461466,0.056032303,0
12,0,12,12,698.4375,6.001634245,0.04201144,0
13.001,0,13,13,698.4375,7.76244092,0.054337086,0
14,0,14,14,698.4375,16.02773279,0.11219413,0
15.001,0.111111111,15,15,698.4375,9.998129239,0.069986905,1
16,0.111111111,16,16,698.4375,12.21861366,0.085530296,1
17.001,0.555555556,17,17,698.4375,10.00416173,0.070029132,5
18,0.333333333,18,18,698.8255208,14.44433049,0.101110313,3
19.001,0.666666667,19,19,698.4375,11.10342507,0.077723976,6
20,1.111111111,20,20,698.4375,10.02422655,0.070169586,10
21,1.111111111,21,21,698.4375,5.550875551,0.038856129,10
22,0.666666667,22,22,698.8255208,6.010222788,0.04207156,6
23,2.333333333,23,23,698.4375,7.761678332,0.054331748,21
24,0.555555556,24,24,698.4375,13.02909527,0.091203667,5
25.001,1.333333333,25,25,698.4375,6.66378569,0.0466465,12
26.001,2.222222222,26,26,698.4375,12.19418373,0.085359286,20
27,2.111111111,27,27,698.4375,13.01780967,0.091124668,19
28.001,1.666666667,28,28,698.4375,11.10907198,0.077763504,15
29.001,2.444444444,29,29,698.4375,10.99315786,0.076952105,22
30.001,1.333333333,30,30,698.8255208,9.999143073,0.069994002,12
31,2.666666667,31,31,698.4375,11.00034761,0.077002433,24
32,1.333333333,32,32,699.6015625,10.99298647,0.076950905,12
33.001,2.666666667,33,33,698.4375,10.02233578,0.07015635,24
34.001,1.111111111,34,34,698.4375,8.879295304,0.062155067,10
35.001,1.888888889,35,35,698.4375,8.876731712,0.062137122,17
36,1.555555556,36,36,698.4375,10.00397758,0.070027843,14
37,1.888888889,37,37,698.4375,13.00447224,0.091031306,17
38,1.222222222,38,38,698.4375,11.0089624,0.077062737,11
39,1.777777778,39,39,698.4375,13.31867539,0.093230728,16
40.001,1.888888889,40,40,698.4375,11.10127538,0.077708928,17
41.001,1.444444444,41,41,698.4375,8.879981281,0.062159869,13
42,1.777777778,42,42,698.4375,9.005684388,0.063039791,16
43,2,43,43,698.4375,11.09159114,0.077641138,18
44.001,2.111111111,44,44,698.4375,9.018063181,0.063126442,19
45,2.666666667,45,45,698.4375,11.08976578,0.07762836,24
46,2.444444444,46,46,698.4375,15.03403254,0.105238228,22
47,3.111111111,47,47,698.4375,14.42764105,0.100993487,28
48,4.444444444,48,48,698.4375,12.00658922,0.084046125,40
49,3.333333333,49,49,698.4375,11.0904373,0.077633061,30
50.001,4.888888889,50,50,698.4375,16.01884938,0.112131946,44
51,5.333333333,51,51,698.8255208,13.97894352,0.097852605,48
52.001,5.111111111,52,52,698.4375,15.03482366,0.105243766,46
53,6.222222222,53,53,698.4375,8.886005874,0.062202041,56
54,6.111111111,54,54,698.4375,6.994769312,0.048963385,55
55.001,5.888888889,55,55,698.8255208,9.982141948,0.069874994,53
56,7,56,56,698.8255208,4.443982764,0.031107879,63
56.999,5.111111111,57,57,698.4375,10.01519806,0.070106386,46
58,5.444444444,58,58,698.4375,9.009985767,0.0630699,49
59,4.888888889,59,59,698.8255208,11.98980866,0.083928661,44
60.001,4.777777778,60,60,698.4375,12.98959793,0.090927186,43
61,4.444444444,61,61,698.4375,6.010365476,0.042072558,40
62,4.555555556,62,62,698.4375,12.20976284,0.08546834,41
63,2.333333333,63,63,698.4375,11.0936054,0.077655238,21
64,3.333333333,64,64,698.4375,11.01515134,0.077106059,30
65.001,3.777777778,65,65,698.4375,7.000100801,0.049000706,34
66,2.555555556,66,66,698.4375,9.998768152,0.069991377,23
67.001,2.555555556,67,67,698.4375,12.21680339,0.085517624,23
68,2.333333333,68,68,698.4375,13.3065325,0.093145727,21
69.001,3.888888889,69,69,698.4375,6.010281789,0.042071973,35
70,3.222222222,70,70,698.4375,17.00752243,0.119052657,29
71.003,3.666666667,71,71,698.4375,16.66571487,0.116660004,33
72,4.444444444,72,72,698.8255208,7.776990574,0.054438934,40
73,4.111111111,73,73,698.8255208,8.006087829,0.056042615,37
74,3.888888889,74,74,698.8255208,15.01414032,0.105098982,35
75,2.888888889,75,75,698.4375,14.43672401,0.101057068,26
76.001,3.111111111,76,76,698.4375,7.761842715,0.054332899,28
77.001,3.666666667,77,77,698.4375,10.0182924,0.070128047,33
78,5.222222222,78,78,698.4375,12.19413506,0.085358945,47
79,4.666666667,79,79,698.4375,13.01298566,0.0910909,42
80.001,4.333333333,80,80,698.4375,13.32314409,0.093262009,39
81,4.444444444,81,81,698.4375,6.999037632,0.048993263,40
82,3.333333333,82,82,698.4375,13.31939385,0.093235757,30
83.001,3.666666667,83,83,698.4375,11.00977778,0.077068444,33
84,5.333333333,84,84,698.4375,14.01264361,0.098088505,48
85,3.666666667,85,85,698.4375,13.31547137,0.0932083,33
86,4,86,86,698.4375,13.32386599,0.093267062,36
87.001,4.666666667,87,87,698.4375,9.002438761,0.063017071,42
88.001,2.666666667,88,88,698.4375,7.007035765,0.04904925,24
89.001,4.444444444,89,89,698.4375,14.41931158,0.100935181,40
90.001,4,90,90,698.4375,12.00419186,0.084029343,36
91.001,4,91,91,698.4375,12.21653882,0.085515772,36
92,4,92,92,698.4375,10.01350521,0.070094537,36
93.001,4,93,93,698.4375,11.10606896,0.077742483,36
94.001,3.666666667,94,94,698.4375,12.21060722,0.085474251,33
95,3,95,95,698.4375,10.00588546,0.070041198,27
