Time t / s,Events N,Channel n,Energy E / keV,Voltage U / V,Rate R / 1/s,Raw
95.001,3.583333333,95,95,699.6015625,16.6553059,43
96,4.083333333,96,96,699.6015625,18.0474395,49
96.999,3,97,97,699.6015625,8.873353619,36
98,3.666666667,98,98,699.6015625,8.886125304,44
99.001,2.333333333,99,99,699.6015625,15.55506644,28
100,3.083333333,100,100,699.6015625,6.994746945,37
101.001,1.666666667,101,101,699.6015625,12.99734984,20
102.001,2.916666667,102,102,698.8255208,16.04880924,35
103.001,2,103,103,698.4375,12.20914487,24
104,2.583333333,104,104,698.4375,7.770783209,31
105,3.166666667,105,105,699.6015625,13.00588777,38
106,3.166666667,106,106,699.6015625,13.32520496,38
107.001,2,107,107,699.6015625,6.659891337,24
108.001,2.333333333,108,108,699.2135417,13.32654568,28
109,2.833333333,109,109,699.2135417,14.03288748,34
110,2.333333333,110,110,699.6015625,12.21087561,28
111,1.916666667,111,111,699.6015625,12.20402602,23
112,1.916666667,112,112,699.6015625,8.005321137,23
113,2.083333333,113,113,699.9895833,21.98892418,25
114,2.5,114,114,699.6015625,8.997684896,30
115.001,3.75,115,115,698.4375,12.01684882,45
116.001,1.833333333,116,116,699.2135417,9.997689423,22
117.001,2.083333333,117,117,699.2135417,14.43659895,25
118,2.833333333,118,118,699.6015625,9.007956728,34
119,2.666666667,119,119,699.6015625,14.41440642,32
120,2,120,120,699.6015625,13.33137658,24
121.001,2.666666667,121,121,699.2135417,13.02071205,32
122,2.333333333,122,122,699.6015625,11.09885797,28
123.001,1.833333333,123,123,699.9895833,15.00890478,22
124.001,3.083333333,124,124,699.6015625,7.777388908,37
125,1.833333333,125,125,699.9895833,12.99779038,22
126,3.25,126,126,699.6015625,13.32997714,39
127.001,2.833333333,127,127,698.8255208,10.00613176,34
128,2.75,128,128,698.8255208,10.0180435,33
129.001,3.25,129,129,698.4375,7.75675095,39
130.001,2.916666667,130,130,699.2135417,14.01510688,35
131.001,2.916666667,131,131,699.2135417,13.30705191,35
132,2.416666667,132,132,699.6015625,10.01595341,29
133,2.833333333,133,133,699.6015625,19.99206981,34
134,2,134,134,699.6015625,8.009986852,24
135.001,2.166666667,135,135,699.2135417,19.97500683,26
136.001,3.5,136,136,699.6015625,13.3265442,42
137,2.833333333,137,137,699.6015625,11.09562532,34
138,3.583333333,138,138,699.6015625,9.022059839,43
139.001,2.666666667,139,139,699.6015625,11.10485661,32
140.001,3,140,140,699.6015625,15.53332909,36
141.001,2.583333333,141,141,699.2135417,16.00661553,31
142,2.416666667,142,142,699.6015625,7.000508237,29
143.001,1.833333333,143,143,699.6015625,10.9939786,22
144,2.333333333,144,144,699.2135417,17.77162287,28
145,2.166666667,145,145,698.4375,9.006265659,26
146,3.083333333,146,146,699.2135417,8.005640774,37
147.001,1.5,147,147,698.4375,11.0040594,18
148,2.75,148,148,699.6015625,14.4160896,33
149.001,3,149,149,699.6015625,9.999211062,36
150,2,150,150,699.6015625,15.02624785,24
151,3.25,151,151,699.6015625,9.988682822,39
152.001,2.5,152,152,699.9895833,11.10258802,30
153.001,3.083333333,153,153,699.9895833,16.03642835,37
154,2.416666667,154,154,699.9895833,13.99075351,29
155,2.166666667,155,155,699.6015625,15.5378062,26
156,3.25,156,156,699.2135417,12.01090951,39
157.001,2.666666667,157,157,699.6015625,15.54844473,32
158,2.833333333,158,158,699.2135417,11.00497755,34
159,1.75,159,159,699.2135417,13.32840775,21
160.001,2.916666667,160,160,698.4375,12.21479427,35
161,2.916666667,161,161,698.8255208,13.98953303,35
162,2.333333333,162,162,699.6015625,14.01463969,28
163,2.416666667,163,163,699.2135417,8.017752105,29
164,2.833333333,164,164,699.6015625,14.41916285,34
165.001,3.166666667,165,165,699.6015625,12.9999155,38
166.001,2.666666667,166,166,699.6015625,13.31350361,32
167.001,2.416666667,167,167,699.6015625,15.02681234,29
168.001,3.666666667,168,168,699.6015625,13.31613185,44
169,2.5,169,169,699.6015625,14.44364362,30
170,3.583333333,170,170,699.2135417,11.00304674,43
171.001,3.083333333,171,171,699.2135417,14.43058467,37
172,3.25,172,172,699.6015625,9.011693574,39
173,3.333333333,173,173,699.2135417,15.53269833,40
173.999,3.083333333,174,174,698.4375,6.010124054,37
175,3.75,175,175,698.8255208,14.42006172,45
176,3,176,176,698.8255208,10.0092215,36
177,3.833333333,177,177,699.6015625,10.00117914,46
178.001,3.666666667,178,178,699.6015625,12.21316413,44
179,3.583333333,179,179,699.9895833,13.00028991,43
180,3.333333333,180,180,699.6015625,13.01080938,40
181,3.25,181,181,699.6015625,9.993578571,39
182.001,4.25,182,182,699.6015625,12.20998917,51
183.001,2.416666667,183,183,699.6015625,14.00162419,29
184.001,3.333333333,184,184,699.6015625,12.00355185,40
185.001,3.333333333,185,185,698.8255208,16.02439714,40
186,5.083333333,186,186,699.6015625,9.985936805,61
187,4.416666667,187,187,698.8255208,14.0282768,53
188,3.833333333,188,188,698.8255208,7.76545831,46
189,4.083333333,189,189,699.6015625,13.00668153,49
190,4.083333333,190,190,699.6015625,8.87914255,49
191,4.666666667,191,191,699.6015625,15.53374618,56
192,5.166666667,192,192,699.6015625,12.03416137,62
193.001,3.833333333,193,193,699.6015625,11.11067286,46
194,4.666666667,194,194,699.6015625,11.10287401,56
195,4.916666667,195,195,699.9895833,13.0011142,59
196,5.25,196,196,699.6015625,11.01035083,63
197.001,5.166666667,197,197,699.6015625,7.774141207,62
198.001,4.25,198,198,698.8255208,11.01712723,51
199.001,4.75,199,199,698.4375,11.09267385,57
200.001,5.25,200,200,699.6015625,13.0297652,63
201,4.583333333,201,201,699.2135417,16.62240858,55
202.001,5.5,202,202,699.6015625,11.017594,66
203,5.75,203,203,699.6015625,14.44418124,69
204,5.25,204,204,699.6015625,7.767310895,63
205,5.333333333,205,205,699.6015625,14.00526178,64
206.001,5.25,206,206,699.6015625,13.32272105,63
206.999,5.083333333,207,207,699.6015625,21.08881789,61
208.001,5.75,208,208,699.2135417,8.012006793,69
209.001,5.666666667,209,209,698.4375,6.658325265,68
210,5.25,210,210,699.6015625,10.01492223,63
211.001,4.916666667,211,211,698.4375,11.09814971,59
212,4.75,212,212,699.6015625,11.10773683,57
213,3.75,213,213,699.6015625,15.0059979,45
214.001,5.166666667,214,214,699.6015625,8.002150178,62
215.001,4.5,215,215,699.6015625,12.99195538,54
216,5.333333333,216,216,699.9895833,17.00684355,64
217,5.083333333,217,217,699.6015625,14.0225005,61
218,4.833333333,218,218,699.6015625,9.982011307,58
219,3.583333333,219,219,698.4375,9.014734584,43
220.001,5.166666667,220,220,699.6015625,10.97741178,62
221,4.583333333,221,221,698.8255208,13.32681208,55
222,3.75,222,222,699.6015625,11.00601258,45
223.001,2.416666667,223,223,698.8255208,13.01177175,29
224.001,3,224,224,699.6015625,14.42850896,36
225.001,3.416666667,225,225,699.6015625,14.02314099,41
226.001,2.166666667,226,226,699.6015625,4.436730449,26
227,3.666666667,227,227,699.6015625,12.01236072,44
228,2.416666667,228,228,699.6015625,11.00954197,29
229.001,1.583333333,229,229,698.4375,13.29945961,19
230.001,3.083333333,230,230,698.8255208,12.01639758,37
231.001,2.416666667,231,231,699.6015625,7.77501851,29
231.999,2.333333333,232,232,698.8255208,16.00452288,28
233.001,3.083333333,233,233,699.6015625,14.42897338,37
234,2.5,234,234,698.8255208,12.21993031,30
235.001,2.75,235,235,699.6015625,8.879332754,33
236,2.166666667,236,236,699.9895833,8.000178404,26
237.001,2,237,237,699.6015625,16.64903719,24
238.001,1.5,238,238,699.6015625,14.00269412,18
239.001,1.75,239,239,699.6015625,10.01461132,21
240.001,1.333333333,240,240,699.6015625,5.994176657,16
241,2.333333333,241,241,699.6015625,8.00668398,28
242.001,1.083333333,242,242,699.6015625,17.75139723,13
243,1.833333333,243,243,698.4375,18.01010187,22
244,1.916666667,244,244,698.8255208,12.21106809,23
245.001,1.333333333,245,245,699.2135417,10.00463715,16
246.001,2.166666667,246,246,699.6015625,9.007164298,26
247,1.583333333,247,247,699.6015625,13.0062482,19
248,1.833333333,248,248,699.6015625,13.99760781,22
249.001,1.416666667,249,249,699.9895833,16.65357696,17
250.001,1.416666667,250,250,699.9895833,16.01310032,17
251.001,1.833333333,251,251,699.6015625,14.99638287,22
252,1.666666667,252,252,699.6015625,14.42881643,20
253,1.75,253,253,698.8255208,10.01274823,21
254,1.583333333,254,254,698.8255208,14.9808799,19
255,1.666666667,255,255,698.4375,15.01291561,20
256.001,2.083333333,256,256,698.8255208,15.99744041,25
257,2.583333333,257,257,699.2135417,8.996317807,31
258,2,258,258,699.2135417,18.01813165,24
259,1.166666667,259,259,699.6015625,8.883656415,14
260,1.333333333,260,260,699.9895833,11.00312489,16
261.001,1.416666667,261,261,699.6015625,8.002676895,17
262.001,1.25,262,262,699.6015625,5.996501641,15
263.001,1.416666667,263,263,699.6015625,16.01527056,17
264,1.583333333,264,264,699.6015625,15.54458108,19
265,2.25,265,265,699.6015625,8.88303201,27
266.001,1.333333333,266,266,698.4375,7.767607391,16
267,1.833333333,267,267,698.8255208,7.776390124,22
268.001,1.833333333,268,268,698.4375,11.00704561,22
269,1.25,269,269,699.2135417,19.00984139,15
270.001,1.666666667,270,270,699.6015625,12.21561629,20
271.001,0.666666667,271,271,699.6015625,13.99861834,8
272,1.083333333,272,272,699.6015625,9.005219425,13
273,1.416666667,273,273,699.6015625,14.42540451,17
274.001,2,274,274,699.9895833,16.01029302,24
275.001,1.083333333,275,275,699.6015625,6.661664497,13
276.001,1.416666667,276,276,699.6015625,14.00068743,17
277.001,1.416666667,277,277,699.2135417,15.00752027,17
278,1.916666667,278,278,699.2135417,13.00347193,23
279,1.083333333,279,279,699.6015625,13.0122302,13
280.001,0.916666667,280,280,699.2135417,14.42283263,11
281.001,1,281,281,699.2135417,10.01057718,12
282.001,1.083333333,282,282,699.6015625,17.02148622,13
283,0.833333333,283,283,698.8255208,13.30484323,10
284,1.5,284,284,698.4375,8.881438349,18
285.001,1.833333333,285,285,699.6015625,13.00518777,22
286,0.333333333,286,286,698.8255208,8.888384226,4
287.001,0.833333333,287,287,698.4375,11.01582975,10
288.001,1.083333333,288,288,699.6015625,7.76697995,13
289.001,1.333333333,289,289,699.2135417,6.006972894,16
290.001,1.666666667,290,290,699.6015625,14.00435115,20
291,1.333333333,291,291,699.2135417,17.99021332,16
292.001,1.166666667,292,292,699.2135417,10.00590849,14
293,1.333333333,293,293,699.2135417,9.998358047,16
294.001,1.666666667,294,294,699.6015625,8.994960124,20
295,1.166666667,295,295,699.6015625,19.00225747,14
296.001,1.5,296,296,698.8255208,12.22114948,18
297.001,1,297,297,702.3177083,13.99340351,12
298,1,298,298,699.2135417,16.00793674,12
298.999,0.916666667,299,299,699.6015625,12.99795152,11
300.001,1.25,300,300,699.2135417,11.01788313,15
301,1.166666667,301,301,699.6015625,9.999595572,14
302.001,1.333333333,302,302,699.6015625,11.0929421,16
303.001,0.916666667,303,303,699.6015625,10.00926057,11
304,1.25,304,304,699.6015625,19.97479181,15
305.001,1.666666667,305,305,699.6015625,10.00771595,20
306.001,1.25,306,306,699.6015625,12.99714323,15
307,0.916666667,307,307,699.6015625,9.998618191,11
308,1.25,308,308,699.6015625,13.32712881,15
309,1.333333333,309,309,699.6015625,16.01860882,16
310,1.666666667,310,310,699.6015625,9.989830353,20
311.001,1.083333333,311,311,699.6015625,11.00662819,13
312.001,1.416666667,312,312,699.6015625,17.76613504,17
313,0.833333333,313,313,699.6015625,15.0058778,10
314.001,1.166666667,314,314,699.6015625,15.02202981,14
315.001,1.5,315,315,699.2135417,9.99201416,18
316,1,316,316,699.6015625,11.1003216,12
317.001,1.083333333,317,317,699.6015625,15.03124545,13
318.001,0.75,318,318,699.6015625,12.21469526,9
319,1.166666667,319,319,698.8255208,6.658236599,14
320.001,1.25,320,320,699.6015625,9.012789148,15
320.999,1.333333333,321,321,699.2135417,11.09584692,16
322,1.5,322,322,698.8255208,13.0265951,18
323.001,1.25,323,323,699.2135417,15.54453793,15
324,0.916666667,324,324,698.4375,8.866822324,11
325,1.916666667,325,325,699.6015625,8.002041321,23
326.001,1.083333333,326,326,700.765625,16.01839392,13
327.001,1.25,327,327,699.2135417,12.21474951,15
328.001,1.666666667,328,328,698.4375,10.0019914,20
329.001,1.083333333,329,329,698.4375,11.1040514,13
330,1.083333333,330,330,699.6015625,13.00924697,13
331,0.666666667,331,331,698.8255208,18.00290927,8
332.002,1.083333333,332,332,699.6015625,3.324282052,13
333.001,0.916666667,333,333,699.2135417,10.00834596,11
334,0.75,334,334,699.9895833,16.0260985,9
335.001,1.666666667,335,335,699.9895833,15.5498574,20
336,1.416666667,336,336,699.6015625,15.53706127,17
337.001,1.5,337,337,699.6015625,13.01816685,18
338,1.25,338,338,699.6015625,4.997908375,15
339,0.75,339,339,699.9895833,9.988358568,9
340,1.166666667,340,340,699.6015625,26.04572849,14
341,0.666666667,341,341,699.6015625,7.777680125,8
342.001,0.916666667,342,342,699.9895833,14.41366646,11
343.001,0.666666667,343,343,699.6015625,8.006958848,8
344,1.5,344,344,699.6015625,9.998066374,18
345.001,1,345,345,699.6015625,21.02667233,12
346.001,0.833333333,346,346,699.6015625,12.20834811,10
347,0.75,347,347,699.6015625,8.993732268,9
348.001,1.333333333,348,348,699.6015625,18.0305311,16
349,0.583333333,349,349,698.8255208,11.10634032,7
350,0.666666667,350,350,699.9895833,12.00273542,8
351.001,0.583333333,351,351,698.4375,18.97620953,7
352,1.166666667,352,352,699.6015625,12.01222484,14
353.001,1.25,353,353,699.9895833,21.08455628,15
354.001,0.583333333,354,354,698.4375,14.99012151,7
355,0.666666667,355,355,699.2135417,17.01368751,8
356,0.916666667,356,356,699.6015625,12.01307864,11
357.001,1.5,357,357,699.2135417,9.991762791,18
358,0.833333333,358,358,698.4375,11.99341442,10
359.001,1.5,359,359,698.4375,11.03026152,18
360,1.083333333,360,360,699.6015625,13.32336893,13
361.001,0.833333333,361,361,698.8255208,13.31556297,10
362,1.416666667,362,362,699.2135417,14.98872548,17
363,1,363,363,699.6015625,13.00169022,12
364.001,1.25,364,364,699.6015625,19.95890683,15
365,1.083333333,365,365,699.2135417,10.01500949,13
366.001,1,366,366,699.6015625,9.994640874,12
367,1.166666667,367,367,699.6015625,12.00561503,14
368,0.416666667,368,368,699.9895833,16.01458609,5
369,1.083333333,369,369,699.6015625,5.536615409,13
370.001,1.25,370,370,699.6015625,14.017157,15
371.001,1.083333333,371,371,699.9895833,10.01360649,13
372,1.083333333,372,372,699.6015625,9.975716888,13
373.001,0.916666667,373,373,699.6015625,11.01931797,11
374,1.5,374,374,699.6015625,12.21934796,18
375,1.5,375,375,699.6015625,10.99001447,18
376.001,0.75,376,376,699.9895833,13.00401434,9
377,1.75,377,377,699.6015625,12.01239319,21
378.001,1.333333333,378,378,698.8255208,15.54355938,16
379.001,1.5,379,379,698.8255208,9.998988991,18
380,1.25,380,380,698.8255208,16.98964821,15
381.001,0.916666667,381,381,698.8255208,8.003182065,11
382.001,0.916666667,382,382,698.8255208,10.98489357,11
383,0.666666667,383,383,698.8255208,12.00198993,8
384.001,1.833333333,384,384,698.8255208,9.005506867,22
385.001,1.083333333,385,385,698.8255208,10.99674936,13
386.001,1.333333333,386,386,699.2135417,12.01554331,16
387,0.833333333,387,387,699.2135417,9.987388148,10
388,1,388,388,699.6015625,8.014124895,12
389.001,1.333333333,389,389,699.6015625,12.22166274,16
390,1.5,390,390,699.6015625,15.54512132,18
391.001,1.166666667,391,391,699.9895833,16.00029121,14
392.001,0.666666667,392,392,699.6015625,12.2179853,8
393,0.833333333,393,393,699.2135417,12.21083901,10
394.001,0.833333333,394,394,699.6015625,12.20178288,10
395,1,395,395,699.6015625,7.011878122,12
396,1.083333333,396,396,698.8255208,10.00511562,13
397.001,1.083333333,397,397,699.2135417,11.09492608,13
398,1.083333333,398,398,698.4375,17.00460995,13
399.001,1.083333333,399,399,699.6015625,10.00968337,13
400,0.75,400,400,698.4375,14.43684906,9
401,0.916666667,401,401,699.6015625,11.01325886,11
402,0.75,402,402,699.2135417,11.09468974,9
403,1.166666667,403,403,699.6015625,15.54794052,14
404,0.916666667,404,404,699.6015625,13.99113801,11
405.001,1.166666667,405,405,699.6015625,18.01460985,14
406.001,0.5,406,406,699.6015625,9.007668228,6
407.001,0.75,407,407,699.6015625,14.43529567,9
408,1.166666667,408,408,699.6015625,13.00147957,14
409,1.25,409,409,699.6015625,9.99578178,15
410,0.416666667,410,410,699.6015625,11.00111661,5
411,1,411,411,699.6015625,13.00464136,12
412,1,412,412,699.6015625,13.00117141,12
413,1.166666667,413,413,699.2135417,12.20495492,14
414.001,1.166666667,414,414,699.6015625,8.006142312,14
415.001,1.583333333,415,415,698.4375,9.011791027,19
416.001,1.083333333,416,416,699.2135417,13.30661808,13
417.001,1.25,417,417,698.4375,11.0232414,15
418,0.75,418,418,698.8255208,8.982008139,9
419,0.666666667,419,419,699.6015625,12.00723796,8
420.001,1,420,420,698.4375,3.33184992,12
421,1,421,421,698.8255208,17.76567935,12
422.001,1.083333333,422,422,699.2135417,12.00337415,13
423,1.166666667,423,423,699.6015625,8.006679172,14
424.001,0.916666667,424,424,699.2135417,7.776525757,11
425.001,0.75,425,425,699.9895833,23.3116535,9
425.999,0.833333333,426,426,699.6015625,12.01420079,10
427,0.833333333,427,427,699.6015625,12.20427245,10
428.001,0.75,428,428,699.6015625,8.999285457,9
429,1.166666667,429,429,699.6015625,9.992410764,14
430,0.75,430,430,699.6015625,9.015627689,9
431.001,0.833333333,431,431,699.2135417,7.771077382,10
432,1.416666667,432,432,699.9895833,12.00434437,17
433.001,0.583333333,433,433,699.6015625,19.98649579,7
434,1,434,434,699.6015625,22.21834142,12
435,1.333333333,435,435,699.2135417,15.00652183,16
436,0.75,436,436,699.6015625,11.98880965,9
437,1.083333333,437,437,699.6015625,11.01954978,13
438.001,1.166666667,438,438,698.4375,8.866904876,14
439.001,0.5,439,439,698.4375,15.01676622,6
440,1.083333333,440,440,698.4375,12.00066964,13
441,1,441,441,699.6015625,9.013468826,12
442.001,1.25,442,442,698.8255208,11.10944963,15
443,0.666666667,443,443,698.8255208,8.882388954,8
444.001,0.833333333,444,444,699.6015625,12.22046383,10
445.001,0.833333333,445,445,699.6015625,12.01549037,10
446.001,0.833333333,446,446,699.6015625,14.41864308,10
447,0.5,447,447,699.6015625,14.02076194,6
448,0.916666667,448,448,699.6015625,15.54723606,11
449,1.083333333,449,449,699.6015625,16.02473097,13
450,1,450,450,699.6015625,17.76746672,12
451,1.083333333,451,451,699.6015625,9.997114166,13
452,1,452,452,699.6015625,11.09403739,12
453.001,0.583333333,453,453,699.6015625,11.10063211,7
454.001,0.583333333,454,454,699.6015625,14.99761388,7
455,0.75,455,455,699.6015625,15.02496247,9
456.001,0.416666667,456,456,699.2135417,6.985141905,5
457.001,1.166666667,457,457,699.6015625,11.01716474,14
458.001,1.25,458,458,699.6015625,14.42650909,15
459,1.25,459,459,699.6015625,10.01184201,15
460,1.75,460,460,699.6015625,15.54692011,21
461.001,0.666666667,461,461,699.6015625,7.999247271,8
462,1,462,462,699.2135417,12.03055279,12
463,0.75,463,463,698.8255208,14.43091306,9
464,1.25,464,464,699.2135417,9.984614818,15
465.001,0.75,465,465,698.4375,15.02381124,9
466,0.916666667,466,466,699.6015625,8.886277311,11
467.001,1,467,467,698.4375,15.53559577,12
468.001,1.333333333,468,468,698.8255208,18.03368331,16
469,1.166666667,469,469,699.6015625,20.97232283,14
470.001,0.5,470,470,698.8255208,16.65930325,6
471.001,1.25,471,471,699.2135417,8.002816191,15
472,1.083333333,472,472,698.8255208,9.993176659,13
473,0.833333333,473,473,698.8255208,14.01423706,10
474.001,0.5,474,474,699.2135417,8.886904147,6
475.001,1.083333333,475,475,698.4375,8.006131896,13
476,0.416666667,476,476,698.4375,14.41840161,5
477,1.25,477,477,698.8255208,15.000249,15
478,1.166666667,478,478,698.4375,10.00481932,14
479,1,479,479,699.6015625,14.01548992,12
480,1.083333333,480,480,698.4375,12.20142828,13
481,1.333333333,481,481,699.2135417,15.01455962,16
482,1,482,482,698.8255208,10.00669348,12
482.999,0.833333333,483,483,698.8255208,12.21583198,10
484,1.166666667,484,484,699.6015625,15.53498206,14
485,0.75,485,485,699.2135417,6.654175301,9
486.001,0.666666667,486,486,699.6015625,9.010933867,8
487,0.666666667,487,487,699.6015625,14.4269974,8
488,0.833333333,488,488,699.6015625,11.10298003,10
489.001,1.25,489,489,699.6015625,9.018630687,15
490.001,0.75,490,490,699.2135417,13.28914545,9
491,0.5,491,491,700.3776042,13.04060453,6
492,1,492,492,699.6015625,11.09924848,12
492.999,0.833333333,493,493,699.6015625,16.64151948,10
494,0.833333333,494,494,699.6015625,13.01418937,10
494.999,0.916666667,495,495,699.2135417,15.02897737,11
496,0.916666667,496,496,699.2135417,11.10666228,11
497,1,497,497,699.2135417,13.30396114,12
498,0.75,498,498,699.6015625,16.01107806,9
499.001,1.25,499,499,699.6015625,15.54895761,15
500.001,1,500,500,699.6015625,14.97878854,12
501,0.833333333,501,501,698.4375,10.01931022,10
502.001,1.666666667,502,502,698.8255208,9.006396343,20
503.001,0.833333333,503,503,698.8255208,7.762237778,10
504,0.75,504,504,698.4375,5.003981668,9
505,0.583333333,505,505,699.2135417,11.00137847,7
506.001,0.5,506,506,699.2135417,10.9911642,6
507,0.833333333,507,507,698.8255208,12.00762604,10
508,1.083333333,508,508,699.2135417,14.43102039,13
509.001,0.666666667,509,509,699.2135417,11.10868325,8
510,1,510,510,699.2135417,16.0371581,12
511,1.333333333,511,511,699.6015625,11.091943,16
512,0.916666667,512,512,699.6015625,6.003712696,11
513,0.666666667,513,513,699.6015625,13.00240024,8
514,0.916666667,514,514,699.6015625,8.887439249,11
515.001,1.083333333,515,515,699.6015625,15.55340227,13
516,1.166666667,516,516,699.6015625,13.31941307,14
517,0.666666667,517,517,699.6015625,14.01320184,8
518,0.75,518,518,699.9895833,11.98908035,9
519,1.166666667,519,519,699.6015625,18.04988809,14
520.001,0.75,520,520,699.6015625,16.64606808,9
521,1.25,521,521,699.2135417,8.886497434,15
522.001,1.75,522,522,699.2135417,13.30440217,21
523.001,1.916666667,523,523,699.6015625,17.75777266,23
524.001,1.083333333,524,524,698.4375,9.996071544,13
525.001,1.166666667,525,525,698.8255208,11.10984459,14
526,0.666666667,526,526,699.6015625,13.00540895,8
527.001,1.333333333,527,527,699.6015625,13.02138241,16
528,0.916666667,528,528,699.6015625,5.994141925,11
529.001,1.833333333,529,529,699.9895833,11.01148829,22
530,1.083333333,530,530,699.6015625,22.20172263,13
530.999,1.25,531,531,699.6015625,8.999636415,15
532,1,532,532,699.9895833,7.010011699,12
533,1.083333333,533,533,699.6015625,13.31282862,13
534.001,1.25,534,534,698.8255208,8.000571241,15
535,1.5,535,535,699.6015625,14.98924971,18
536.001,1.416666667,536,536,698.4375,20.03235827,17
