Time t / s,Events N,Channel n,Energy E / keV,Voltage U / V,Rate R / 1/s,Raw
0,0,0,0,698.4375,,0
1.001,0,1,1,699.6015625,6.345328648,0
2.001,0,2,2,699.6015625,11.99923205,0
3.001,0,3,3,699.6015625,11.00293118,0
4.001,0,4,4,699.6015625,14.00412421,0
5.001,0,5,5,699.6015625,10.98405006,0
6,0,6,6,699.6015625,7.005460757,0
7.001,0,7,7,699.6015625,10.00667746,0
8,0,8,8,699.6015625,5.548462771,0
9.001,0,9,9,699.6015625,13.02351004,0
10.001,0,10,10,699.6015625,7.772206833,0
11,0,11,11,699.9895833,13.31447412,0
12.001,0,12,12,699.6015625,7.999984,0
13.001,0,13,13,699.2135417,10.99959961,0
14,0,14,14,699.9895833,7.001568351,0
15.001,0,15,15,699.6015625,9.01447725,0
16,0.083333333,16,16,699.6015625,14.4416941,1
17,0.166666667,17,17,699.6015625,13.30931298,2
18.001,0.333333333,18,18,699.6015625,13.99728873,4
19.001,1.083333333,19,19,699.6015625,3.0034663,13
20.001,1,20,20,699.6015625,7.99234573,12
21,1.083333333,21,21,699.2135417,9.010051614,13
22.001,1.833333333,22,22,699.6015625,8.887313859,22
23.001,1.083333333,23,23,699.6015625,14.42247741,13
24,1.25,24,24,699.6015625,8.011167568,15
25.001,1.083333333,25,25,699.6015625,6.662814819,13
26.001,1.083333333,26,26,699.6015625,9.978033913,13
27,1.333333333,27,27,699.6015625,14.02511758,16
28.001,1.25,28,28,699.6015625,11.10723099,15
29,0.583333333,29,29,699.6015625,13.3272265,7
30,1.166666667,30,30,699.9895833,8.999881202,14
31,1.25,31,31,699.6015625,15.55287355,15
32,1.916666667,32,32,699.9895833,12.21490956,23
33.001,1.833333333,33,33,699.6015625,9.99661559,22
34.001,1.75,34,34,699.6015625,7.003102374,21
35,1.416666667,35,35,699.6015625,13.99826422,17
36.001,1.083333333,36,36,699.6015625,7.007160617,13
37,2.166666667,37,37,699.2135417,7.769468763,26
38.001,1.916666667,38,38,699.6015625,14.01977068,23
