Time t / s,Events N,Channel n,Energy E / keV,Voltage U / V,Rate R / 1/s,Dead time t / %,Raw
0,0,0,0,698.4375,,,0
1,0,1,1,701.9296875,343.0002956,2.401002069,0
2,0,2,2,703.09375,355.6143237,2.489300266,0
3.001,0,3,3,698.8255208,389.9753882,2.729827718,0
3.999,0,4,4,706.5859375,379.3093619,2.655165534,0
5.001,0,5,5,698.4375,354.4024281,2.480816996,0
6,0,6,6,702.3177083,404.6786461,2.832750523,0
7,0.083333333,7,7,703.4817708,355.8522501,2.490965751,1
8.001,0,8,8,700.765625,381.0126828,2.66708878,0
9.001,0,9,9,700.3776042,357.2377775,2.500664442,0
10.001,0,10,10,701.5416667,390.7376527,2.735163569,0
11.001,0,11,11,703.09375,366.6535894,2.566575125,0
12.001,0,12,12,700.765625,332.6765928,2.328736149,0
13.001,0.083333333,13,13,704.2578125,347.4893693,2.432425585,1
14.001,0.166666667,14,14,703.4817708,400.0236814,2.80016577,2
15.001,0.25,15,15,703.09375,332.1367155,2.324957008,3
16,3,16,16,707.3619792,352.8478147,2.469934703,36
17,13.33333333,17,17,703.4817708,337.2122751,2.360485926,160
18.001,24.25,18,18,699.6015625,331.6858126,2.321800688,291
19,27.91666667,19,19,702.3177083,382.5751252,2.678025876,335
20.001,30.41666667,20,20,703.09375,397.7844406,2.784491084,365
21.001,32.66666667,21,21,706.9739583,370.3700367,2.592590257,392
22.001,34.16666667,22,22,699.6015625,385.534137,2.698738959,410
23,37.41666667,23,23,698.8255208,372.3911011,2.606737708,449
24.001,36.91666667,24,24,705.0338542,354.2872206,2.480010545,443
25,36.66666667,25,25,699.2135417,369.7597671,2.58831837,440
26,40,26,26,699.2135417,378.9222589,2.652455812,480
27,39.58333333,27,27,701.5416667,362.1491486,2.53504404,475
28.001,41.5,28,28,707.75,388.1834302,2.717284011,498
29,40.5,29,29,701.5416667,377.7229025,2.644060317,486
30,44.41666667,30,30,703.8697917,372.9327602,2.610529322,533
31,42.41666667,31,31,703.09375,338.3196444,2.368237511,509
32,45.5,32,32,705.8098958,296.4051562,2.074836093,546
33,44.08333333,33,33,707.3619792,370.5393689,2.593775582,529
34,44.66666667,34,34,704.6458333,368.3594451,2.578516116,536
35.001,43.66666667,35,35,702.3177083,348.4329602,2.439030721,524
36,49.08333333,36,36,699.2135417,391.512333,2.740586331,589
37.001,48.5,37,37,705.0338542,355.9051483,2.491336038,582
38.001,48.25,38,38,698.4375,412.7298302,2.889108811,579
39,49.83333333,39,39,703.09375,344.4254628,2.410978239,598
40,49.08333333,40,40,699.2135417,380.4859305,2.663401513,589
41.001,45,41,41,701.5416667,376.3893748,2.634725624,540
42,50,42,42,700.765625,387.2756104,2.710929273,600
43.001,45,43,43,703.09375,342.0771384,2.394539969,540
44,47.25,44,44,702.7057292,393.9484322,2.757639025,567
45,48.25,45,45,701.1536458,352.8698192,2.470088735,579
46,48.66666667,46,46,699.2135417,365.8495759,2.560947031,584
47.001,50.75,47,47,702.3177083,361.7875945,2.532513162,609
48.001,46.25,48,48,701.5416667,340.995097,2.386965679,555
49,47.33333333,49,49,702.3177083,395.25842,2.76680894,568
50,45.66666667,50,50,709.3020833,359.3023546,2.515116482,548
51.001,44.91666667,51,51,705.0338542,356.0220378,2.492154264,539
52,44.58333333,52,52,700.765625,325.2373908,2.276661735,535
53,42,53,53,699.2135417,386.3355324,2.704348727,504
54.001,43,54,54,702.7057292,367.5347631,2.572743342,516
55,43.33333333,55,55,701.5416667,359.7971544,2.518580081,520
56,38.16666667,56,56,698.4375,365.0190992,2.555133694,458
57,41.16666667,57,57,701.1536458,353.30291,2.47312037,494
58.001,38.33333333,58,58,700.765625,352.8606906,2.470024834,460
59,37.5,59,59,701.9296875,395.248295,2.766738065,450
59.999,42.66666667,60,60,702.7057292,353.1009869,2.471706908,512
61.001,36.91666667,61,61,701.9296875,357.4247278,2.501973095,443
62.001,39.58333333,62,62,701.5416667,362.8755859,2.540129102,475
63.001,37,63,63,706.1979167,372.7714839,2.609400387,444
64,38.75,64,64,703.8697917,356.3274293,2.494292005,465
65,37,65,65,701.1536458,376.6728596,2.636710017,444
66,41.25,66,66,699.2135417,361.0448057,2.52731364,495
67,41.58333333,67,67,701.9296875,367.2461651,2.570723156,499
68,41.16666667,68,68,705.421875,390.4061004,2.732842703,494
69.001,45.83333333,69,69,699.9895833,407.8183985,2.854728789,550
70,46.66666667,70,70,704.6458333,383.2238591,2.682567013,560
71,48.75,71,71,698.8255208,408.8544997,2.861981498,585
72,50.75,72,72,701.5416667,364.419994,2.550939958,609
73,50.91666667,73,73,708.9140625,362.6825197,2.538777638,611
74,49.16666667,74,74,699.6015625,403.7755721,2.826429005,590
75,59.66666667,75,75,703.09375,382.85434,2.67998038,716
76,54.41666667,76,76,698.4375,379.3862795,2.655703956,653
77.001,62.66666667,77,77,698.8255208,368.8508282,2.581955797,752
78,65.16666667,78,78,710.078125,380.7526114,2.66526828,782
79.001,66.5,79,79,698.4375,344.1655174,2.409158622,798
80.001,64.5,80,80,698.8255208,355.0073487,2.485051441,774
81,70.75,81,81,699.6015625,355.2328907,2.486630235,849
82,66.75,82,82,707.75,330.9130045,2.316391032,801
83.001,65.58333333,83,83,701.1536458,355.2536689,2.486775682,787
84,62.08333333,84,84,699.2135417,357.2110403,2.500477282,745
85,64.5,85,85,701.1536458,366.5646802,2.565952762,774
86,59.75,86,86,703.8697917,361.8117669,2.532682368,717
87,63,87,87,701.9296875,353.0735805,2.471515064,756
88,59.5,88,88,706.9739583,376.1889485,2.63332264,714
89,54.33333333,89,89,704.6458333,392.607049,2.748249343,652
90.001,57.75,90,90,707.3619792,371.8555713,2.602988999,693
91.001,51.5,91,91,701.1536458,390.7978215,2.735584751,618
91.999,58.58333333,92,92,704.6458333,367.1653713,2.570157599,703
93,55.41666667,93,93,699.2135417,398.5822905,2.790076034,665
94.001,50.16666667,94,94,698.8255208,342.2750865,2.395925605,602
94.999,49.25,95,95,704.6458333,330.885337,2.316197359,591
96,53.66666667,96,96,704.2578125,354.870224,2.484091568,644
97,49.66666667,97,97,702.7057292,390.6172925,2.734321048,596
98,47.08333333,98,98,711.6302083,345.042018,2.415294126,565
99.001,52,99,99,700.3776042,384.362877,2.690540139,624
100,42.16666667,100,100,699.9895833,338.7495963,2.371247174,506
101,45.5,101,101,701.1536458,387.7573128,2.71430119,546
102,43.75,102,102,705.421875,358.6130131,2.510291092,525
103.001,46.83333333,103,103,703.09375,367.3597224,2.571518057,562
104,47.41666667,104,104,701.1536458,414.352182,2.900465274,569
105.001,45.75,105,105,699.6015625,332.9476606,2.330633624,549
106.001,42.58333333,106,106,699.6015625,393.0578974,2.751405282,511
107,42.41666667,107,107,711.2421875,355.810851,2.490675957,509
108.001,45.75,108,108,699.2135417,355.238801,2.486671607,549
109.001,44.08333333,109,109,703.4817708,384.9010954,2.694307668,529
