Time t / s,Events N,Channel n,Energy E / keV,Rate R / 1/s,Voltage U / V,Raw
0,0,0,0,,697.2734375,0
1.001,0,1,1,2.114309956,698.4375,0
2,0,2,2,11.01457118,700.765625,0
3.001,0,3,3,7.764059547,698.4375,0
4.001,0,4,4,7.007147992,698.4375,0
5.001,0,5,5,8.885920991,698.4375,0
6.001,0,6,6,9.002730528,698.8255208,0
7.001,0,7,7,8.879508182,698.4375,0
8,0,8,8,5.008191899,698.4375,0
9,0,9,9,6.005121167,698.4375,0
10.001,0,10,10,8.883022146,698.4375,0
11,0,11,11,6.661063232,698.4375,0
12.001,0,12,12,3.331160306,698.4375,0
13,0,13,13,10.00094909,698.4375,0
14.001,0,14,14,14.02317329,698.8255208,0
15,0,15,15,15.54534054,698.4375,0
16,0,16,16,6.994969917,698.8255208,0
17.001,0.333333333,17,17,8.996156842,698.4375,4
18.001,0.25,18,18,14.0186448,698.8255208,3
19.001,0.416666667,19,19,12.98282632,698.4375,5
20,0.666666667,20,20,17.0209136,698.4375,8
21,0.666666667,21,21,4.998524935,698.4375,8
22.001,0.416666667,22,22,7.772657324,698.4375,5
23.001,0.666666667,23,23,6.647171252,698.4375,8
24,0.916666667,24,24,6.018733307,698.4375,11
25,1.25,25,25,11.09148903,698.4375,15
26.001,0.25,26,26,9.993756123,698.4375,3
27.001,0.583333333,27,27,9.012911898,698.8255208,7
28.001,1.083333333,28,28,7.770470945,698.4375,13
29,1,29,29,16.65922555,698.4375,12
30.001,1.083333333,30,30,8.888367438,698.4375,13
31,1.166666667,31,31,7.000489334,698.4375,14
32,1.166666667,32,32,9.998104804,698.4375,14
33.001,1.583333333,33,33,5.551891307,698.4375,19
34,1.166666667,34,34,9.003937422,698.4375,14
35,0.666666667,35,35,7.004756229,698.4375,8
36.001,1.25,36,36,10.00013,698.4375,15
37,1.666666667,37,37,3.330330485,698.4375,20
38,1.166666667,38,38,9.005726742,698.4375,14
39,1.25,39,39,11.99651861,698.4375,15
40.001,1.416666667,40,40,2.220758249,698.4375,17
41,1.583333333,41,41,5.002576827,698.4375,19
42.001,1.083333333,42,42,11.9960473,698.4375,13
