Time t / s,Events N,Channel n,Energy E / keV,Voltage U / V,Rate R / 1/s,Dead time t / %,Raw
0,0,0,0,698.4375,,,0
1.001,0,1,1,698.4375,8.430870602,0.059016094,0
2.001,0,2,2,698.4375,12.21880774,0.085531654,0
3.001,0,3,3,698.4375,9.013699923,0.063095899,0
4.001,0,4,4,698.4375,11.10073439,0.077705141,0
5.001,0,5,5,698.4375,6.996433918,0.048975037,0
6.001,0,6,6,698.4375,6.006134065,0.042042938,0
7,0,7,7,698.4375,7.003272629,0.049022908,0
7.999,0,8,8,698.4375,11.10178068,0.077712465,0
9.001,0,9,9,698.4375,11.99838262,0.083988678,0
10,0,10,10,698.4375,8.003759366,0.056026316,0
11,0,11,11,698.8255208,8.874058365,0.062118409,0
12,0,12,12,698.4375,9.01949112,0.063136438,0
13.001,0,13,13,698.4375,8.88509298,0.062195651,0
14,0,14,14,699.2135417,16.65641742,0.116594922,0
15.001,0,15,15,698.4375,11.10187065,0.077713095,0
16,0.111111111,16,16,698.8255208,14.02532272,0.098177259,1
17.001,0.111111111,17,17,698.8255208,16.63538475,0.116447693,1
18,0.222222222,18,18,698.4375,13.32573026,0.093280112,2
19.001,0.888888889,19,19,698.4375,5.99601385,0.041972097,8
20,0.666666667,20,20,698.4375,8.887774954,0.062214425,6
21,0.555555556,21,21,698.4375,12.01486599,0.084104062,5
22.001,1,22,22,698.4375,9.995167892,0.069966175,9
23.001,1.333333333,23,23,698.4375,8.887458008,0.062212206,12
24,0.888888889,24,24,698.4375,13.99195463,0.097943682,8
25,1.222222222,25,25,698.4375,8.998630408,0.062990413,11
26.001,1.444444444,26,26,698.4375,16.00452608,0.112031683,13
27.001,2.444444444,27,27,698.4375,14.99871911,0.104991034,22
28,1.333333333,28,28,698.8255208,16.66245477,0.116637183,12
29.001,2.333333333,29,29,698.4375,9.0013412,0.063009388,21
30.001,2.777777778,30,30,698.4375,6.663473382,0.046644314,25
31.001,2.666666667,31,31,698.8255208,8.009000515,0.056063004,24
32,2.444444444,32,32,699.6015625,9.003196135,0.063022373,22
33.001,4,33,33,698.8255208,9.99833139,0.06998832,36
34,3.111111111,34,34,698.8255208,12.98280557,0.090879639,28
35,2.222222222,35,35,698.8255208,15.0167557,0.10511729,20
36.001,2.555555556,36,36,698.4375,12.21403475,0.085498243,23
37.001,0.888888889,37,37,698.4375,10.00163627,0.070011454,8
38.001,2.555555556,38,38,698.4375,4.43783109,0.031064818,23
39.001,1.444444444,39,39,698.4375,3.003377899,0.021023645,13
40,2,40,40,698.4375,13.01136543,0.091079558,18
41.001,1.666666667,41,41,698.4375,13.32333491,0.093263344,15
42.001,1.777777778,42,42,699.6015625,7.004035025,0.049028245,16
43,2.333333333,43,43,698.4375,13.00666852,0.09104668,21
44.001,2,44,44,698.8255208,14.00408359,0.098028585,18
45,1.888888889,45,45,699.2135417,9.990695332,0.069934867,17
46,2.111111111,46,46,698.8255208,9.993919699,0.069957438,19
47,2.888888889,47,47,698.4375,8.884367733,0.062190574,26
48.001,3.666666667,48,48,698.4375,13.0217411,0.091152188,33
49,3,49,49,698.4375,9.996684433,0.069976791,27
50.001,3,50,50,698.4375,8.887781866,0.062214473,27
51.001,2.555555556,51,51,698.4375,16.00235235,0.112016466,23
52,4.222222222,52,52,698.4375,18.87668406,0.132136788,38
53,3.888888889,53,53,698.4375,9.995846171,0.069970923,35
54,4.222222222,54,54,698.4375,12.99673132,0.090977119,38
55,4.666666667,55,55,698.4375,10.01096802,0.070076776,42
56.001,5.333333333,56,56,698.4375,9.000125102,0.063000876,48
57,6.666666667,57,57,698.4375,11.10669928,0.077746895,60
58,5.666666667,58,58,698.4375,12.21657138,0.085516,51
59.001,7,59,59,698.4375,13.33320148,0.09333241,63
60,6.666666667,60,60,699.2135417,14.42924244,0.101004697,60
61,9.111111111,61,61,698.4375,5.011519479,0.035080636,82
62,5.555555556,62,62,698.4375,11.07267907,0.077508754,50
63.001,5.777777778,63,63,698.4375,13.03625905,0.091253813,52
64.001,5.888888889,64,64,698.4375,14.44186577,0.10109306,53
65.001,8,65,65,698.4375,6.654154638,0.046579082,72
66.001,5.888888889,66,66,698.4375,7.773928819,0.054417502,53
67.001,4.444444444,67,67,698.4375,10.01865574,0.07013059,40
68,5,68,68,698.4375,5.554131846,0.038878923,45
69.001,3.888888889,69,69,698.4375,7.773359055,0.054413513,35
70.001,3.666666667,70,70,698.4375,5.550590244,0.038854132,33
71,4.444444444,71,71,698.4375,12.00050762,0.084003553,40
72.001,5.666666667,72,72,699.2135417,14.00879052,0.098061534,51
72.999,3,73,73,698.4375,6.661951485,0.04663366,27
74.001,3.444444444,74,74,698.4375,14.99899657,0.104992976,31
75.001,4.222222222,75,75,698.4375,11.00084046,0.077005883,38
76,3.888888889,76,76,699.2135417,7.001051558,0.049007361,35
77,3.444444444,77,77,698.4375,15.99596102,0.111971727,31
78,3.777777778,78,78,699.2135417,18.01017755,0.126071243,34
79.001,5,79,79,698.4375,15.54903705,0.108843259,45
80.001,4.444444444,80,80,698.4375,8.004576216,0.056032034,40
81,4.333333333,81,81,698.4375,24.42272992,0.170959109,39
82.001,5.333333333,82,82,698.4375,18.00137711,0.12600964,48
83.001,4,83,83,698.4375,15.02988693,0.105209209,36
84,4.888888889,84,84,698.4375,7.995405041,0.055967835,44
85,4.888888889,85,85,698.4375,8.883256904,0.062182798,44
86.001,5,86,86,699.2135417,8.884299655,0.062190098,45
87.001,4.555555556,87,87,698.4375,8.999748007,0.062998236,41
88.001,4.333333333,88,88,698.8255208,11.0049247,0.077034473,39
89,3.444444444,89,89,698.4375,10.02166182,0.070151633,31
90,4,90,90,698.8255208,13.30272082,0.093119046,36
91.001,3.888888889,91,91,698.4375,10.00041002,0.07000287,35
92,3.777777778,92,92,698.4375,15.55097666,0.108856837,34
93,3.222222222,93,93,698.4375,6.000614463,0.042004301,29
94,4.111111111,94,94,698.4375,15.54265688,0.108798598,37
95,3.666666667,95,95,698.4375,12.00640542,0.084044838,33
96.001,4.555555556,96,96,698.4375,5.006984744,0.035048893,41
97.001,3.333333333,97,97,698.4375,9.989790434,0.069928533,30
98,3.666666667,98,98,698.4375,14.43825845,0.101067809,33
99,4.444444444,99,99,698.8255208,5.999729412,0.041998106,40
100,4,100,100,698.4375,6.000700282,0.042004902,36
101,3.888888889,101,101,698.4375,8.00262326,0.056018363,35
102,3.888888889,102,102,698.8255208,15.54825306,0.108837771,35
103,3,103,103,699.2135417,9.991834673,0.069942843,27
104.001,4.111111111,104,104,698.4375,7.77644455,0.054435112,37
105.001,4.444444444,105,105,698.4375,12.99819715,0.09098738,40
106,3.444444444,106,106,698.4375,11.09709794,0.077679686,31
107.001,4.777777778,107,107,698.4375,12.02124274,0.084148699,43
108,3.888888889,108,108,698.4375,7.004989654,0.049034928,35
109,3.555555556,109,109,699.2135417,11.0911778,0.077638245,32
110.001,3.444444444,110,110,698.4375,2.997659428,0.020983616,31
111,3.555555556,111,111,699.2135417,10.0117548,0.070082284,32
112,3.444444444,112,112,698.4375,9.996409068,0.069974863,31
113.001,3.888888889,113,113,698.4375,12.01261204,0.084088284,35
114,3.333333333,114,114,699.2135417,9.99488373,0.069964186,30
115,3.444444444,115,115,698.4375,12.21900998,0.08553307,31
116,4,116,116,698.4375,7.99722976,0.055980608,36
117,4.666666667,117,117,698.4375,5.554943277,0.038884603,42
118.001,3.222222222,118,118,698.4375,8.009007731,0.056063054,29
119,4.111111111,119,119,698.4375,14.43634886,0.101054442,37
120.001,4.444444444,120,120,698.4375,11.09549482,0.077668464,40
121,4.777777778,121,121,698.4375,11.01635598,0.077114492,43
122,2.666666667,122,122,698.4375,15.54302615,0.108801183,24
123,3,123,123,699.2135417,9.009080252,0.063063562,27
124.001,3.555555556,124,124,699.2135417,10.98880131,0.076921609,32
125,3.333333333,125,125,698.4375,6.998739527,0.048991177,30
126,2.444444444,126,126,699.2135417,3.32940131,0.023305809,22
127,3.333333333,127,127,698.8255208,6.000532847,0.04200373,30
128.001,4.111111111,128,128,698.4375,10.99624588,0.076973721,37
129.001,3.444444444,129,129,698.4375,9.007129143,0.063049904,31
130,3.333333333,130,130,698.4375,12.99294873,0.090950641,30
130.999,2.666666667,131,131,698.4375,11.02112419,0.077147869,24
132.001,3.444444444,132,132,698.4375,12.21148426,0.08548039,31
133.001,3.444444444,133,133,698.4375,11.1104272,0.07777299,31
134.001,2,134,134,698.4375,8.888052424,0.062216367,18
135,3.444444444,135,135,698.4375,17.99806701,0.125986469,31
136.001,3.888888889,136,136,698.4375,12.21180013,0.085482601,35
137,4.111111111,137,137,698.4375,10.0056562,0.070039593,37
138,3.333333333,138,138,698.8255208,6.004460113,0.042031221,30
139,3.333333333,139,139,698.4375,11.10307125,0.077721499,30
140,3.444444444,140,140,698.4375,8.88595751,0.062201703,31
141,2.666666667,141,141,698.4375,7.004841046,0.049033887,24
142,3.333333333,142,142,698.4375,12.21744249,0.085522097,30
143.001,2.222222222,143,143,698.4375,12.01171382,0.084081997,20
144.001,4.888888889,144,144,698.4375,14.43568519,0.101049796,44
145.001,3.111111111,145,145,698.4375,13.98766568,0.09791366,28
146.001,2.777777778,146,146,698.4375,7.00743559,0.049052049,25
147.001,4.111111111,147,147,698.4375,12.98944348,0.090926104,37
148.001,3.333333333,148,148,698.4375,13.32499929,0.093274995,30
149.001,3.888888889,149,149,698.8255208,14.41892615,0.100932483,35
150,2.777777778,150,150,698.4375,14.44166362,0.101091645,25
151.001,3,151,151,699.2135417,9.006105239,0.063042737,27
152,2.666666667,152,152,698.4375,11.10438186,0.077730673,24
153.001,2.666666667,153,153,698.8255208,5.552808766,0.038869661,24
154,2.222222222,154,154,698.4375,16.66662778,0.116666394,20
155,2.777777778,155,155,698.4375,8.884743662,0.062193206,25
156.001,2.888888889,156,156,699.2135417,12.01652633,0.084115684,26
157,2.111111111,157,157,698.4375,11.10002096,0.077700147,19
158,3,158,158,698.4375,8.004451275,0.056031159,27
159,2.222222222,159,159,698.4375,9.989356895,0.069925498,20
159.999,4,160,160,698.8255208,9.002790865,0.063019536,36
161.001,3,161,161,698.4375,11.01537967,0.077107658,27
162,2.444444444,162,162,698.4375,14.44081338,0.101085694,22
163,2.333333333,163,163,698.4375,14.43703023,0.101059212,21
164,2.222222222,164,164,699.2135417,7.77205064,0.054404354,20
165,2,165,165,698.8255208,8.005768156,0.056040377,18
166,3.111111111,166,166,698.8255208,12.21506419,0.085505449,28
167,3.666666667,167,167,698.4375,14.44082942,0.101085806,33
168,2.555555556,168,168,698.4375,18.88666446,0.132206651,23
169.001,2.111111111,169,169,698.4375,13.00177084,0.091012396,19
170,2.888888889,170,170,698.4375,11.10208512,0.077714596,26
171,2.777777778,171,171,698.4375,12.0021832,0.084015282,25
172,3.888888889,172,172,698.4375,10.01433452,0.070100342,35
173.001,2.666666667,173,173,698.4375,15.01626111,0.105113828,24
174.001,2,174,174,698.4375,12.21703406,0.085519238,18
175,2.666666667,175,175,698.4375,11.10918058,0.077764264,24
176.001,2.666666667,176,176,698.8255208,15.53299819,0.108730987,24
177,3,177,177,698.8255208,14.01819562,0.098127369,27
178,2.555555556,178,178,699.2135417,4.440524448,0.031083671,23
179,2.444444444,179,179,698.8255208,16.65142321,0.116559962,22
180,3.111111111,180,180,699.2135417,18.86410146,0.13204871,28
181.001,1.555555556,181,181,698.4375,10.99763331,0.076983433,14
182.001,3.111111111,182,182,698.4375,9.013731519,0.063096121,28
183.001,2.222222222,183,183,698.4375,22.20343072,0.155424015,20
184,2.333333333,184,184,698.4375,14.43333559,0.101033349,21
185,2.555555556,185,185,698.4375,10.00575631,0.070040294,23
186,2.444444444,186,186,698.4375,7.774869113,0.054424084,22
187,2.444444444,187,187,698.4375,5.006837838,0.035047865,22
188,2.333333333,188,188,698.4375,6.657836157,0.046604853,21
189,1.666666667,189,189,698.4375,12.99391625,0.090957414,15
190,2.444444444,190,190,698.4375,14.00398694,0.098027909,22
191.001,1.666666667,191,191,698.4375,10.00513664,0.070035956,15
192,1.777777778,192,192,698.4375,11.10231561,0.077716209,16
193,3.333333333,193,193,698.4375,8.995498652,0.062968491,30
194.001,1.777777778,194,194,699.2135417,18.01852485,0.126129674,16
195.001,2.222222222,195,195,699.6015625,9.999772005,0.069998404,20
196.001,2,196,196,698.8255208,12.21916064,0.085534125,18
197.001,1.888888889,197,197,698.8255208,8.999814604,0.062998702,17
198.001,2.444444444,198,198,698.4375,12.01431626,0.084100214,22
199.001,1.666666667,199,199,698.4375,5.553790067,0.03887653,15
200.001,2.111111111,200,200,698.4375,16.64782318,0.116534762,19
201.001,0.777777778,201,201,698.4375,14.44192513,0.101093476,7
202,1.777777778,202,202,698.4375,7.775736215,0.054430154,16
203.001,2,203,203,698.4375,14.42184381,0.100952907,18
204,1,204,204,698.4375,8.022611731,0.056158282,9
205.001,1.666666667,205,205,698.4375,14.42753377,0.100992736,15
206.001,1.222222222,206,206,698.4375,13.31147589,0.093180331,11
207,1.777777778,207,207,698.4375,7.005776964,0.049040439,16
208.001,1.777777778,208,208,698.4375,12.0000108,0.084000076,16
209,1.555555556,209,209,698.4375,7.004350402,0.049030453,14
209.999,2.666666667,210,210,698.4375,9.994103479,0.069958724,24
211,2.333333333,211,211,698.4375,6.009340318,0.042065382,21
212,2.222222222,212,212,698.4375,12.21844265,0.085529099,20
213.001,1.777777778,213,213,698.8255208,11.09615596,0.077673092,16
214,1.666666667,214,214,698.8255208,9.998319171,0.069988234,15
215.001,2.222222222,215,215,698.4375,11.9998944,0.083999261,20
216,3.222222222,216,216,698.4375,14.00169981,0.098011899,29
217,2.333333333,217,217,699.6015625,7.003459709,0.049024218,21
218,1.444444444,218,218,698.4375,7.99453174,0.055961722,13
219.001,1.222222222,219,219,698.4375,16.032183,0.112225281,11
220.001,2.222222222,220,220,698.4375,9.986646744,0.069906527,20
221,1.666666667,221,221,698.4375,12.00261897,0.084018333,15
222,1.777777778,222,222,698.4375,9.998199213,0.069987394,16
223,1.333333333,223,223,698.4375,15.54852417,0.108839669,12
224,2.666666667,224,224,698.4375,23.04336069,0.161303525,24
225,2.111111111,225,225,698.8255208,14.43179578,0.10102257,19
226.001,1.777777778,226,226,698.8255208,14.0000952,0.098000666,16
227,1.222222222,227,227,698.4375,11.99886971,0.083992088,11
228,1.555555556,228,228,698.8255208,8.883644577,0.062185512,14
229,1.444444444,229,229,698.4375,12.00266459,0.084018652,13
230.001,1.333333333,230,230,698.4375,12.00996106,0.084069727,12
231.001,1.555555556,231,231,698.4375,12.21096507,0.085476755,14
232,1.555555556,232,232,698.8255208,15.00652934,0.105045705,14
233.001,1.777777778,233,233,698.4375,13.33290668,0.093330347,16
234.001,1.555555556,234,234,698.4375,18.02746845,0.126192279,14
235.001,2.111111111,235,235,698.4375,16.66244181,0.116637093,19
236.001,2.444444444,236,236,698.4375,8.873828031,0.062116796,22
237,1.444444444,237,237,699.2135417,17.76851841,0.124379629,13
238,1.555555556,238,238,698.4375,14.0056723,0.098039706,14
239,1.888888889,239,239,698.4375,17.76841777,0.124378924,17
240,1.888888889,240,240,698.4375,9.012070768,0.063084495,17
241.001,1.666666667,241,241,698.8255208,14.44345106,0.101104157,15
242,1.222222222,242,242,698.4375,15.0002355,0.105001649,11
243,2.111111111,243,243,698.4375,13.00346672,0.091024267,19
244.001,1.777777778,244,244,698.4375,9.951562759,0.069660939,16
245.001,2,245,245,698.4375,12.04474744,0.084313232,18
246,1,246,246,699.2135417,11.01135601,0.077079492,9
247.001,1.555555556,247,247,698.4375,15.54699262,0.108828948,14
248.001,1.555555556,248,248,698.8255208,10.99840413,0.076988829,14
249.001,1.333333333,249,249,698.4375,10.99669,0.07697683,12
250.001,2.888888889,250,250,698.4375,5.009232516,0.035064628,26
251,1.888888889,251,251,698.4375,6.664177966,0.046649246,17
252,1.222222222,252,252,698.8255208,7.990255883,0.055931791,11
253.001,1.888888889,253,253,698.4375,13.33300742,0.093331052,17
254.001,1.111111111,254,254,698.4375,15.99321888,0.111952532,10
255,2.111111111,255,255,698.4375,11.01774628,0.077124224,19
256.001,1.555555556,256,256,698.4375,14.41417787,0.100899245,14
257.001,0.666666667,257,257,698.4375,10.00363532,0.070025447,6
258.001,1.666666667,258,258,698.4375,13.02226417,0.091155849,15
259.001,1.666666667,259,259,698.8255208,2.22088303,0.015546181,15
