Time t / s,Events N,Channel n,Energy E / keV,Rate R / 1/s,Voltage U / V,Raw
0,0,0,0,,698.4375,0
1.001,0,1,1,8.464353592,698.8255208,0
2,0,2,2,1.001173676,698.4375,0
3.001,0,3,3,7.763408571,698.8255208,0
4,0,4,4,5.005223451,698.8255208,0
5,0,5,5,9.010543237,698.4375,0
6,0,6,6,9.989195686,699.2135417,0
7,0,7,7,5.00282059,699.2135417,0
7.999,0,8,8,8.888609392,698.8255208,0
9,0,9,9,8.007487802,698.8255208,0
9.999,0,10,10,5.541698845,698.4375,0
11.001,0,11,11,9.003364557,698.4375,0
12.001,0,12,12,9.008908008,699.2135417,0
13.001,0,13,13,7.003442192,699.2135417,0
14,0,14,14,11.10005792,699.2135417,0
15.001,0,15,15,5.001392388,698.8255208,0
16,0,16,16,10.00289484,698.4375,0
17.001,0.166666667,17,17,7.990234336,698.4375,2
18,0,18,18,10.00677659,698.8255208,0
19,0.5,19,19,7.000236608,699.6015625,6
20.001,0.583333333,20,20,4.442593857,699.2135417,7
21,0.666666667,21,21,9.023209499,699.6015625,8
22,0.833333333,22,22,8.870717716,699.6015625,10
23.001,0.916666667,23,23,7.777264478,699.6015625,11
24,0.833333333,24,24,7.77670632,699.6015625,10
25.001,1.083333333,25,25,3.994701827,699.6015625,13
26,0.75,26,26,5.552555325,699.6015625,9
27,0.75,27,27,7.77748569,699.6015625,9
28,0.75,28,28,4.443585845,699.9895833,9
29,1.166666667,29,29,5.99726165,699.6015625,14
30,1.083333333,30,30,5.999719813,699.2135417,13
31,0.916666667,31,31,9.013656591,699.6015625,11
32.001,0.916666667,32,32,11.97924476,698.8255208,11
33.001,1.083333333,33,33,9.008126231,699.6015625,13
34,1.5,34,34,9.011144984,699.6015625,18
35.001,1.25,35,35,11.09602545,699.6015625,15
36.001,1.25,36,36,11.10252639,699.2135417,15
37.001,1.583333333,37,37,7.992432765,699.6015625,19
38.001,1.333333333,38,38,12.21922715,699.6015625,16
39.001,1.166666667,39,39,13.01771842,699.6015625,14
