Time t / s,Events N,Channel n,Energy E / keV,Rate R / 1/s,Voltage U / V,Dead time t / %
0,0,0,0,,749.65625,
1.001,0,1,1,80.4226081072973,798.546875,0.562958256751081
2.001,0,2,2,93.0444659502776,798.934895833333,0.651311261651943
3.001,7,3,3,106.645515306131,798.546875,0.746518607142917
4.001,6,4,4,90.9739086829897,798.546875,0.636817360780928
5,4,5,5,84.1989621475547,798.546875,0.589392735032883
6.001,7,6,6,95.3051360159439,800.486979166667,0.667135952111607
7.001,7,7,7,82.2212326707472,798.546875,0.57554862869523
8,9,8,8,92.002183666287,798.546875,0.644015285664009
9.001,7,9,9,72.0982699419309,798.546875,0.504687889593516
10.001,16,10,10,85.5142806627557,798.158854166667,0.59859996463929
11.001,11,11,11,92.9705655189567,798.934895833333,0.650793958632697
12,17,12,12,89.826405481052,798.546875,0.628784838367364
13.001,34,13,13,102.167227317674,801.651041666667,0.715170591223715
14,43,14,14,102.136393606129,798.546875,0.7149547552429
15,45,15,15,106.142676986405,798.546875,0.742998738904836
16.001,31,16,16,76.5369535386306,798.546875,0.535758674770414
17.001,16,17,17,89.9982000359993,800.486979166667,0.629987400251995
17.999,24,18,18,98.8868891762411,800.486979166667,0.692208224233688
19,14,19,19,89.0246153061321,798.546875,0.623172307142925
20.001,11,20,20,78.9070317352096,798.158854166667,0.552349222146467
21,12,21,21,93.9972740790517,798.934895833333,0.657980918553362
22.001,16,22,22,80.0991467238147,798.546875,0.560694027066703
23.001,10,23,23,97.7414396825358,798.934895833333,0.684190077777751
24,13,24,24,93.1381611482473,800.875,0.651967128037731
25.001,22,25,25,89.9437951218039,801.651041666667,0.629606565852627
26.001,13,26,26,108.726186191597,798.546875,0.761083303341178
27,10,27,27,77.1231116230839,798.546875,0.539861781361587
28.001,22,28,28,88.830073510217,798.546875,0.621810514571519
29.001,24,29,29,103.085034845244,798.546875,0.721595243916707
30,18,30,30,96.4997863694385,800.098958333333,0.675498504586069
31.001,17,31,31,76.0826790473207,798.546875,0.532578753331245
32,20,32,32,93.881746552043,798.546875,0.657172225864301
33.001,37,33,33,82.1073471456582,798.546875,0.574751430019608
34.001,23,34,34,88.7635842957248,798.546875,0.621345090070073
35.001,12,35,35,65.0406829471835,801.651041666667,0.455284780630284
36.001,24,36,36,92.214414735108,798.546875,0.645500903145756
37,20,37,37,82.1664859559155,799.322916666667,0.575165401691408
38.001,18,38,38,87.1807867975822,798.546875,0.610265507583075
39.001,13,39,39,96.5519522194353,798.546875,0.675863665536047
40,26,40,40,84.4015965672538,800.486979166667,0.590811175970777
41,27,41,41,81.9798001772363,799.322916666667,0.573858601240654
42.001,23,42,42,101.03969849754,798.546875,0.707277889482778
43.001,18,43,43,83.9978916529195,798.934895833333,0.587985241570437
44.001,20,44,44,87.7208274672343,798.546875,0.61404579227064
45.001,20,45,45,87.1508843260337,798.546875,0.610056190282236
46.001,17,46,46,82.1173310180685,798.546875,0.574821317126479
47,16,47,47,114.352974770514,802.427083333333,0.800470823393599
48.001,17,48,48,93.9690653836757,798.546875,0.65778345768573
49.001,14,49,49,85.1540948500406,798.546875,0.596078663950284
50,15,50,50,88.7660268448438,799.322916666667,0.621362187913906
,18,51,51,,,
,19,52,52,,,
,21,53,53,,,
,22,54,54,,,
,21,55,55,,,
,15,56,56,,,
,25,57,57,,,
,16,58,58,,,
,20,59,59,,,
,17,60,60,,,
,23,61,61,,,
,16,62,62,,,
,15,63,63,,,
,16,64,64,,,
,17,65,65,,,
,26,66,66,,,
,17,67,67,,,
,15,68,68,,,
,22,69,69,,,
,18,70,70,,,
,21,71,71,,,
,28,72,72,,,
,21,73,73,,,
,16,74,74,,,
,27,75,75,,,
,22,76,76,,,
,24,77,77,,,
,11,78,78,,,
