Time t / s,Events N,Channel n,Energy E / keV,Rate R / 1/s,Voltage U / V,Raw
0,0,0,0,,699.6015625,0
1,0,1,1,4.245557078,699.2135417,0
2,0,2,2,3.332734552,699.6015625,0
3,0,3,3,8.8826365,699.6015625,0
4.001,0,4,4,9.995746255,699.6015625,0
5,0,5,5,7.768935866,699.9895833,0
6,0,6,6,10.00179632,699.6015625,0
7,0,7,7,10.0248506,699.6015625,0
8,0,8,8,7.765986422,699.6015625,0
8.999,0,9,9,12.98456784,699.6015625,0
10.001,0,10,10,16.00164017,699.2135417,0
11,0,11,11,9.01182261,699.6015625,0
12,0,12,12,8.98015834,699.6015625,0
13.001,0,13,13,8.024372426,699.6015625,0
14,0,14,14,14.41997215,699.6015625,0
15,0.083333333,15,15,10.00463615,699.2135417,1
16.001,0,16,16,6.655715796,699.6015625,0
17,0.166666667,17,17,10.00371338,699.6015625,2
18.001,0.083333333,18,18,11.0133559,699.6015625,1
19.001,0.5,19,19,12.22015566,699.6015625,6
20,1,20,20,11.10826493,699.6015625,12
21.001,0.916666667,21,21,11.02671332,699.6015625,11
22.001,1.333333333,22,22,14.42201501,699.6015625,16
22.999,1.333333333,23,23,9.988971177,699.6015625,16
24.001,0.416666667,24,24,11.00566021,699.6015625,5
25.001,0.916666667,25,25,13.03637801,699.6015625,11
26.001,0.833333333,26,26,13.31488925,699.6015625,10
27,1.083333333,27,27,11.10034747,699.6015625,13
28.001,1,28,28,6.663053071,699.2135417,12
29,1.833333333,29,29,8.000300811,699.6015625,22
30,1.166666667,30,30,6.000592258,699.6015625,14
31,1.333333333,31,31,8.005453315,699.6015625,16
32.001,1.833333333,32,32,12.21649133,699.2135417,22
33,1.333333333,33,33,8.882799237,699.6015625,16
34.001,1.833333333,34,34,4.004788927,698.8255208,22
35.001,1.166666667,35,35,19.99196545,698.4375,14
36.001,1.75,36,36,10.00615479,698.4375,21
37.001,1.75,37,37,5.989978168,698.8255208,21
38.001,1.833333333,38,38,5.008038402,699.2135417,22
39,1.166666667,39,39,7.764028546,699.2135417,14
40,1.583333333,40,40,12.00794686,698.8255208,19
41.001,1.25,41,41,7.997385655,699.2135417,15
42,1.583333333,42,42,11.99503525,699.2135417,19
43,1.416666667,43,43,9.976484318,698.8255208,17
44,1.25,44,44,7.007564666,699.2135417,15
45.001,1.666666667,45,45,9.995028029,699.2135417,20
46.001,1,46,46,7.000331116,698.4375,12
47,1.833333333,47,47,11.10188914,699.6015625,22
48,1.583333333,48,48,7.008054357,699.6015625,19
49,1.583333333,49,49,12.20458659,699.6015625,19
50.001,2.25,50,50,0,702.3177083,27
51.001,1.333333333,51,51,3.999901202,699.6015625,16
51.999,2.166666667,52,52,5.551658908,699.6015625,26
53.001,2.083333333,53,53,10.0075547,699.6015625,25
54.001,1.166666667,54,54,12.0113387,699.6015625,14
55,1.416666667,55,55,13.31911592,699.6015625,17
56,1.583333333,56,56,5.007752502,698.8255208,19
57,1.25,57,57,15.99854573,699.6015625,15
58,1.666666667,58,58,7.766026055,699.6015625,20
59,1.833333333,59,59,6.000271212,699.6015625,22
60.001,1.583333333,60,60,8.887107518,699.6015625,19
61,1.416666667,61,61,12.99393963,699.9895833,17
62,1.583333333,62,62,14.02983444,699.6015625,19
63.001,2.083333333,63,63,9.980539058,699.6015625,25
64.001,1.166666667,64,64,11.0877062,699.2135417,14
65,2.333333333,65,65,9.01690399,698.8255208,28
66,1.5,66,66,8.873156782,698.8255208,18
67.001,1.833333333,67,67,6.001917613,699.6015625,22
68.001,2.333333333,68,68,13.99094646,699.6015625,28
69,2.333333333,69,69,8.018538058,699.2135417,28
70.001,1.5,70,70,6.651142162,699.6015625,18
71,2.416666667,71,71,13.3250348,698.8255208,29
72,2.5,72,72,6.002742053,698.8255208,30
73,2.5,73,73,5.549368626,698.4375,30
74,3,74,74,7.01418338,699.2135417,36
75,2.333333333,75,75,11.1073963,698.4375,28
76.001,3.5,76,76,8.885889408,698.4375,42
77,3.333333333,77,77,14.43938264,699.2135417,40
78,2.833333333,78,78,7.004875393,699.6015625,34
79,3.75,79,79,7.760938266,698.4375,45
80.001,3.75,80,80,10.00582239,698.4375,45
81.001,3.666666667,81,81,8.00494946,699.6015625,44
82,3.416666667,82,82,5.998061427,698.8255208,41
83.001,4,83,83,13.00975211,699.6015625,48
84.001,2.833333333,84,84,9.008665435,699.6015625,34
85.001,4.75,85,85,11.10647848,699.2135417,57
86.001,3.416666667,86,86,12.212135,699.6015625,41
87.001,3.75,87,87,11.99799274,699.6015625,45
88,2.75,88,88,9.996211436,699.6015625,33
89.001,3.833333333,89,89,14.00273053,699.6015625,46
90,4.083333333,90,90,8.005003928,699.9895833,49
91,3.25,91,91,8.996226083,699.6015625,39
92.001,3,92,92,11.09472543,699.6015625,36
93.001,3.333333333,93,93,12.01996516,699.6015625,40
94,2.666666667,94,94,15.98763357,699.6015625,32
95.001,2.5,95,95,6.999061426,699.6015625,30
96.001,2.5,96,96,9.001310591,699.6015625,30
97,3.25,97,97,7.005938233,699.6015625,39
98,3,98,98,3.329486666,699.6015625,36
99.001,2.333333333,99,99,8.007083867,699.6015625,28
100.001,2.25,100,100,11.1110963,699.6015625,27
101.001,2.75,101,101,12.21701642,699.6015625,33
102,2.75,102,102,13.33173649,699.6015625,33
103.001,2.25,103,103,5.001793143,699.6015625,27
104.001,2.166666667,104,104,10.00603464,699.6015625,26
105.001,2.916666667,105,105,13.33216899,699.6015625,35
105.999,2,106,106,8.86975584,699.2135417,24
107,1.75,107,107,11.0843412,699.2135417,21
108,1.916666667,108,108,8.015277118,699.6015625,23
109.001,2.166666667,109,109,5.55536729,699.6015625,26
110,3.166666667,110,110,12.21216347,699.6015625,38
111.001,1.916666667,111,111,9.983858098,699.2135417,23
112.001,3,112,112,7.776638068,698.8255208,36
113.001,2.5,113,113,16.01154432,699.2135417,30
114.001,2.333333333,114,114,12.21697164,698.8255208,28
115.001,3.083333333,115,115,9.003330332,698.4375,37
116,2.666666667,116,116,12.99273446,699.2135417,32
117,2.583333333,117,117,5.010900211,698.8255208,31
117.999,2.416666667,118,118,5.536452947,698.4375,29
119.001,1.75,119,119,8.007317888,698.4375,21
120,2.583333333,120,120,5.006023748,699.6015625,31
121.001,1.916666667,121,121,9.986148103,699.6015625,23
122.001,2.833333333,122,122,6.006960866,698.4375,34
123,2.25,123,123,8.882958034,699.2135417,27
124,3.166666667,124,124,9.00974494,698.4375,38
125.001,2.083333333,125,125,6.659600091,699.2135417,25
126,2.083333333,126,126,5.553596987,698.8255208,25
127,2.416666667,127,127,15.54955343,699.6015625,29
128,2.083333333,128,128,15.53141628,698.8255208,25
129.001,2.166666667,129,129,7.009897274,698.8255208,26
130.001,3.25,130,130,8.003803407,698.8255208,39
131.001,3,131,131,8.885734453,699.2135417,36
132,2.583333333,132,132,11.08868117,698.8255208,31
133.001,3.25,133,133,3.332533155,699.6015625,39
133.999,2.75,134,134,10.02100001,699.2135417,33
135.001,2.166666667,135,135,5.54451212,699.2135417,26
136.001,2.416666667,136,136,7.01440197,699.6015625,29
137.001,2.25,137,137,9.997174132,699.6015625,27
138.001,2.583333333,138,138,15.54249813,699.6015625,31
139.001,2.25,139,139,5.551476454,699.6015625,27
140,2.083333333,140,140,5.001581,698.8255208,25
141,1.75,141,141,14.00462573,699.6015625,21
142.001,1.75,142,142,10.00636104,699.2135417,21
143.001,2.5,143,143,12.20808255,699.6015625,30
144.001,2.083333333,144,144,10.00393955,699.2135417,25
145.001,3.083333333,145,145,3.327069939,699.6015625,37
146,2.416666667,146,146,10.01998285,699.6015625,29
147.001,2.333333333,147,147,7.772462277,699.6015625,28
148.001,2.583333333,148,148,9.99790244,699.6015625,31
149.001,2.083333333,149,149,6.66535063,699.6015625,25
150.001,3.083333333,150,150,10.99440055,699.6015625,37
151,2.916666667,151,151,4.994838334,699.6015625,35
152.001,2.75,152,152,11.01025495,699.6015625,33
153.001,2.25,153,153,12.0101618,699.6015625,27
154.001,2.5,154,154,14.44199572,699.6015625,30
155.001,2,155,155,6.661633433,699.6015625,24
156.001,2.166666667,156,156,20.02595765,699.6015625,26
157.001,2.083333333,157,157,11.10413401,699.6015625,25
158,2.166666667,158,158,6.996149319,699.6015625,26
159,1.75,159,159,8.883038914,699.9895833,21
160.001,1.916666667,160,160,7.014149644,699.2135417,23
161,1.666666667,161,161,9.98933472,699.2135417,20
162.001,1.333333333,162,162,3.330523482,699.6015625,16
163.001,2.333333333,163,163,11.00516252,699.6015625,28
164,2.333333333,164,164,8.00867179,699.2135417,28
165,2.666666667,165,165,7.776628565,698.8255208,32
166.001,2.5,166,166,16.65537062,698.4375,30
167.001,2.333333333,167,167,9.98747238,698.4375,28
168.001,2,168,168,10.01669182,698.4375,24
169.001,2.583333333,169,169,6.999549929,698.4375,31
170,2.333333333,170,170,8.002620058,698.4375,28
171,2.583333333,171,171,7.776211303,699.2135417,31
172.001,2.166666667,172,172,8.873508141,699.2135417,26
173,2.75,173,173,11.02761535,698.4375,33
174,2.666666667,174,174,15.54860188,699.2135417,32
175,2.333333333,175,175,13.30761415,699.2135417,28
176,2.5,176,176,9.995020481,700.3776042,30
177,1.25,177,177,10.02420545,699.6015625,15
178.001,2.083333333,178,178,11.09802777,699.6015625,25
179,1.5,179,179,5.99800986,699.6015625,18
180.001,1.916666667,180,180,9.018149025,699.6015625,23
181,2,181,181,9.987383715,699.6015625,24
182.001,2,182,182,7.990019666,699.9895833,24
183,2.416666667,183,183,11.01919213,699.6015625,29
184.001,2.25,184,184,9.978760762,699.6015625,27
185,2.833333333,185,185,10.0020074,699.6015625,34
186,1.5,186,186,11.10583461,699.6015625,18
187,3,187,187,6.002818924,699.6015625,36
188,2.333333333,188,188,12.21514151,699.6015625,28
189.001,1.75,189,189,12.01627845,699.6015625,21
