Time t / s,Events N,Channel n,Energy E / keV,Voltage U / V,Rate R / 1/s,Dead time t / %,Raw
0,0,0,0,697.2734375,,,0
1,0,1,1,699.2135417,73.93417028,0.517539192,0
2.001,0,2,2,698.4375,111.9724212,0.783806948,0
3,0,3,3,698.8255208,107.7630142,0.7543411,0
4.001,0,4,4,698.4375,118.0905637,0.826633946,0
5,0,5,5,698.4375,117.5467201,0.822827041,0
6.001,0,6,6,698.4375,121.0532998,0.847373098,0
7,0,7,7,698.4375,121.0912907,0.847639035,0
8,0,8,8,699.9895833,133.2427431,0.932699202,0
9.001,0,9,9,699.2135417,110.1945043,0.77136153,0
10.001,0,10,10,700.765625,117.5086178,0.822560324,0
11,0,11,11,698.4375,135.0416198,0.945291339,0
12.001,0,12,12,698.8255208,133.3129216,0.933190452,0
13.001,0,13,13,699.2135417,115.0128239,0.805089768,0
14.001,0,14,14,698.4375,130.9268643,0.91648805,0
15,0.333333333,15,15,698.4375,108.2555263,0.757788684,1
15.999,0.333333333,16,16,699.9895833,129.7437561,0.908206293,1
17,1,17,17,698.4375,116.9653315,0.81875732,3
18,2,18,18,699.9895833,108.1784403,0.757249082,6
19,2,19,19,699.6015625,131.9303803,0.923512662,6
19.999,2.333333333,20,20,698.4375,133.2766019,0.932936213,7
21.001,3.333333333,21,21,701.1536458,96.44297255,0.675100808,10
22,5,22,22,698.8255208,104.3562402,0.730493682,15
23,5,23,23,701.5416667,130.081444,0.910570108,15
24,4.666666667,24,24,700.3776042,70.04369326,0.490305853,14
25,6.333333333,25,25,698.4375,106.5852592,0.746096814,19
26,13,26,26,699.2135417,112.0069668,0.784048768,39
27,20.66666667,27,27,698.4375,125.4890464,0.878423325,62
28,34.33333333,28,28,698.4375,122.162227,0.855135589,103
29,47.66666667,29,29,700.765625,126.0120341,0.882084239,143
30.001,76.66666667,30,30,698.4375,105.0190189,0.735133133,230
31.001,101,31,31,698.4375,120.000768,0.840005376,303
32,133.3333333,32,32,700.3776042,139.2777337,0.974944136,400
33,161,33,33,699.2135417,109.8699628,0.76908974,483
34,152,34,34,700.765625,123.0040345,0.861028242,456
35.001,154.6666667,35,35,699.2135417,123.324084,0.863268588,464
36,122,36,36,699.2135417,123.3101373,0.863170961,366
36.999,115.6666667,37,37,703.09375,98.14915727,0.687044101,347
38.001,85,38,38,698.4375,125.3941037,0.877758726,255
38.999,67,39,39,698.8255208,126.55926,0.88591482,201
39.999,46,40,40,698.8255208,126.2688769,0.883882139,138
41,27,41,41,698.8255208,113.2465487,0.792725841,81
42.001,15,42,42,698.4375,121.7760417,0.852432292,45
43,15,43,43,698.8255208,116.1936833,0.813355783,45
44.001,8.333333333,44,44,698.4375,127.69903,0.89389321,25
45,11.33333333,45,45,698.4375,110.0886985,0.770620889,34
46.001,7.333333333,46,46,704.6458333,123.2410258,0.862687181,22
47,10.33333333,47,47,698.4375,122.1643299,0.855150309,31
48.001,16.33333333,48,48,698.4375,122.1036171,0.85472532,49
48.999,18.66666667,49,49,698.8255208,131.0155253,0.917108677,56
50,37.66666667,50,50,698.4375,110.8972869,0.776281009,113
51,54.33333333,51,51,698.4375,110.0965877,0.770676114,163
51.999,73.33333333,52,52,698.4375,110.9508242,0.776655769,220
