Time t / s,Events N,Channel n,Energy E / keV,Rate R / 1/s,Voltage U / V,Dead time t / %
0,0,0,0,,499.3828125,
1.001,0,1,1,63.3072665663246,549.4375,0.443150865964273
2,10,2,2,52.1960140236253,549.4375,0.365372098165377
3.001,166,3,3,49.9942856531499,549.4375,0.349959999572049
4.001,165,4,4,59.0694775194584,549.4375,0.413486342636209
5.001,161,5,5,64.3057369698006,549.4375,0.450140158788604
6,182,6,6,65.0297055695041,549.4375,0.455207938986529
7.001,190,7,7,66.6331427921597,549.4375,0.466431999545118
8.001,176,8,8,54.0717207303768,550.989583333333,0.378502045112637
9.001,189,9,9,67.6467685360463,549.4375,0.473527379752324
10.001,146,10,10,64.001740847351,551.377604166667,0.448012185931457
11,117,11,11,58.110770751206,549.825520833333,0.406775395258442
12.001,92,12,12,56.0710981524573,550.213541666667,0.392497687067201
13.001,94,13,13,57.5969489566977,549.4375,0.403178642696884
14.001,188,14,14,63.0505160734781,549.4375,0.441353612514347
15,648,15,15,62.9892855225326,549.4375,0.440924998657728
16.001,463,16,16,68.8594705928412,549.825520833333,0.482016294149888
17,32,17,17,51.133330158388,549.4375,0.357933311108716
18.001,6,18,18,61.0608376880813,549.4375,0.427425863816569
19.001,6,19,19,72.0827900786135,549.4375,0.504579530550294
20.001,7,20,20,64.009761488627,550.213541666667,0.448068330420389
21.001,6,21,21,71.1492497812662,551.377604166667,0.498044748468863
22.001,3,22,22,82.9176793279632,550.213541666667,0.580423755295742
23.001,7,23,23,62.9526784715929,549.4375,0.44066874930115
24,5,24,24,76.1620576262171,549.4375,0.533134403383519
25.001,8,25,25,38.8486416960917,549.4375,0.271940491872642
26,1,26,26,68.8939790556313,550.213541666667,0.482257853389419
27.001,2,27,27,72.1558566503648,549.4375,0.505090996552554
28.001,4,28,28,63.2764618555612,549.4375,0.442935232988928
29,2,29,29,48.8193105226584,549.4375,0.341735173658609
30,5,30,30,67.9987964213034,549.4375,0.475991574949123
31,0,31,31,66.0086207258668,549.4375,0.462060345081068
32,3,32,32,71.1194094885312,549.4375,0.497835866419719
33,5,33,33,78.8507163809698,549.4375,0.551955014666789
34.001,3,34,34,44.9836619339856,549.4375,0.314885633537899
35.001,1,35,35,63.0437839079241,549.4375,0.441306487355468
36,1,36,36,59.9841761743252,549.4375,0.419889233220277
37.001,2,37,37,55.4981334867746,549.4375,0.388486934407422
38,2,38,38,50.966835879893,549.4375,0.356767851159251
39,5,39,39,71.0860496631172,549.4375,0.49760234764182
40.001,0,40,40,42.9567983479015,549.4375,0.300697588435311
41.001,0,41,41,60.0569459961936,549.4375,0.420398621973355
42.001,0,42,42,63.326402610381,549.4375,0.443284818272667
43,0,43,43,71.0311400517987,549.4375,0.497217980362591
44.001,0,44,44,54.4243437201638,549.4375,0.380970406041147
45,0,45,45,67.664770093414,549.4375,0.473653390653898
46,1,46,46,66.2479528378816,549.4375,0.463735669865171
47.001,1,47,47,61.0787122475256,549.4375,0.427550985732679
48.001,0,48,48,68.1226207172911,549.4375,0.476858345021038
49,0,49,49,69.876078656507,549.4375,0.489132550595549
,0,50,50,,,
,0,51,51,,,
,1,52,52,,,
,0,53,53,,,
,1,54,54,,,
,0,55,55,,,
