Time t / s,Events N,Channel n,Energy E / keV,Rate R / 1/s,Voltage U / V,Dead time t / %
0,0,0,0,,700.765625,
1,0,1,1,3.17613881251157,748.4921875,0.022232971687581
2.001,0,2,2,8.99787020412269,748.4921875,0.0629850914288588
3.001,3,3,3,16.0069646303106,748.4921875,0.112048752412175
4.001,1,4,4,12.2193601765275,748.4921875,0.0855355212356928
5.001,0,5,5,9.01330363616698,748.4921875,0.0630931254531689
6.001,2,6,6,16.6357537393847,748.4921875,0.116450276175693
7,3,7,7,7.9941994089089,748.4921875,0.0559593958623623
8.001,1,8,8,11.0068903133361,748.4921875,0.077048232193353
9.001,3,9,9,12.0059057050163,748.4921875,0.0840413399351141
10,5,10,10,12.2168237435524,748.4921875,0.085517766204867
11,1,11,11,10.0028418073575,748.4921875,0.0700198926515023
12.001,3,12,12,19.0009519476926,748.4921875,0.133006663633848
13.001,2,13,13,18.0057186162325,748.4921875,0.126040030313628
14.001,6,14,14,17.0170544920119,748.4921875,0.119119381444083
15.001,7,15,15,8.88018532058746,748.4921875,0.0621612972441122
16.001,4,16,16,15.0132086209447,748.4921875,0.105092460346613
17.001,4,17,17,13.3079742490698,748.4921875,0.0931558197434888
18,9,18,18,16.0170212885233,748.4921875,0.112119149019663
19,11,19,19,13.3257421022491,748.4921875,0.0932801947157436
20.001,8,20,20,13.9949184451126,748.4921875,0.0979644291157881
21,11,21,21,15.025230366832,748.4921875,0.105176612567824
22,14,22,22,9.98487734854023,748.4921875,0.0698941414397816
23,11,23,23,12.2163312358263,748.4921875,0.0855143186507839
24,6,24,24,15.0053343963779,748.4921875,0.105037340774645
25,5,25,25,8.99881755537323,748.4921875,0.0629917228876126
26,12,26,26,15.9959354328065,748.4921875,0.111971548029646
27.001,14,27,27,14.0173071691618,748.4921875,0.0981211501841323
28.001,7,28,28,8.872647015602,748.4921875,0.062108529109214
29,10,29,29,11.9975632948948,748.4921875,0.0839829430642636
30.001,12,30,30,14.0186349714676,748.4921875,0.098130444800273
31,17,31,31,13.3222196416589,748.4921875,0.0932555374916125
32.001,12,32,32,10.0127732948923,748.4921875,0.0700894130642461
33.001,13,33,33,22.2155427490357,748.4921875,0.15550879924325
34.001,11,34,34,16.6401330500665,748.4921875,0.116480931350465
35.001,13,35,35,13.0215689267703,748.4921875,0.0911509824873921
36,11,36,36,15.5263315492839,748.4921875,0.108684320844987
37,2,37,37,11.1078034540826,748.4921875,0.0777546241785779
38,2,38,38,11.0201856740992,748.4921875,0.0771412997186947
39,7,39,39,15.5298570931458,748.4921875,0.10870899965202
40.001,7,40,40,15.0208820301984,748.4921875,0.105146174211389
41.001,6,41,41,13.319683617555,748.4921875,0.0932377853228852
42,7,42,42,15.0017236980529,748.4921875,0.10501206588637
43.001,5,43,43,7.99601798304445,748.4921875,0.0559721258813111
44.001,7,44,44,12.9963051504457,748.4921875,0.0909741360531201
45.001,3,45,45,11.0020111676414,748.4921875,0.0770140781734901
46.001,6,46,46,10.0186667799444,748.4921875,0.0701306674596107
47.001,4,47,47,12.2072100665537,748.4921875,0.085450470465876
48.001,6,48,48,17.7625414644327,748.4921875,0.124337790251029
49,9,49,49,14.4262833566188,748.4921875,0.100983983496332
50,6,50,50,18.0181983803642,748.104166666667,0.126127388662549
,3,51,51,,,
,5,52,52,,,
,7,53,53,,,
,4,54,54,,,
,7,55,55,,,
,8,56,56,,,
,4,57,57,,,
,7,58,58,,,
,6,59,59,,,
,2,60,60,,,
,6,61,61,,,
,1,62,62,,,
,2,63,63,,,
,2,64,64,,,
,1,65,65,,,
,2,66,66,,,
,3,67,67,,,
,4,68,68,,,
,2,69,69,,,
,3,70,70,,,
,3,71,71,,,
,3,72,72,,,
,1,73,73,,,
