Time t / s,Events N,Channel n,Energy E / keV,Rate R / 1/s,Voltage U / V,Raw
0,0,0,0,,699.6015625,0
1.001,0,1,1,9.439362688,699.2135417,0
2,0,2,2,9.981991378,699.6015625,0
3.001,0,3,3,13.02207502,698.4375,0
4.001,0,4,4,11.99531223,698.4375,0
5.001,0,5,5,6.999838304,698.8255208,0
6,0,6,6,5.554419985,699.6015625,0
7.001,0,7,7,8.994391997,698.8255208,0
8.001,0,8,8,9.99972223,699.6015625,0
9.001,0,9,9,9.001976834,699.6015625,0
10,0,10,10,8.88556174,698.8255208,0
11.001,0,11,11,12.21462201,699.6015625,0
12,0,12,12,8.009091921,699.6015625,0
13.001,0,13,13,8.878284272,699.2135417,0
14.001,0,14,14,12.01938005,699.6015625,0
15,0,15,15,8.885579504,699.2135417,0
16,0.083333333,16,16,8.999140582,699.6015625,1
16.999,0.333333333,17,17,4.441272389,699.2135417,4
18,0.416666667,18,18,8.001791601,699.2135417,5
19.001,0.916666667,19,19,5.55099757,698.8255208,11
20.001,0.666666667,20,20,6.993154401,698.4375,8
21.001,0.833333333,21,21,5.998642507,699.2135417,10
22.001,0.75,22,22,15.01869527,698.4375,9
23.001,1.666666667,23,23,7.774362241,699.6015625,20
24,1.5,24,24,4.003751916,699.6015625,18
25.001,1.166666667,25,25,6.664979686,698.4375,14
26,1.083333333,26,26,9.980777023,698.8255208,13
27,0.916666667,27,27,8.016757428,698.4375,11
28,1.083333333,28,28,11.0967199,699.6015625,13
29.001,1.416666667,29,29,10.0055661,698.4375,17
30,1,30,30,10.01662259,699.2135417,12
31,1.25,31,31,12.18103678,698.4375,15
32,1.5,32,32,11.01432192,698.4375,18
33,1.833333333,33,33,7.772535634,698.4375,22
34.001,1.916666667,34,34,8.883671213,698.4375,23
35,1.416666667,35,35,8.015175934,698.4375,17
36.001,1.083333333,36,36,3.991077547,698.8255208,13
37,1.916666667,37,37,2.003538449,698.4375,23
38,1.416666667,38,38,10.97986512,698.4375,17
39.001,1.833333333,39,39,10.00268872,699.2135417,22
40,1.25,40,40,21.09990003,698.4375,15
41,1.75,41,41,10.01689449,698.4375,21
41.999,1.583333333,42,42,10.99762341,698.4375,19
43.001,0.916666667,43,43,16.02743095,698.4375,11
44,1.166666667,44,44,5.549447464,698.4375,14
45,2.5,45,45,6.9999643,698.4375,30
46,2,46,46,7.986439027,698.4375,24
47.001,1.916666667,47,47,6.00412964,698.4375,23
48,1.666666667,48,48,13.00336917,698.4375,20
49.001,1.916666667,49,49,12.98816908,699.2135417,23
50.002,1.416666667,50,50,2.21374579,698.8255208,17
51,1.416666667,51,51,7.022920002,698.8255208,17
52.001,2,52,52,14.43364647,698.4375,24
53,1.5,53,53,6.656813104,699.6015625,18
54,1.916666667,54,54,11.0240346,698.8255208,23
55,1.166666667,55,55,6.655699553,698.8255208,14
56,1.416666667,56,56,9.998014839,698.4375,17
57.001,1.583333333,57,57,7.001663595,698.4375,19
58,1.083333333,58,58,6.996857012,698.4375,13
59,1.666666667,59,59,4.442884498,698.4375,20
60.001,1.666666667,60,60,14.0102527,699.2135417,20
61,1.5,61,61,8.003849852,699.2135417,18
62.001,1.333333333,62,62,9.006081807,699.2135417,16
63.001,1.916666667,63,63,11.07802106,698.4375,23
64,1.333333333,64,64,7.007202002,698.4375,16
65,2,65,65,3.33091324,698.4375,24
66.001,2,66,66,13.00543237,698.8255208,24
67.001,1.416666667,67,67,9.013108665,698.4375,17
68,1.833333333,68,68,5.991748763,698.4375,22
69.001,1.25,69,69,8.009072678,698.4375,15
70,2.666666667,70,70,13.30934841,698.8255208,32
71.001,3,71,71,10.01778056,698.8255208,36
72.001,2.583333333,72,72,9.989507687,698.8255208,31
73,2.166666667,73,73,8.009237053,698.8255208,26
74,3,74,74,4.437654833,698.8255208,36
75.001,2.666666667,75,75,8.010157681,698.8255208,32
76,3.75,76,76,7.770169056,698.8255208,45
77.001,4.083333333,77,77,11.99784279,698.4375,49
78,3.416666667,78,78,8.00830381,698.4375,41
79,4.25,79,79,13.32617422,698.4375,51
80,4.75,80,80,10.01503056,698.4375,57
81.001,3.416666667,81,81,14.41967625,699.2135417,41
82.001,4.833333333,82,82,11.99924405,699.2135417,58
83.001,3.25,83,83,6.006424472,699.2135417,39
84,4.25,84,84,8.877760123,699.6015625,51
85,4.416666667,85,85,8.01014164,699.6015625,53
86,2,86,86,8.872499411,698.4375,24
87,2.75,87,87,10.0058314,698.4375,33
88.001,3.5,88,88,7.001176198,698.4375,42
89,3.333333333,89,89,7.776646708,698.4375,40
90,3.333333333,90,90,11.10811192,698.4375,40
91.001,2.75,91,91,9.998566872,698.4375,33
92,2.5,92,92,7.773585224,698.4375,30
93,2.416666667,93,93,11.00689692,698.4375,29
94.001,2.333333333,94,94,6.00746668,698.8255208,28
95,3.166666667,95,95,11.10347069,698.4375,38
96.001,2.25,96,96,11.01793941,698.8255208,27
97.001,2.416666667,97,97,7.770277733,698.4375,29
98,2.833333333,98,98,13.32163546,698.8255208,34
99.001,1.916666667,99,99,7.777576425,698.4375,23
100.001,2.666666667,100,100,6.991261622,698.4375,32
101.001,2.583333333,101,101,12.99608818,698.4375,31
102.001,3.333333333,102,102,7.005095506,698.4375,40
103,1.916666667,103,103,7.997898952,698.8255208,23
104,2.916666667,104,104,6.009625617,698.4375,35
105,3,105,105,11.10332521,698.4375,36
106.001,2.833333333,106,106,9.007351801,699.2135417,34
106.999,1.583333333,107,107,7.986446999,699.2135417,19
108.001,2.25,108,108,9.013476048,699.2135417,27
109,1.833333333,109,109,10.00344319,698.8255208,22
110,2.333333333,110,110,3.327477712,698.4375,28
111,2.583333333,111,111,6.004141657,698.4375,31
112,3.25,112,112,13.99506254,698.4375,39
113.001,2.5,113,113,9.998469123,698.4375,30
114,1.5,114,114,12.22074759,698.4375,18
115.001,2.416666667,115,115,8.862771287,699.2135417,29
116,2.333333333,116,116,5.006966192,699.6015625,28
116.999,2.166666667,117,117,22.06114688,698.8255208,26
118.001,3.166666667,118,118,4.427621451,699.2135417,38
119.001,2.5,119,119,13.33330074,698.4375,30
120,2.666666667,120,120,17.03960003,698.8255208,32
121,2.75,121,121,16.62813189,698.4375,33
122,2.583333333,122,122,10.00948399,698.4375,31
123,2.333333333,123,123,8.985694774,698.4375,28
124,2.666666667,124,124,8.01270976,698.4375,32
125,3,125,125,9.989011089,698.8255208,36
126,2.333333333,126,126,9.015725228,698.4375,28
127,2.75,127,127,9.977543543,699.6015625,33
128,2.25,128,128,9.010614504,699.2135417,27
129,1.75,129,129,19.01983769,699.2135417,21
130,1.916666667,130,130,3.329474103,699.2135417,23
131,2,131,131,8.009091119,698.4375,24
132,2.416666667,132,132,11.1047111,698.4375,29
133,2.166666667,133,133,7.99169024,698.4375,26
134,1.583333333,134,134,17.01494933,698.4375,19
135,1.833333333,135,135,11.10218988,698.4375,22
136,1.583333333,136,136,11.00548954,698.4375,19
137,2.416666667,137,137,13.01712142,698.8255208,29
138,2.75,138,138,6.659732405,699.2135417,33
139,2.75,139,139,12.21674912,699.6015625,33
140,2.583333333,140,140,10.9963679,699.6015625,31
141.001,2.416666667,141,141,6.658949684,698.4375,29
142,1.583333333,142,142,12.2167152,698.4375,19
143,3,143,143,4.438446131,698.8255208,36
144,1.416666667,144,144,9.999848891,698.4375,17
145.001,3.25,145,145,12.00985889,698.4375,39
146.001,1.916666667,146,146,18.88145799,698.4375,23
147,2.416666667,147,147,8.991740187,698.4375,29
148,1.75,148,148,13.02485664,698.4375,21
149,1.666666667,149,149,11.09324236,698.4375,20
150.001,2.25,150,150,11.01754544,698.4375,27
151.001,1.916666667,151,151,4.444095336,699.6015625,23
152,2.583333333,152,152,9.985332545,698.8255208,31
153.001,1.333333333,153,153,7.00597189,698.8255208,16
154.001,1.833333333,154,154,16.65534103,698.8255208,22
155,2,155,155,9.997682537,698.4375,24
156,2.25,156,156,12.00655678,698.4375,27
157,1.666666667,157,157,11.02580258,698.4375,20
158,2,158,158,2.21899014,698.4375,24
159.001,1,159,159,9.991914321,698.4375,12
160.001,2.833333333,160,160,5.551082,698.4375,34
161,1.666666667,161,161,11.10907075,698.4375,20
162,3.083333333,162,162,9.018229449,698.4375,37
163,1.583333333,163,163,7.761755789,698.8255208,19
164.001,2.583333333,164,164,13.01230183,698.8255208,31
165.001,1.666666667,165,165,10.00406365,698.8255208,20
166,1.833333333,166,166,7.772733274,699.6015625,22
167,2.25,167,167,7.019184132,699.6015625,27
168.001,1.25,168,168,7.760262864,698.8255208,15
169.001,1.583333333,169,169,7.768480633,698.4375,19
170.001,1.583333333,170,170,10.01642694,698.8255208,19
171,2.25,171,171,7.988911391,698.4375,27
172,1.916666667,172,172,8.001265,698.4375,23
173,2.583333333,173,173,10.01241139,698.4375,31
174,2.166666667,174,174,7.760014243,698.4375,26
175.001,2.583333333,175,175,10.02301384,698.4375,31
175.999,2,176,176,9.987951202,698.4375,24
177.001,1.916666667,177,177,9.999493026,699.6015625,23
178,1.166666667,178,178,10.99204176,698.4375,14
179.001,1.583333333,179,179,8.883383165,699.2135417,19
180.001,1.75,180,180,10.01340695,698.8255208,21
181,1.166666667,181,181,11.11035561,698.8255208,14
182.001,1.833333333,182,182,9.000580537,698.4375,22
183.001,1.75,183,183,7.000900316,698.4375,21
184,1.833333333,184,184,13.9964533,698.4375,22
185,2.083333333,185,185,12.99857666,698.4375,25
186,1.916666667,186,186,11.0010451,698.4375,23
187.001,1.916666667,187,187,10.00752165,698.4375,23
188.001,2.583333333,188,188,13.31563981,698.4375,31
189.001,1.75,189,189,8.883494634,698.4375,21
189.999,1.416666667,190,190,12.02608096,699.2135417,17
191.001,1.666666667,191,191,9.982552495,699.2135417,20
192,1.75,192,192,11.00588264,698.4375,21
193,1.916666667,193,193,8.009140031,698.8255208,23
194,2.083333333,194,194,7.772042011,698.4375,25
194.999,1.75,195,195,11.02391418,698.4375,21
196,1.416666667,196,196,11.0855294,698.4375,17
197,1.75,197,197,11.00969844,698.4375,21
198.001,2.25,198,198,16.6474555,698.4375,27
199,1.583333333,199,199,12.00968822,698.4375,19
200.001,1.583333333,200,200,13.00145096,698.4375,19
201.001,1.5,201,201,9.983059857,699.2135417,18
202,1.75,202,202,8.012648767,698.8255208,21
203.001,1.333333333,203,203,12.19966504,698.8255208,16
204.001,2.25,204,204,15.00717043,698.4375,27
205.001,2.333333333,205,205,7.005310726,698.4375,28
206,1.5,206,206,13.332129,698.4375,18
207,1.666666667,207,207,3.99753472,698.4375,20
208,1.916666667,208,208,4.441375947,698.4375,23
209.001,1.833333333,209,209,7.768568571,698.8255208,22
210,1.916666667,210,210,7.775325958,698.8255208,23
211,1.333333333,211,211,6.996630423,698.4375,16
212,1.166666667,212,212,8.884788066,699.2135417,14
213,1.833333333,213,213,7.00898201,698.8255208,22
214,1.916666667,214,214,7.993946185,698.4375,23
215.001,1.083333333,215,215,9.987456864,698.4375,13
216.001,1.666666667,216,216,11.01152466,698.4375,20
217.001,2.5,217,217,13.01133417,698.4375,30
218,1.666666667,218,218,11.09040286,698.4375,20
219.001,1.5,219,219,12.2201095,698.4375,18
220,1.833333333,220,220,8.019706826,698.4375,22
221,1.75,221,221,9.971065077,699.2135417,21
222,1.833333333,222,222,10.0119252,698.4375,22
223.001,1.5,223,223,7.771741725,698.8255208,18
224,1.916666667,224,224,3.33011755,699.6015625,23
225,1.25,225,225,10.02468981,698.8255208,15
226,1.666666667,226,226,7.764944051,699.2135417,20
227,1.5,227,227,7.006307078,698.4375,18
228,1.166666667,228,228,11.10350274,698.4375,14
229.001,1.25,229,229,8.009225025,698.4375,15
230,1.666666667,230,230,6.99455404,698.8255208,20
230.999,2,231,231,14.44135239,698.8255208,24
232.001,1.583333333,232,232,8.883781701,698.4375,19
233.001,1.916666667,233,233,6.996859809,698.4375,23
234,2,234,234,12.02308432,698.4375,24
234.999,2,235,235,5.552616371,698.8255208,24
236,1.416666667,236,236,9.992867313,699.2135417,17
237,1.416666667,237,237,17.76726745,698.4375,17
238.001,2.666666667,238,238,8.012936887,698.4375,32
239,2.333333333,239,239,7.77227587,698.4375,28
240,2.333333333,240,240,13.00512662,698.4375,28
241,1.333333333,241,241,3.999260537,698.4375,16
242,1.833333333,242,242,8.876139793,698.8255208,22
243.001,1.833333333,243,243,9.014433912,699.2135417,22
244,1.25,244,244,15.97001948,699.6015625,15
245,2,245,245,9.012142961,698.8255208,24
246,1.083333333,246,246,7.772536497,698.8255208,13
247,1.166666667,247,247,13.00381532,698.8255208,14
247.999,0.916666667,248,248,3.329411656,698.8255208,11
249,1.75,249,249,8.884989366,698.4375,21
250,1.083333333,250,250,12.0086282,698.8255208,13
251,2,251,251,10.99714514,698.4375,24
252,2,252,252,4.437748868,699.2135417,24
253,1.5,253,253,11.99623198,698.4375,18
254,1.666666667,254,254,17.01204793,699.2135417,20
255.001,0.75,255,255,15.99424687,698.4375,9
256,1.5,256,256,9.019589647,698.4375,18
257,1.75,257,257,12.20212803,698.4375,21
258,0.666666667,258,258,7.99375448,698.4375,8
259.001,1.666666667,259,259,13.00370476,698.4375,20
260,0.833333333,260,260,9.020535248,698.4375,10
261.001,1.25,261,261,7.986313854,698.4375,15
262,1.333333333,262,262,8.010304456,699.2135417,16
263,1.916666667,263,263,17.74576442,698.4375,23
264.001,1.166666667,264,264,13.32584569,698.4375,14
265,1.25,265,265,11.02989875,698.8255208,15
266.001,1.25,266,266,11.09877298,698.4375,15
267.001,1.416666667,267,267,4.443791207,698.4375,17
268.001,1.75,268,268,6.661532106,698.4375,21
269,1.166666667,269,269,15.04249807,698.4375,14
270,1,270,270,8.869171735,698.4375,12
271.001,1.25,271,271,12.21129989,698.4375,15
272.001,0.916666667,272,272,7.772634021,698.4375,11
273,1.166666667,273,273,7.011022028,698.4375,14
274.001,0.833333333,274,274,10.00602963,699.2135417,10
275,1.75,275,275,9.990947092,698.4375,21
276.001,1.083333333,276,276,9.991944272,698.8255208,13
277.001,1.166666667,277,277,11.00701587,698.4375,14
278,2,278,278,10.0166868,698.4375,24
279.001,2.083333333,279,279,5.55184384,698.4375,25
280,1.5,280,280,7.772600362,698.4375,18
281,2.083333333,281,281,4.998398013,698.4375,25
282.001,1.833333333,282,282,12.00758399,698.4375,22
283.001,1,283,283,8.882632555,698.4375,12
284,1.583333333,284,284,7.997380058,698.4375,19
285.001,1.583333333,285,285,12.21412833,698.8255208,19
286,1.833333333,286,286,3.001994826,698.4375,22
287,1.5,287,287,12.00801896,698.4375,18
288.001,1.25,288,288,9.992481213,698.8255208,15
289.001,1.916666667,289,289,6.995969622,698.4375,23
290.001,1.5,290,290,17.02996593,698.4375,18
291,1.166666667,291,291,16.96805933,698.4375,14
292.001,2,292,292,9.016988909,698.4375,24
293.001,1.833333333,293,293,7.767785816,698.8255208,22
294,0.833333333,294,294,11.01853869,698.8255208,10
294.999,1.666666667,295,295,7.771628692,698.8255208,20
296,1.416666667,296,296,4.442391073,698.4375,17
297.001,1.416666667,297,297,7.763802932,698.8255208,17
298,2.25,298,298,12.01387482,698.4375,27
299.001,1.25,299,299,8.880095621,698.4375,15
300.001,0.833333333,300,300,6.009112218,698.4375,10
301.001,1.5,301,301,19.99620516,698.4375,18
302,1.416666667,302,302,11.10653522,698.4375,17
303.001,1.666666667,303,303,11.10480975,698.8255208,20
304.001,1.833333333,304,304,12.01616414,698.4375,22
305,1.333333333,305,305,6.996703853,699.6015625,16
306.001,1,306,306,6.654701513,699.6015625,12
307,1.666666667,307,307,10.01564143,698.8255208,20
308,1.333333333,308,308,13.32062694,698.4375,16
309,1.083333333,309,309,9.003215048,698.4375,13
310,1.666666667,310,310,11.09738734,698.4375,20
311.001,1.166666667,311,311,14.01049666,698.4375,14
312,1.583333333,312,312,10.99905848,698.4375,19
313,1.25,313,313,7.995214864,698.4375,15
314.001,1.583333333,314,314,10.00543896,698.4375,19
315.001,1.416666667,315,315,6.000870126,698.8255208,17
316,1.166666667,316,316,8.879534792,698.4375,14
317.001,0.666666667,317,317,9.996005596,698.4375,8
318.001,1,318,318,10.01647409,698.4375,12
319.001,2.166666667,319,319,5.548114301,698.4375,26
320,1.166666667,320,320,16.65697971,698.8255208,14
321,1.333333333,321,321,9.018299934,698.4375,16
322.001,1.5,322,322,14.42610406,698.4375,18
323,1.833333333,323,323,6.005644705,698.4375,22
324.001,1.25,324,324,12.20076379,698.8255208,15
325,1.333333333,325,325,11.00556772,698.4375,16
326,1.25,326,326,7.996187418,698.4375,15
327,1.416666667,327,327,12.02336501,698.4375,17
328,1.75,328,328,7.00149692,698.4375,21
329,1.833333333,329,329,12.20568217,698.4375,22
330.001,1.5,330,330,9.998562429,698.4375,18
331.001,1.666666667,331,331,7.772005768,698.8255208,20
332,1.416666667,332,332,6.005690993,698.4375,17
333.001,1.333333333,333,333,11.99820387,698.8255208,16
334,1.666666667,334,334,8.884188166,698.4375,20
335.001,1.666666667,335,335,9.995929435,698.4375,20
336,1.5,336,336,10.0171895,698.4375,18
337,1.583333333,337,337,6.001184034,698.4375,19
338.001,1,338,338,11.10107204,699.2135417,12
339,1,339,339,8.884168434,699.2135417,12
340.001,2,340,340,15.5454372,699.2135417,24
341.001,1.5,341,341,14.99661376,698.4375,18
342,1,342,342,13.01646062,698.4375,12
343.001,1.083333333,343,343,13.01309117,698.4375,13
344.001,1.583333333,344,344,9.997577254,698.4375,19
345,1.333333333,345,345,12.19700424,698.4375,16
346,1.75,346,346,7.004845952,698.4375,21
347,1.083333333,347,347,10.00548401,698.4375,13
348,1.5,348,348,7.991540954,698.4375,18
349,0.916666667,349,349,11.10575444,698.4375,11
350,0.666666667,350,350,5.007449081,698.4375,8
350.999,1.5,351,351,9.991858634,698.4375,18
352.001,0.916666667,352,352,6.996535316,698.4375,11
353.001,0.75,353,353,10.01382007,698.8255208,9
354.001,1.5,354,354,13.3254136,698.4375,18
355.001,1.166666667,355,355,11.10636129,699.2135417,14
356,2.083333333,356,356,5.002834606,698.4375,25
357.001,1.583333333,357,357,15.99792027,698.8255208,19
358.001,1.333333333,358,358,3.998718011,698.8255208,16
359.001,1.666666667,359,359,10.00602263,698.8255208,20
360.001,0.916666667,360,360,9.991090944,699.2135417,11
361.001,1.25,361,361,8.015002482,698.4375,15
362,1.083333333,362,362,13.32453914,698.4375,13
363.001,0.666666667,363,363,8.882733155,698.4375,8
364,1.083333333,364,364,12.21009624,698.4375,13
365,1.25,365,365,12.03107506,698.4375,15
366,0.916666667,366,366,11.09285474,698.4375,11
367.001,1.75,367,367,11.09895406,698.4375,21
368.001,0.75,368,368,13.01499067,698.8255208,9
369,1.5,369,369,7.008963062,698.4375,18
370.001,1.833333333,370,370,5.540913998,698.4375,22
371.001,0.583333333,371,371,11.10727046,698.4375,7
372.001,0.75,372,372,12.02983278,698.4375,9
373.001,1.083333333,373,373,8.8837452,698.4375,13
374.001,1.75,374,374,11.99619601,698.4375,21
375,0.916666667,375,375,15.53680263,698.4375,11
376,1.666666667,376,376,8.01496715,698.4375,20
376.999,0.416666667,377,377,12.99320196,698.4375,5
378.001,0.5,378,378,9.994176393,698.4375,6
379.001,0.75,379,379,3.329001193,698.8255208,9
380,0.75,380,380,12.00512259,698.4375,9
381,1.583333333,381,381,9.023804797,698.8255208,19
382.001,1.666666667,382,382,5.551798838,698.4375,20
383.001,1.166666667,383,383,12.20444306,698.4375,14
384,1.666666667,384,384,9.994185605,698.4375,20
385.001,0.416666667,385,385,4.005127364,698.4375,5
386.001,1.25,386,386,8.884806814,698.4375,15
387.001,1.083333333,387,387,4.440834046,698.4375,13
388.001,1,388,388,9.007565454,698.4375,12
389,1,389,389,10.99380389,698.8255208,12
390,1.083333333,390,390,4.440516068,698.4375,13
391.001,1.25,391,391,7.996165039,698.4375,15
392.001,1.166666667,392,392,9.00112424,698.4375,14
393.001,1.083333333,393,393,13.02349177,698.4375,13
394.001,1.166666667,394,394,14.41205256,698.4375,14
395,0.916666667,395,395,8.886559623,698.8255208,11
396.001,0.833333333,396,396,13.01152561,698.4375,10
396.999,1.166666667,397,397,8.013386362,698.8255208,14
398,1.083333333,398,398,11.09279444,698.4375,13
399.001,1.25,399,399,11.00543889,698.4375,15
