Time t / s,Events N,Channel n,Energy E / keV,Voltage U / V,Rate R / 1/s,Raw
0,0,0,0,699.6015625,,0
1.001,0,1,1,698.4375,7.381483948,0
2.001,0,2,2,699.9895833,13.01672649,0
3,0,3,3,699.9895833,15.54727749,0
4.001,0,4,4,699.9895833,8.879428351,0
5,0,5,5,699.9895833,10.01979812,0
6.001,0,6,6,699.6015625,8.866958929,0
7.001,0,7,7,699.6015625,13.02787052,0
8,0,8,8,699.2135417,7.771606259,0
9,0,9,9,699.6015625,5.545184828,0
10.001,0,10,10,699.6015625,5.010914775,0
11,0,11,11,699.9895833,14.41485875,0
12.001,0,12,12,700.3776042,11.00237871,0
13.001,0,13,13,699.6015625,15.03037037,0
14.001,0,14,14,699.6015625,11.11065187,0
15,0,15,15,699.6015625,12.20567269,0
16.001,0,16,16,699.6015625,8.994424356,0
17,0.083333333,17,17,699.6015625,4.005691286,1
18.001,0.5,18,18,699.9895833,6.662497424,6
19.001,1.166666667,19,19,699.6015625,12.98989516,14
20.001,1.25,20,20,699.9895833,5.993796421,15
21.001,0.916666667,21,21,699.6015625,14.04040548,11
22.001,1.083333333,22,22,699.6015625,9.984257045,13
23.001,0.583333333,23,23,699.6015625,15.01080478,7
24.001,1.166666667,24,24,699.6015625,12.2021348,14
25,0.5,25,25,699.6015625,4.001452127,6
26,1,26,26,699.6015625,11.10339918,12
27.001,0.75,27,27,699.6015625,12.03104853,9
28,1,28,28,700.3776042,15.54246017,12
29,1.083333333,29,29,699.6015625,12.19636322,13
30.001,1.416666667,30,30,699.6015625,12.01779355,17
31.001,0.75,31,31,699.9895833,6.654967972,9
32.001,1.333333333,32,32,699.2135417,6.010022915,16
33,1.25,33,33,699.6015625,13.98634653,15
34.001,1.916666667,34,34,698.8255208,11.10736669,23
35,1.583333333,35,35,698.8255208,12.00388686,19
36,1.666666667,36,36,699.9895833,13.33308593,20
37,2.166666667,37,37,700.3776042,15.54790944,26
38,1.666666667,38,38,699.9895833,13.00554687,20
39.001,1.583333333,39,39,699.6015625,11.09168341,19
40.001,1.916666667,40,40,699.6015625,9.013503129,23
41.001,0.75,41,41,699.2135417,13.30061677,9
42.001,1.5,42,42,699.6015625,12.00744101,18
43.001,1.166666667,43,43,699.6015625,15.00540795,14
44,1.166666667,44,44,699.6015625,10.9998075,14
45.001,1.25,45,45,700.765625,12.99489431,15
46,1,46,46,699.6015625,9.003616753,12
47,2,47,47,699.9895833,9.004799558,24
48.001,1.5,48,48,699.6015625,7.77032776,18
49,1.416666667,49,49,699.2135417,13.02272596,17
50,1.916666667,50,50,699.6015625,5.543653332,23
51.001,1.083333333,51,51,699.2135417,10.0188856,13
52.001,1,52,52,698.4375,8.87765668,12
53.001,1.166666667,53,53,699.6015625,15.54783174,14
54.001,1.5,54,54,699.9895833,10.99923225,18
55,1.25,55,55,699.6015625,8.882347533,15
56.001,1.583333333,56,56,699.6015625,13.99715998,19
57.001,0.75,57,57,699.6015625,8.0122403,9
58,2.333333333,58,58,699.6015625,14.00358912,28
59.001,1,59,59,699.6015625,5.990898627,12
60,1.416666667,60,60,699.6015625,12.02683427,17
61,1.166666667,61,61,699.9895833,13.31803831,14
62.001,1.833333333,62,62,699.6015625,7.773579181,22
63.001,0.833333333,63,63,699.6015625,11.01619822,10
64,2.416666667,64,64,699.9895833,12.21843586,29
65.001,1.416666667,65,65,699.9895833,9.98901763,17
66,1.833333333,66,66,699.6015625,9.00453108,22
67.001,2.166666667,67,67,699.2135417,8.992483183,26
68,1.666666667,68,68,698.8255208,19.98602755,20
69,2.083333333,69,69,699.2135417,8.01482181,25
70.001,1.833333333,70,70,699.6015625,6.994458291,22
71.001,2.083333333,71,71,699.6015625,9.993571912,25
72,2.833333333,72,72,699.6015625,9.998795701,34
73,2.25,73,73,699.6015625,12.02485658,27
74,2.75,74,74,699.9895833,12.98476757,33
75,2.916666667,75,75,699.6015625,5.550044362,35
76,3.666666667,76,76,699.6015625,7.001188102,44
77,5.25,77,77,699.6015625,8.00039922,63
78,3.083333333,78,78,700.3776042,15.5548504,37
