Time t / s,Events N,Channel n,Energy E / keV,Rate R / 1/s,Voltage U / V
0,0,0,0,,698.4375
1,0,1,1,100.883912987519,698.825520833333
2.002,0,2,2,117.615677237727,699.213541666667
3,2,3,3,188.890934374492,699.213541666667
4.001,29,4,4,118.740199772063,698.825520833333
4.999,39,5,5,125.041763949159,699.6015625
6.001,46,6,6,124.136438359401,699.6015625
7.001,57,7,7,164.04793480655,699.989583333333
8.001,54,8,8,154.395038032274,699.6015625
9.001,59,9,9,159.000127200102,703.09375
10,62,10,10,131.042641275471,700.377604166667
11,47,11,11,150.741810424661,701.153645833333
12,44,12,12,150.157996243648,702.705729166667
13.001,45,13,13,149.105686110315,700.765625
14,49,14,14,140.990485917604,698.825520833333
14.999,43,15,15,138.837865141088,699.6015625
16.002,40,16,16,153.265808892362,699.6015625
17,76,17,17,119.96976761856,698.4375
18,79,18,18,110.068429542647,700.765625
19,96,19,19,131.752726482937,699.213541666667
20.001,103,20,20,151.222266487283,699.213541666667
21,96,21,21,133.994747405902,699.989583333333
22.001,70,22,22,148.96968466917,701.9296875
23,84,23,23,150.939986261462,698.4375
24.001,74,24,24,130.000208000333,699.6015625
25,69,25,25,149.143490952646,699.213541666667
26.001,62,26,26,159.985779041863,699.213541666667
27,71,27,27,142.070774776311,699.6015625
28.001,72,28,28,180.086927960126,701.153645833333
29,68,29,29,136.167417840235,700.765625
30.001,61,30,30,152.808351751538,699.6015625
31.001,53,31,31,138.357113545773,702.705729166667
32,48,32,32,142.938922198545,705.033854166667
33.001,50,33,33,156.04450389251,701.541666666667
34,65,34,34,139.067378144711,699.213541666667
35.001,50,35,35,147.693772841869,703.09375
36.001,59,36,36,148.975344580472,700.377604166667
37,61,37,37,130.09228746873,699.6015625
38,58,38,38,146.591448965409,702.317708333333
39,48,39,39,130.943241875027,699.6015625
40,58,40,40,129.942998338062,701.541666666667
41.001,53,41,41,149.258485845788,705.033854166667
42.001,54,42,42,128.837124995113,698.4375
43,50,43,43,146.660849119652,699.213541666667
44.001,47,44,44,149.055940694543,698.825520833333
45,61,45,45,138.649502819521,702.317708333333
46,41,46,46,143.287492023997,699.6015625
47,59,47,47,147.749935123337,699.989583333333
47.999,52,48,48,132.190599293302,699.989583333333
48.999,51,49,49,156.658572640414,701.153645833333
50,62,50,50,135.443769297962,699.6015625
51,64,51,51,144.088960524228,699.213541666667
52,73,52,52,154.317681042672,699.989583333333
53,48,53,53,161.751371966151,699.989583333333
54.001,65,54,54,151.28009509607,699.6015625
54.999,63,55,55,148.703603976554,700.765625
56,54,56,56,157.201689767972,699.989583333333
57,66,57,57,165.06312013714,698.825520833333
58,49,58,58,146.054259157277,700.765625
59.001,52,59,59,141.055770230591,699.6015625
60.001,46,60,60,159.176797669171,699.6015625
61.001,64,61,61,138.794724379216,698.825520833333
62,73,62,62,144.917875040215,699.989583333333
63,55,63,63,127.145276192578,699.213541666667
64.001,47,64,64,127.658984000999,698.4375
65,52,65,65,139.799806676839,702.317708333333
66.001,74,66,66,151.090986992367,700.377604166667
67,58,67,67,160.998340717791,701.541666666667
68.001,56,68,68,151.05756803918,701.153645833333
69,52,69,69,145.432971719615,698.825520833333
70.001,40,70,70,132.217034261741,703.09375
71,50,71,71,126.645741975742,699.989583333333
72.001,49,72,72,130.967003751317,699.989583333333
73,56,73,73,144.395734949855,699.6015625
74.001,61,74,74,127.16758143882,698.825520833333
75,49,75,75,120.103974010301,699.6015625
76,69,76,76,124.420099578294,701.541666666667
77.001,47,77,77,117.7266320965,702.317708333333
78,60,78,78,153.987219060818,698.825520833333
79.001,60,79,79,138.073717557804,699.989583333333
80.001,50,80,80,133.074481787456,700.377604166667
81.001,47,81,81,151.096824066969,699.989583333333
82.001,55,82,82,147.102088849662,699.213541666667
83,55,83,83,161.830983720602,698.4375
84.001,52,84,84,127.708900110985,698.4375
85.001,57,85,85,137.719874221772,700.765625
86,46,86,86,147.756517256684,699.6015625
87,53,87,87,140.351819906961,701.153645833333
88,54,88,88,140.930203706287,702.705729166667
