Time t / s,Events N,Channel n,Energy E / keV,Voltage U / V,Rate R / 1/s,Dead time t / %
0,0,0,0,698.4375,,
1,0,1,1,700.377604166667,139.970894537021,0.979796261759146
2,0,2,2,698.825520833333,274.1349765154,1.9189448356078
3,0,3,3,701.541666666667,343.98747885577,2.40791235199039
4.001,0,4,4,701.153645833333,308.330622926965,2.15831436048875
5,0,5,5,701.153645833333,335.270687228307,2.34689481059815
6.001,0,6,6,701.541666666667,319.537877221121,2.23676514054785
7,0,7,7,705.421875,343.335266888116,2.40334686821681
8,0,8,8,699.213541666667,323.232161666732,2.26262513166712
9,0,9,9,698.825520833333,336.644934365904,2.35651454056133
10.001,0,10,10,704.645833333333,334.405281870323,2.34083697309226
11,0,11,11,700.765625,359.072855882459,2.51350999117721
12,0,12,12,706.197916666667,320.689476380021,2.24482633466015
12.999,0,13,13,704.645833333333,359.860209845615,2.5190214689193
14,0,14,14,704.2578125,310.81421446647,2.17569950126529
15,1,15,15,699.213541666667,346.202140328155,2.42341498229709
16,2,16,16,701.9296875,368.556819194794,2.57989773436356
16.999,3,17,17,703.09375,366.383208191263,2.56468245733884
18.001,17,18,18,699.989583333333,344.343934276073,2.41040753993251
19,21,19,19,702.705729166667,290.479465405598,2.03335625783919
19.999,14,20,20,702.317708333333,335.252264007384,2.34676584805168
21,33,21,21,702.705729166667,337.374249254698,2.36161974478289
22.001,22,22,22,705.809895833333,367.005725289315,2.5690400770252
23,29,23,23,703.869791666667,343.166298388199,2.40216408871739
24,63,24,24,700.765625,331.950797120443,2.3236555798431
25.001,92,25,25,705.421875,342.072812419376,2.39450968693563
26.001,150,26,26,701.153645833333,273.119435128982,1.91183604590287
27,233,27,27,700.765625,342.605626663148,2.39823938664204
28.001,383,28,28,702.705729166667,356.456159501361,2.49519311650953
29,578,29,29,705.421875,250.255059957108,1.75178541969976
30,828,30,30,705.033854166667,357.73052159808,2.50411365118656
31,1008,31,31,702.317708333333,349.210014902963,2.44447010432074
31.999,1400,32,32,709.690104166667,349.817814882009,2.44872470417407
33,1470,33,33,702.317708333333,338.625062340319,2.37037543638223
34.001,1493,34,34,701.541666666667,321.480613517208,2.25036429462046
35.001,1408,35,35,701.9296875,327.291846139202,2.29104292297442
36,1110,36,36,698.4375,406.45382034941,2.84517674244587
37,961,37,37,706.973958333333,347.686413514671,2.4338048946027
38,702,38,38,701.9296875,363.59168653602,2.54514180575214
39,419,39,39,702.317708333333,334.459413450315,2.34121589415221
40.001,238,40,40,702.317708333333,355.676547747478,2.48973583423235
41,120,41,41,708.9140625,320.447216134838,2.24313051294386
42,80,42,42,702.317708333333,329.607803337118,2.30725462335983
43,57,43,43,701.541666666667,330.387015349781,2.31270910744847
43.999,51,44,44,700.377604166667,358.185094975606,2.50729566482924
45,48,45,45,710.854166666667,350.964622766025,2.45675235936218
46.001,57,46,46,702.705729166667,346.511555008659,2.42558088506062
47,82,47,47,705.421875,297.370017401694,2.08159012181186
47.999,157,48,48,701.153645833333,311.027401514073,2.17719181059851
49,232,49,49,703.09375,303.480713450105,2.12436499415073
50,359,50,50,704.645833333333,345.893119026221,2.42125183318355
50.999,571,51,51,701.153645833333,345.343514637568,2.41740460246298
51.999,805,52,52,703.09375,344.124637947578,2.40887246563305
53,1261,53,53,702.705729166667,334.277985572802,2.33994589900962
54.001,1765,54,54,705.809895833333,371.529278836162,2.60070495185313
55,2373,55,55,700.377604166667,316.432056329713,2.21502439430799
56,3071,56,56,704.2578125,336.328492038174,2.35429944426722
57.001,3714,57,57,700.377604166667,300.379176318385,2.1026542342287
58.001,4496,58,58,703.09375,307.613068069442,2.15329147648609
59.001,5002,59,59,705.809895833333,373.808547889084,2.61665983522359
60.001,5471,60,60,699.6015625,331.55678774921,2.32089751424447
61.001,5756,61,61,705.033854166667,297.484721605384,2.08239305123769
62.001,5860,62,62,701.541666666667,364.31546075747,2.55020822530229
62.999,6039,63,63,701.541666666667,335.85241115429,2.35096687808003
64,5964,64,64,702.317708333333,345.529593207509,2.41870715245256
65,5563,65,65,701.153645833333,362.559707491223,2.53791795243856
