Time t / s,Events N,Channel n,Energy E / keV,Rate R / 1/s,Voltage U / V,Raw
0,0,0,0,,699.6015625,0
1.001,0,1,1,4.227219383,698.4375,0
2,0,2,2,21.00985572,699.6015625,0
3,0,3,3,17.99785825,699.6015625,0
4.001,0,4,4,13.32469005,699.2135417,0
5.001,0,5,5,17.04587898,699.2135417,0
6,0,6,6,27.74252012,699.6015625,0
7.001,0,7,7,14.43840117,698.8255208,0
8.001,0,8,8,16.01427833,699.2135417,0
9,0,9,9,8.998013239,698.8255208,0
10,0,10,10,14.98680412,698.8255208,0
11,0,11,11,13.32956699,699.6015625,0
12,0,12,12,15.01240625,698.8255208,0
13,0,13,13,10.99891001,699.2135417,0
14,0,14,14,14.43821516,699.6015625,0
15.001,0,15,15,5.553462517,699.6015625,0
16,0,16,16,9.002907039,699.2135417,0
17,0.166666667,17,17,13.0166509,698.8255208,2
18.001,0.583333333,18,18,7.769410123,699.6015625,7
19,0.833333333,19,19,7.776327925,699.6015625,10
19.999,0.916666667,20,20,14.02929316,699.6015625,11
21.001,1.25,21,21,5.54834271,699.6015625,15
22.001,0.75,22,22,8.001453864,699.6015625,9
22.999,1.083333333,23,23,13.31695939,699.6015625,13
24,1.333333333,24,24,14.00648921,699.2135417,16
25.001,1.083333333,25,25,7.774603148,699.6015625,13
26.001,1.666666667,26,26,7.771269771,699.6015625,20
27,1.666666667,27,27,17.02270318,698.8255208,20
28,1.583333333,28,28,15.54985912,699.6015625,19
29.001,1.5,29,29,9.988843461,699.6015625,18
30,1.5,30,30,5.008148759,699.6015625,18
31,2.083333333,31,31,16.65007579,699.6015625,25
32,0.5,32,32,9.016026889,699.6015625,6
33,1.833333333,33,33,7.768293554,699.2135417,22
34.001,1.833333333,34,34,8.998526941,698.8255208,22
35.001,1.833333333,35,35,12.21844672,699.6015625,22
36,2.166666667,36,36,16.00997902,698.4375,26
37,1.833333333,37,37,17.98946177,699.6015625,22
38,2.333333333,38,38,14.03093822,699.6015625,28
39.001,1.833333333,39,39,11.08427362,698.8255208,22
