Time t / s,Events N,Channel n,Energy E / keV,Voltage U / V,Rate R / 1/s,Dead time t / %
0,0,0,0,698.4375,,
0.999,0,1,1,698.825520833333,20.0506500526277,0.140354550368394
2.001,0,2,2,699.6015625,17.0329775478304,0.119230842834812
3,0,3,3,698.4375,29.9637970745124,0.209746579521587
4,0,4,4,698.825520833333,24.0339792398493,0.168237854678945
4.999,0,5,5,699.6015625,18.8432380042838,0.131902666029987
6,0,6,6,699.6015625,30.044814845824,0.210313703920768
7.001,0,7,7,699.213541666667,19.9954010577567,0.139967807404297
8,0,8,8,699.6015625,19.977587144982,0.139843110014874
9,0,9,9,699.6015625,23.0040579158164,0.161028405410714
10.001,0,10,10,699.6015625,20.0041848754759,0.140029294128332
11.001,0,11,11,699.6015625,17.0012036852209,0.119008425796546
11.999,0,12,12,699.6015625,22.0246786524301,0.15417275056701
13.001,0,13,13,699.6015625,27.7372690373082,0.194160883261157
14,0,14,14,699.213541666667,28.03030356118,0.19621212492826
15.001,0,15,15,699.213541666667,32.1768671403841,0.225238069982689
16,0,16,16,698.825520833333,22.0186630187747,0.154130641131423
17,0,17,17,699.6015625,29.959680262303,0.209717761836121
18.001,1,18,18,698.825520833333,21.0000126000076,0.147000088200053
19.001,1,19,19,698.4375,26.0056692358934,0.182039684651254
19.999,4,20,20,699.6015625,32.2065197545908,0.225445638282135
21,1,21,21,699.6015625,26.0599430810751,0.182419601567526
22.001,5,22,22,699.6015625,19.9971692895917,0.139980185027142
23,0,23,23,699.6015625,16.6558570154636,0.116590999108245
24.001,1,24,24,698.825520833333,30.0273789641395,0.210191652748976
25.001,3,25,25,699.6015625,21.0907725760902,0.147635408032632
26.001,3,26,26,699.213541666667,14.4390362232102,0.101073253562471
27,1,27,27,699.6015625,21.1028950506381,0.147720265354466
28,0,28,28,699.6015625,19.0203746252986,0.13314262237709
29,4,29,29,699.213541666667,29.0360249962128,0.20325217497349
30.001,2,30,30,698.825520833333,13.309143226123,0.0931640025828611
31,2,31,31,699.213541666667,26.6437974072255,0.186506581850578
32,2,32,32,699.213541666667,25.054478457959,0.175381349205713
33,4,33,33,699.6015625,26.6411119200882,0.186487783440617
34.001,1,34,34,699.213541666667,15.0142109506648,0.105099476654654
35,3,35,35,699.6015625,22.1850819300622,0.155295573510435
36,2,36,36,699.6015625,33.3318074772577,0.233322652340804
36.999,6,37,37,699.6015625,17.003450000005,0.119024150000035
38,4,38,38,699.6015625,27.9820607008847,0.195874424906193
39.001,3,39,39,699.6015625,22.9993123205616,0.160995186243931
39.999,1,40,40,699.6015625,21.0290747988168,0.147203523591718
41,1,41,41,699.6015625,17.776545270639,0.124435816894473
42,6,42,42,699.6015625,24.4426818554973,0.171098772988481
43,5,43,43,699.6015625,28.0021505651634,0.196015053956144
44,3,44,44,699.213541666667,31.1063380163555,0.217744366114488
45.001,3,45,45,699.6015625,19.9876631701211,0.139913642190848
46.001,2,46,46,699.6015625,25.0069369243028,0.17504855847012
47.001,3,47,47,699.213541666667,22.2158536775013,0.155510975742509
48.001,2,48,48,698.4375,24.9903437311823,0.174932406118276
49.001,2,49,49,698.825520833333,26.9902861959981,0.188932003371986
50,6,50,50,699.213541666667,21.0337212619271,0.14723604883349
51,0,51,51,699.213541666667,29.9525385386556,0.209667769770589
52,3,52,52,698.825520833333,40.0050326331052,0.280035228431737
53.001,4,53,53,698.825520833333,27.0443554473692,0.189310488131585
54,2,54,54,699.6015625,25.5542664847795,0.178879865393457
55.001,4,55,55,699.6015625,37.76170807312,0.26433195651184
56.001,2,56,56,699.213541666667,23.3167085201585,0.163216959641109
57.001,3,57,57,698.825520833333,21.9871726834565,0.153910208784195
58,2,58,58,698.4375,29.9790746059251,0.209853522241475
59.001,5,59,59,699.6015625,23.0390881168991,0.161273616818294
60.001,1,60,60,699.6015625,26.6450575250139,0.186515402675097
61.001,2,61,61,699.213541666667,36.0415414807107,0.252290790364975
62,2,62,62,699.6015625,24.43888867042,0.17107222069294
63,1,63,63,698.825520833333,27.7666526056338,0.194366568239436
64,3,64,64,699.6015625,19.9879912148781,0.139915938504147
65.001,2,65,65,700.377604166667,25.0426401033039,0.175298480723127
66,3,66,66,699.6015625,18.8644426672413,0.132051098670689
67,0,67,67,699.6015625,26.6515019620503,0.186560513734352
68,2,68,68,700.377604166667,27.7701841751939,0.194391289226357
69,2,69,69,699.213541666667,33.033717515468,0.231236022608276
70.001,5,70,70,699.6015625,28.9613684306504,0.202729579014553
71,8,71,71,699.6015625,19.0545856715734,0.133382099701014
72,6,72,72,699.6015625,23.3281052457466,0.163296736720226
73,3,73,73,698.4375,28.8400466676324,0.201880326673427
74,4,74,74,699.6015625,25.5531762709206,0.178872233896444
75,8,75,75,699.213541666667,18.0060752497893,0.126042526748525
76,5,76,76,698.4375,20.9894192337643,0.14692593463635
77.001,4,77,77,699.213541666667,19.9958142095588,0.139970699466912
78,9,78,78,698.825520833333,26.6576978323293,0.186603884826305
79,4,79,79,698.825520833333,15.0011610898684,0.105008127629078
80,15,80,80,698.825520833333,23.0138566430848,0.161096996501594
81.001,5,81,81,699.6015625,22.198881331773,0.155392169322411
82,13,82,82,699.213541666667,23.0278637150953,0.161195046005667
83.001,8,83,83,699.6015625,18.0259519630412,0.126181663741288
84,12,84,84,699.213541666667,34.3356424237464,0.240349496966224
85.001,8,85,85,698.825520833333,25.0387750470378,0.175271425329265
86,7,86,86,699.213541666667,19.9844520962691,0.139891164673884
87,7,87,87,699.6015625,21.0084243781757,0.14705897064723
