Time t / s,Events N,Channel n,Energy E / keV,Rate R / 1/s,Voltage U / V,,,
461,0.666666667,461,461,15.00176571,699.6015625,,8,0.666666667
462,0.666666667,462,462,12.99009635,699.6015625,,8,0.666666667
463,0.5,463,463,13.01129771,699.6015625,,6,0.5
464,1.25,464,464,5.552781633,699.6015625,,15,1.25
465,0.25,465,465,9.007615038,699.9895833,,3,0.25
466.001,1,466,466,17.76259076,699.9895833,,12,1
467,0.416666667,467,467,15.01315002,699.9895833,,5,0.416666667
468,0.083333333,468,468,8.989099818,699.6015625,,1,0.083333333
469,0.416666667,469,469,9.009615061,699.6015625,,5,0.416666667
470,0.75,470,470,12.20436723,699.6015625,,9,0.75
470.999,0.25,471,471,10.01483397,699.6015625,,3,0.25
472.001,0.916666667,472,472,11.00879382,699.6015625,,11,0.916666667
473,1.25,473,473,8.878741474,699.6015625,,15,1.25
474,0.583333333,474,474,11.09716444,700.3776042,,7,0.583333333
475,0.833333333,475,475,9.010975368,699.9895833,,10,0.833333333
476.001,0.25,476,476,8.888714078,699.2135417,,3,0.25
477,0.666666667,477,477,10.00568823,699.6015625,,8,0.666666667
478.001,0.416666667,478,478,17.76686892,699.6015625,,5,0.416666667
479,0.666666667,479,479,9.987291172,699.6015625,,8,0.666666667
480.001,1.083333333,480,480,14.01667985,699.6015625,,13,1.083333333
481,0.25,481,481,13.00355127,701.1536458,,3,0.25
482.001,0.833333333,482,482,15.55330724,699.6015625,,10,0.833333333
483,0.666666667,483,483,8.982386438,699.6015625,,8,0.666666667
484,0.833333333,484,484,13.02169936,699.9895833,,10,0.833333333
485,0.416666667,485,485,7.992942232,699.6015625,,5,0.416666667
486.001,0.666666667,486,486,12.01431265,699.6015625,,8,0.666666667
487,0.75,487,487,13.00439028,699.6015625,,9,0.75
488.001,0.5,488,488,12.21508454,700.3776042,,6,0.5
489.001,0.583333333,489,489,8.002378307,699.9895833,,7,0.583333333
490,0.666666667,490,490,10.98412574,699.6015625,,8,0.666666667
491.001,0.583333333,491,491,7.006558138,699.6015625,,7,0.583333333
492,0.75,492,492,5.003273141,699.6015625,,9,0.75
493,0.583333333,493,493,7.776853196,699.6015625,,7,0.583333333
494.001,1.083333333,494,494,8.875441609,698.8255208,,13,1.083333333
495,1.833333333,495,495,4.443120395,699.6015625,,22,1.833333333
496.001,0.75,496,496,9.984213849,699.6015625,,9,0.75
497.001,0.666666667,497,497,9.992319237,699.6015625,,8,0.666666667
498,0.5,498,498,16.02601182,699.6015625,,6,0.5
499.001,0.666666667,499,499,6.657288766,699.9895833,,8,0.666666667
500,1.416666667,500,500,11.01337685,699.6015625,,17,1.416666667
501,0.666666667,501,501,12.20698113,699.6015625,,8,0.666666667
501.999,0.75,502,502,13.00401174,699.6015625,,9,0.75
503.001,0.916666667,503,503,9.005202305,699.6015625,,11,0.916666667
504.001,0.916666667,504,504,13.00487423,699.9895833,,11,0.916666667
504.999,1,505,505,9.99070975,699.6015625,,12,1
506,1.25,506,506,11.99951522,699.2135417,,15,1.25
507,0.666666667,507,507,8.004953465,698.8255208,,8,0.666666667
508,0.583333333,508,508,7.764981089,699.6015625,,7,0.583333333
509.001,0.5,509,509,12.02130054,699.6015625,,6,0.5
510.001,0.583333333,510,510,15.55246925,699.9895833,,7,0.583333333
511,0.333333333,511,511,16.63847923,699.6015625,,4,0.333333333
512.001,0.833333333,512,512,4.444059786,699.6015625,,10,0.833333333
513.001,0.333333333,513,513,14.00888443,699.6015625,,4,0.333333333
514,0.5,514,514,11.10682388,699.6015625,,6,0.5
515.001,0.5,515,515,13.32560004,699.6015625,,6,0.5
516,0.75,516,516,10.0020054,699.6015625,,9,0.75
517,1,517,517,9.014511561,700.3776042,,12,1
518.001,0.75,518,518,7.773280503,700.3776042,,9,0.75
519,1,519,519,9.986090375,699.6015625,,12,1
520.001,0.833333333,520,520,19.05427228,699.9895833,,10,0.833333333
521,0.75,521,521,13.31485971,699.6015625,,9,0.75
522,1.083333333,522,522,14.44357141,699.6015625,,13,1.083333333
523.001,0.333333333,523,523,12.99683137,699.6015625,,4,0.333333333
524.001,0.833333333,524,524,12.0225772,699.6015625,,10,0.833333333
525,0.75,525,525,11.10228233,700.3776042,,9,0.75
526.001,1,526,526,10.97423579,699.9895833,,12,1
527.001,0.75,527,527,17.03344346,699.6015625,,9,0.75
528.001,0.666666667,528,528,13.00130663,699.6015625,,8,0.666666667
529,1.166666667,529,529,8.99166293,698.8255208,,14,1.166666667
530,0.333333333,530,530,10.98777061,699.6015625,,4,0.333333333
531,0.916666667,531,531,10.0221148,699.6015625,,11,0.916666667
532,0.583333333,532,532,18.88156704,700.3776042,,7,0.583333333
533,1.166666667,533,533,16.65782876,699.9895833,,14,1.166666667
534.001,0.583333333,534,534,6.65726439,699.6015625,,7,0.583333333
535,1.166666667,535,535,6.999530332,699.2135417,,14,1.166666667
536,0.75,536,536,7.767748751,699.2135417,,9,0.75
537,0.916666667,537,537,8.874648037,699.6015625,,11,0.916666667
538,1.25,538,538,15.02201326,699.6015625,,15,1.25
539.001,0.833333333,539,539,4.999943501,699.9895833,,10,0.833333333
540.001,0.583333333,540,540,8.88239783,699.6015625,,7,0.583333333
541,1.166666667,541,541,15.54692874,699.6015625,,14,1.166666667
542.001,0.583333333,542,542,11.0027793,699.6015625,,7,0.583333333
543,1.583333333,543,543,11.10702619,699.6015625,,19,1.583333333
544.001,1,544,544,9.010465656,699.9895833,,12,1
545.001,1.166666667,545,545,9.000939698,699.6015625,,14,1.166666667
546,1.25,546,546,13.99684231,699.6015625,,15,1.25
547.001,0.916666667,547,547,15.01863061,699.9895833,,11,0.916666667
548.001,0.75,548,548,8.871950364,699.6015625,,9,0.75
549,0.916666667,549,549,20.01111417,699.6015625,,11,0.916666667
550.001,1.666666667,550,550,11.09944436,699.9895833,,20,1.666666667
551,0.916666667,551,551,10.99291507,699.6015625,,11,0.916666667
552.001,0.5,552,552,14.99947802,699.6015625,,6,0.5
553.001,1.166666667,553,553,11.00470891,699.6015625,,14,1.166666667
554,1.333333333,554,554,13.01451509,699.9895833,,16,1.333333333
555,0.916666667,555,555,14.01503954,699.6015625,,11,0.916666667
556.001,0.666666667,556,556,13.3203179,699.2135417,,8,0.666666667
556.999,0.666666667,557,557,11.09028848,699.6015625,,8,0.666666667
558.001,0.75,558,558,12.02438907,700.3776042,,9,0.75
559,1.25,559,559,10.99192313,700.3776042,,15,1.25
560,1.416666667,560,560,6.664095066,699.6015625,,17,1.416666667
561,1,561,561,14.00248124,699.6015625,,12,1
562.001,1.666666667,562,562,17.74734502,699.6015625,,20,1.666666667
563.001,1.416666667,563,563,11.02255546,699.2135417,,17,1.416666667
564.001,0.916666667,564,564,15.53828734,699.6015625,,11,0.916666667
565.001,1.25,565,565,9.010958226,699.9895833,,15,1.25
566,1.083333333,566,566,6.656847078,699.9895833,,13,1.083333333
566.999,1.166666667,567,567,15.00046201,700.3776042,,14,1.166666667
568,1.083333333,568,568,16.00782943,699.9895833,,13,1.083333333
569.001,1.083333333,569,569,12.0122549,699.6015625,,13,1.083333333
570,1.25,570,570,11.10299852,699.2135417,,15,1.25
571,1.5,571,571,11.10770968,699.6015625,,18,1.5
572.001,0.833333333,572,572,6.666151892,699.6015625,,10,0.833333333
573,1.166666667,573,573,7.77033121,699.9895833,,14,1.166666667
574.001,0.666666667,574,574,14.00986294,699.9895833,,8,0.666666667
575,0.583333333,575,575,13.31673033,699.6015625,,7,0.583333333
576,1,576,576,10.99681422,699.9895833,,12,1
577.001,1.416666667,577,577,16.66217343,699.6015625,,17,1.416666667
577.999,1.416666667,578,578,15.03580175,699.2135417,,17,1.416666667
579,1.333333333,579,579,18.87717875,699.6015625,,16,1.333333333
580.001,1,580,580,13.99039839,699.6015625,,12,1
581,1.25,581,581,11.10529317,699.6015625,,15,1.25
582.001,1.583333333,582,582,13.02802589,699.6015625,,19,1.583333333
583,1.333333333,583,583,15.5211968,699.9895833,,16,1.333333333
584,0.583333333,584,584,16.66475577,699.6015625,,7,0.583333333
585,1.166666667,585,585,9.009591611,699.6015625,,14,1.166666667
586,1,586,586,9.999276719,699.6015625,,12,1
587,1.833333333,587,587,10.98398535,699.2135417,,22,1.833333333
588,0.833333333,588,588,5.010214826,699.9895833,,10,0.833333333
589.001,1.083333333,589,589,15.54866059,699.6015625,,13,1.083333333
590,1.5,590,590,13.31307379,699.6015625,,18,1.5
591.001,1.333333333,591,591,11.10906828,699.6015625,,16,1.333333333
592,1.25,592,592,10.01193222,699.6015625,,15,1.25
593,0.833333333,593,593,13.32366775,699.2135417,,10,0.833333333
594.001,1.083333333,594,594,9.993627397,699.6015625,,13,1.083333333
595,1.166666667,595,595,7.004000685,700.3776042,,14,1.166666667
596,1,596,596,16.6619828,699.6015625,,12,1
597.001,1.166666667,597,597,9.006169226,699.6015625,,14,1.166666667
598,1.25,598,598,5.994816282,699.6015625,,15,1.25
599,1,599,599,15.98756008,699.9895833,,12,1
600,0.833333333,600,600,12.015808,699.6015625,,10,0.833333333
601.001,0.75,601,601,11.99213795,699.6015625,,9,0.75
602.001,0.666666667,602,602,9.998330279,699.9895833,,8,0.666666667
603.001,1,603,603,3.332359544,699.9895833,,12,1
603.999,0.916666667,604,604,12.2094945,700.765625,,11,0.916666667
605.001,0.666666667,605,605,7.016863628,699.6015625,,8,0.666666667
606,0.666666667,606,606,9.989607478,699.6015625,,8,0.666666667
607,0.75,607,607,13.99930283,699.2135417,,9,0.75
608.001,0.333333333,608,608,12.00147498,699.2135417,,4,0.333333333
609.001,0.416666667,609,609,18.87895436,699.6015625,,5,0.416666667
610.001,0.5,610,610,10.00824279,699.6015625,,6,0.5
611,0.5,611,611,11.08902178,699.6015625,,6,0.5
612,0.666666667,612,612,9.996088531,699.9895833,,8,0.666666667
613.002,1,613,613,14.01694789,699.6015625,,12,1
614,0.583333333,614,614,11.9899632,699.6015625,,7,0.583333333
615.001,0.416666667,615,615,9.996034906,699.6015625,,5,0.416666667
616.001,0.666666667,616,616,13.02756241,699.6015625,,8,0.666666667
617,0.916666667,617,617,22.20875631,699.6015625,,11,0.916666667
618.001,0.333333333,618,618,12.20357516,699.6015625,,4,0.333333333
619,0.916666667,619,619,13.02450169,699.9895833,,11,0.916666667
620,1.083333333,620,620,5.549712325,699.6015625,,13,1.083333333
621.001,0.75,621,621,13.00167722,699.6015625,,9,0.75
622,0.583333333,622,622,16.66658889,699.9895833,,7,0.583333333
623.001,0.583333333,623,623,7.758930474,699.6015625,,7,0.583333333
624,1.166666667,624,624,12.03150811,699.6015625,,14,1.166666667
624.999,0.75,625,625,11.09208449,699.6015625,,9,0.75
626.002,0.583333333,626,626,14.02673917,700.3776042,,7,0.583333333
627.001,0.583333333,627,627,14.41421783,699.9895833,,7,0.583333333
628,1.083333333,628,628,12.22101234,699.6015625,,13,1.083333333
629,0.833333333,629,629,12.21071159,699.9895833,,10,0.833333333
629.999,0.25,630,630,12.02130416,699.6015625,,3,0.25
631,0.833333333,631,631,6.665883796,699.6015625,,10,0.833333333
632,0.416666667,632,632,6.663004975,699.6015625,,5,0.416666667
633.001,0.416666667,633,633,14.4251484,699.6015625,,5,0.416666667
634,0.666666667,634,634,13.33251264,699.6015625,,8,0.666666667
635,0.75,635,635,10.0009751,699.9895833,,9,0.75
636.001,0.333333333,636,636,14.44105561,699.6015625,,4,0.333333333
637.001,0.416666667,637,637,7.770029332,700.765625,,5,0.416666667
638,0.083333333,638,638,13.9836992,699.6015625,,1,0.083333333
639,0.25,639,639,10.00893698,699.6015625,,3,0.25
640,0.583333333,640,640,7.7727911,698.8255208,,7,0.583333333
641,0.833333333,641,641,11.0117341,699.2135417,,10,0.833333333
642.001,0.25,642,642,17.99846473,698.4375,,3,0.25
643,0.75,643,643,15.53661642,699.9895833,,9,0.75
644.001,0.666666667,644,644,15.02707579,699.6015625,,8,0.666666667
645.001,0.583333333,645,645,12.21387336,699.6015625,,7,0.583333333
646.001,0.5,646,646,4.001938139,699.6015625,,6,0.5
647.001,0.416666667,647,647,12.2197389,699.6015625,,5,0.416666667
648,0.5,648,648,9.994632882,699.9895833,,6,0.5
649,0.75,649,649,11.10777631,699.6015625,,9,0.75
650.001,0.75,650,650,7.999788006,698.8255208,,9,0.75
651,0.333333333,651,651,12.21155204,699.6015625,,4,0.333333333
652.001,0.666666667,652,652,10.01493427,699.2135417,,8,0.666666667
653,0.5,653,653,18.86985549,699.9895833,,6,0.5
654,0.416666667,654,654,5.004424412,699.9895833,,5,0.416666667
655,0.666666667,655,655,6.988271584,699.6015625,,8,0.666666667
656,0.416666667,656,656,11.10442255,699.6015625,,5,0.416666667
657.001,0.833333333,657,657,15.99523502,699.9895833,,10,0.833333333
658.001,0.833333333,658,658,15.0106125,699.6015625,,10,0.833333333
659,0.916666667,659,659,2.002301245,699.6015625,,11,0.916666667
660.001,0.666666667,660,660,15.52354084,699.6015625,,8,0.666666667
661.001,0.833333333,661,661,9.999738896,699.6015625,,10,0.833333333
661.999,1.25,662,662,11.01456125,699.6015625,,15,1.25
663,0.416666667,663,663,17.75190339,699.6015625,,5,0.416666667
664.001,0.583333333,664,664,10.99800166,700.3776042,,7,0.583333333
665.001,0.5,665,665,9.022551868,699.9895833,,6,0.5
666,0.5,666,666,7.771224908,699.6015625,,6,0.5
667.001,0.666666667,667,667,8.872462018,699.6015625,,8,0.666666667
668,0.5,668,668,10.01376693,699.9895833,,6,0.5
669.001,0.5,669,669,11.01107494,700.3776042,,6,0.5
670.001,0.416666667,670,670,9.999515579,699.6015625,,5,0.416666667
671,0.583333333,671,671,14.40510411,699.9895833,,7,0.583333333
672,0.333333333,672,672,8.022441175,699.6015625,,4,0.333333333
673,0.666666667,673,673,12.2055684,699.6015625,,8,0.666666667
674.001,0.666666667,674,674,13.97742087,699.2135417,,8,0.666666667
675,0.583333333,675,675,12.01550601,699.6015625,,7,0.583333333
676,0.416666667,676,676,10.00990881,699.6015625,,5,0.416666667
677,0.25,677,677,13.31014558,699.6015625,,3,0.25
678.001,0.5,678,678,13.28816685,700.765625,,6,0.5
679,0.833333333,679,679,6.666536299,699.6015625,,10,0.833333333
680.001,0.5,680,680,6.007926257,699.6015625,,6,0.5
681,0.916666667,681,681,5.546856236,699.6015625,,11,0.916666667
682.001,0.5,682,682,5.006780182,699.6015625,,6,0.5
683,0.833333333,683,683,9.992112892,699.9895833,,10,0.833333333
684,0.75,684,684,11.10070482,699.9895833,,9,0.75
685,0.5,685,685,6.002436389,699.9895833,,6,0.5
686,0.583333333,686,686,8.883147415,699.6015625,,7,0.583333333
686.999,0.5,687,687,9.009718784,699.6015625,,6,0.5
688.001,0.833333333,688,688,13.01803649,699.6015625,,10,0.833333333
689.001,0.5,689,689,7.000784788,699.6015625,,6,0.5
690,0.75,690,690,9.975141946,700.3776042,,9,0.75
691.001,0.333333333,691,691,8.01285101,699.6015625,,4,0.333333333
692,0.666666667,692,692,12.20484794,699.6015625,,8,0.666666667
693,0.416666667,693,693,11.02277636,699.2135417,,5,0.416666667
694,0.416666667,694,694,9.988364665,699.6015625,,5,0.416666667
695.001,0.75,695,695,7.766606808,699.6015625,,9,0.75
696,0.416666667,696,696,11.00255259,699.6015625,,5,0.416666667
697.001,0.166666667,697,697,9.995002499,699.6015625,,2,0.166666667
698.001,0.666666667,698,698,5.000092002,699.6015625,,8,0.666666667
699.001,0.916666667,699,699,18.01945741,699.6015625,,11,0.916666667
700,0.75,700,700,3.992972369,699.6015625,,9,0.75
701,0.666666667,701,701,13.33149951,699.6015625,,8,0.666666667
702,0.75,702,702,9.998424248,699.6015625,,9,0.75
703,0.333333333,703,703,6.012419253,699.9895833,,4,0.333333333
704,0.916666667,704,704,11.09993348,699.6015625,,11,0.916666667
705,0.666666667,705,705,6.005236566,699.6015625,,8,0.666666667
706,0.916666667,706,706,16.62013767,699.6015625,,11,0.916666667
707.001,0.25,707,707,6.007568335,699.6015625,,3,0.25
707.999,0.583333333,708,708,8.003734543,699.9895833,,7,0.583333333
709,0.666666667,709,709,9.994830452,699.6015625,,8,0.666666667
710,1.25,710,710,8.884208885,699.2135417,,15,1.25
711.001,0.916666667,711,711,10.9998042,699.6015625,,11,0.916666667
711.999,0.666666667,712,712,11.10602702,698.4375,,8,0.666666667
712.999,0.666666667,713,713,7.998638632,699.6015625,,8,0.666666667
714,0.416666667,714,714,15.03267804,698.8255208,,5,0.416666667
715,0.583333333,715,715,9.975235923,699.6015625,,7,0.583333333
716.001,0.666666667,716,716,9.008439106,699.6015625,,8,0.666666667
717,0.583333333,717,717,11.10123595,699.2135417,,7,0.583333333
718,0.833333333,718,718,10.01649215,699.6015625,,10,0.833333333
719.001,1,719,719,5.992175417,699.6015625,,12,1
720,0.333333333,720,720,7.008385533,699.9895833,,4,0.333333333
721,0.833333333,721,721,12.20266,699.9895833,,10,0.833333333
722,0.333333333,722,722,12.99706786,699.6015625,,4,0.333333333
723,0.666666667,723,723,12.01633982,699.6015625,,8,0.666666667
724,0.5,724,724,15.53565955,699.6015625,,6,0.5
725,0.666666667,725,725,11.98908753,699.6015625,,8,0.666666667
726,0.416666667,726,726,13.01184859,699.6015625,,5,0.416666667
727.001,0.5,727,727,13.98044695,699.6015625,,6,0.5
728,0.75,728,728,10.02058629,699.2135417,,9,0.75
729,0.583333333,729,729,18.87498432,699.6015625,,7,0.583333333
729.999,0.25,730,730,8.882883073,699.6015625,,3,0.25
731.001,0.75,731,731,14.44335156,699.6015625,,9,0.75
732,0.75,732,732,4.441990985,699.6015625,,9,0.75
733,0.333333333,733,733,13.02811337,699.9895833,,4,0.333333333
734.001,0.333333333,734,734,13.30601756,699.2135417,,4,0.333333333
735,0.833333333,735,735,12.22190038,699.6015625,,10,0.833333333
735.999,0.833333333,736,736,12.21670977,699.6015625,,10,0.833333333
737,0.916666667,737,737,14.44222034,699.6015625,,11,0.916666667
738,0.833333333,738,738,8.000505632,699.6015625,,10,0.833333333
739,0.916666667,739,739,11.00959376,699.6015625,,11,0.916666667
740,0.583333333,740,740,14.43562428,699.6015625,,7,0.583333333
741.001,0.583333333,741,741,13.00847893,699.6015625,,7,0.583333333
742,0.583333333,742,742,8.881434405,699.6015625,,7,0.583333333
742.999,0.416666667,743,743,12.01386159,700.3776042,,5,0.416666667
744,0.25,744,744,15.53273624,699.6015625,,3,0.25
745.001,0.583333333,745,745,6.999890102,699.6015625,,7,0.583333333
746.001,0.583333333,746,746,7.766986844,699.6015625,,7,0.583333333
747.001,0.5,747,747,13.0019594,699.2135417,,6,0.5
748,0.583333333,748,748,13.01368649,698.8255208,,7,0.583333333
749.001,0.583333333,749,749,10.00465817,699.2135417,,7,0.583333333
750.001,0.416666667,750,750,12.21312616,700.3776042,,5,0.416666667
751,0.583333333,751,751,9.989233826,699.6015625,,7,0.583333333
752,0.5,752,752,14.01994758,699.6015625,,6,0.5
753.001,0.666666667,753,753,8.885083112,699.6015625,,8,0.666666667
754.001,0.25,754,754,11.09860299,699.6015625,,3,0.25
755.001,0.75,755,755,14.02292749,699.9895833,,9,0.75
756.001,0.5,756,756,8.004472899,699.6015625,,6,0.5
757,0.5,757,757,11.09371247,699.9895833,,6,0.5
758,0.333333333,758,758,12.00035761,699.6015625,,4,0.333333333
759,0.666666667,759,759,8.990019281,700.3776042,,8,0.666666667
760.001,0.416666667,760,760,19.02805496,699.6015625,,5,0.416666667
761.001,0.333333333,761,761,11.10149352,699.6015625,,4,0.333333333
762.001,0.333333333,762,762,13.03036858,700.3776042,,4,0.333333333
763,0.416666667,763,763,11.98544248,699.6015625,,5,0.416666667
764,0.916666667,764,764,15.5392635,699.9895833,,11,0.916666667
765,0.166666667,765,765,7.774030695,699.6015625,,2,0.166666667
766.001,0.583333333,766,766,6.662310996,699.6015625,,7,0.583333333
767,0.833333333,767,767,9.000661549,699.6015625,,10,0.833333333
768.001,0.75,768,768,11.01582533,699.6015625,,9,0.75
768.999,0.083333333,769,769,17.99281367,699.6015625,,1,0.083333333
770,0.416666667,770,770,11.10608376,699.6015625,,5,0.416666667
771.001,0.416666667,771,771,18.02841639,699.6015625,,5,0.416666667
772.001,0.5,772,772,8.871888379,699.6015625,,6,0.5
773.001,0.416666667,773,773,9.996997568,700.3776042,,5,0.416666667
774.001,0.416666667,774,774,12.99852857,699.6015625,,5,0.416666667
775,0.416666667,775,775,11.00238752,699.6015625,,5,0.416666667
776.001,0.916666667,776,776,16.0043804,699.6015625,,11,0.916666667
777.001,0.583333333,777,777,16.6580341,699.9895833,,7,0.583333333
778,0.5,778,778,11.0175642,699.6015625,,6,0.5
779,0.333333333,779,779,12.21023313,699.9895833,,4,0.333333333
780,0.666666667,780,780,12.01052843,699.6015625,,8,0.666666667
781.004,0.5,781,781,12.20903511,699.6015625,,6,0.5
782.001,0.75,782,782,20.0207956,699.9895833,,9,0.75
783,0.416666667,783,783,10.99111808,699.9895833,,5,0.416666667
784,0.25,784,784,7.002796917,699.9895833,,3,0.25
785.001,0.333333333,785,785,13.30893067,699.6015625,,4,0.333333333
786,0.166666667,786,786,17.01044782,699.9895833,,2,0.166666667
787,0.583333333,787,787,8.010808985,699.6015625,,7,0.583333333
788.001,0.333333333,788,788,17.00256399,699.6015625,,4,0.333333333
789.001,0.416666667,789,789,11.09551452,698.8255208,,5,0.416666667
790,0.666666667,790,790,10.02322381,699.6015625,,8,0.666666667
791.001,0.666666667,791,791,11.09951458,699.2135417,,8,0.666666667
792.001,0.083333333,792,792,12.22187322,699.2135417,,1,0.083333333
793.001,0.333333333,793,793,9.991514207,699.2135417,,4,0.333333333
794.001,0.333333333,794,794,5.002599351,699.6015625,,4,0.333333333
795,0.333333333,795,795,10.00265571,699.6015625,,4,0.333333333
796,0.25,796,796,11.00428837,699.6015625,,3,0.25
797,0.25,797,797,11.10331288,699.2135417,,3,0.25
798.001,0.083333333,798,798,17.77631419,699.6015625,,1,0.083333333
799.001,0.166666667,799,799,12.21985021,699.6015625,,2,0.166666667
800.001,0.25,800,800,10.01737213,699.6015625,,3,0.25
801.001,0.25,801,801,11.08290143,699.6015625,,3,0.25
802,0.333333333,802,802,16.01639919,699.6015625,,4,0.333333333
803.001,0.5,803,803,12.20237574,699.6015625,,6,0.5
804.001,0.416666667,804,804,13.32420181,699.6015625,,5,0.416666667
805.001,0.5,805,805,17.06606787,699.9895833,,6,0.5
806.001,0.25,806,806,12.21187741,699.6015625,,3,0.25
806.999,0.166666667,807,807,12.03869719,699.6015625,,2,0.166666667
808,0.666666667,808,808,14.42164223,699.6015625,,8,0.666666667
808.999,0.416666667,809,809,14.43258247,699.6015625,,5,0.416666667
810,0.416666667,810,810,11.0025691,699.6015625,,5,0.416666667
811.001,0.416666667,811,811,9.993097767,699.6015625,,5,0.416666667
812,0.25,812,812,13.33090118,699.9895833,,3,0.25
813,0.583333333,813,813,12.00715266,699.2135417,,7,0.583333333
814,0.25,814,814,11.98750662,699.2135417,,3,0.25
815,0.416666667,815,815,13.33103447,699.2135417,,5,0.416666667
816.001,0.5,816,816,7.013895228,699.6015625,,6,0.5
817.001,0.5,817,817,6.662625414,699.6015625,,6,0.5
818,0.5,818,818,16.65040662,699.6015625,,6,0.5
819.001,0.25,819,819,13.3242965,699.6015625,,3,0.25
820.001,0.416666667,820,820,10.00188736,699.6015625,,5,0.416666667
821.001,0.25,821,821,8.012492277,699.9895833,,3,0.25
822,0.916666667,822,822,14.43222035,700.3776042,,11,0.916666667
823,0.75,823,823,7.775326822,700.3776042,,9,0.75
823.999,0.583333333,824,824,9.999540021,699.9895833,,7,0.583333333
825.001,0.5,825,825,12.1762582,699.9895833,,6,0.5
826.001,0.083333333,826,826,13.02442079,698.8255208,,1,0.083333333
827.001,0.666666667,827,827,16.64131086,698.8255208,,8,0.666666667
828,1,828,828,9.011615973,699.2135417,,12,1
829.001,0.416666667,829,829,12.21188554,699.6015625,,5,0.416666667
829.999,0.583333333,830,830,6.658344476,699.9895833,,7,0.583333333
831,0.333333333,831,831,12.22156769,699.6015625,,4,0.333333333
832,0.25,832,832,14.02011466,699.6015625,,3,0.25
833,0,833,833,14.4139797,699.6015625,,0,0
834.001,0.333333333,834,834,12.02408304,699.9895833,,4,0.333333333
834.999,0.25,835,835,15.54235837,699.6015625,,3,0.25
836.001,0.583333333,836,836,14.4438715,699.6015625,,7,0.583333333
837.001,0.333333333,837,837,12.99082588,699.6015625,,4,0.333333333
838.001,0.25,838,838,12.02804218,699.6015625,,3,0.25
839.001,0.416666667,839,839,12.19787932,699.6015625,,5,0.416666667
840.001,0.333333333,840,840,9.005726742,699.2135417,,4,0.333333333
841,0.416666667,841,841,10.00597457,699.6015625,,5,0.416666667
842.001,0.083333333,842,842,12.20638647,699.6015625,,1,0.083333333
843.001,0.416666667,843,843,12.00052082,699.6015625,,5,0.416666667
844.001,0.166666667,844,844,19.00928223,699.6015625,,2,0.166666667
845,0.416666667,845,845,11.98915461,699.6015625,,5,0.416666667
846,0.333333333,846,846,16.05034512,699.6015625,,4,0.333333333
847,0.5,847,847,13.30610461,699.6015625,,6,0.5
848.001,0.333333333,848,848,9.997371802,699.2135417,,4,0.333333333
849,0,849,849,9.00192101,699.6015625,,0,0
850,0.166666667,850,850,7.768341832,699.6015625,,2,0.166666667
851,0.25,851,851,17.03930456,698.8255208,,3,0.25
852,0.083333333,852,852,12.20616027,699.6015625,,1,0.083333333
853.001,0,853,853,13.31867096,699.9895833,,0,0
854,0.333333333,854,854,9.007213878,699.9895833,,4,0.333333333
855,0.083333333,855,855,9.992100689,700.3776042,,1,0.083333333
856,0.416666667,856,856,12.00329611,699.6015625,,5,0.416666667
857,0.25,857,857,8.009172104,699.6015625,,3,0.25
858.001,0.166666667,858,858,24.43466515,699.6015625,,2,0.166666667
858.999,0.083333333,859,859,11.99381239,699.6015625,,1,0.083333333
860,0.333333333,860,860,16.02620445,699.6015625,,4,0.333333333
861.001,0.083333333,861,861,9.980540165,698.8255208,,1,0.083333333
862.003,0.166666667,862,862,8.005390029,699.2135417,,2,0.166666667
863.001,0.083333333,863,863,13.00698215,699.9895833,,1,0.083333333
864.001,0.083333333,864,864,9.988222886,700.3776042,,1,0.083333333
865.001,0,865,865,13.0091272,699.9895833,,0,0
866,0.333333333,866,866,10.01961942,699.9895833,,4,0.333333333
867.001,0.083333333,867,867,25.51234049,699.6015625,,1,0.083333333
868,0.333333333,868,868,14.00382585,699.6015625,,4,0.333333333
869,0.166666667,869,869,19.96748628,699.6015625,,2,0.166666667
870,0.166666667,870,870,9.995479045,699.6015625,,2,0.166666667
871,0.166666667,871,871,7.009839712,699.6015625,,2,0.166666667
872.001,0.333333333,872,872,9.993466272,699.6015625,,4,0.333333333
873,0,873,873,5.996275114,699.9895833,,0,0
874,0.083333333,874,874,12.01270103,699.9895833,,1,0.083333333
875.002,0.25,875,875,10.01558525,699.9895833,,3,0.25
876.001,0.166666667,876,876,11.0985106,699.6015625,,2,0.166666667
877,0.25,877,877,14.43979323,699.6015625,,3,0.25
878,0.333333333,878,878,11.09577305,699.6015625,,4,0.333333333
879.001,0.166666667,879,879,12.00215199,699.2135417,,2,0.166666667
880,0.166666667,880,880,11.00425645,698.8255208,,2,0.166666667
881.001,0.166666667,881,881,16.01398181,699.6015625,,2,0.166666667
882,0.25,882,882,9.988492258,699.9895833,,3,0.25
883.001,0.333333333,883,883,8.004593035,699.6015625,,4,0.333333333
884.001,0.083333333,884,884,9.991298689,700.765625,,1,0.083333333
885,0.25,885,885,15.04070013,699.6015625,,3,0.25
886.001,0.25,886,886,15.51140321,699.2135417,,3,0.25
887.001,0.333333333,887,887,14.44425025,699.6015625,,4,0.333333333
888.001,0.333333333,888,888,7.012299573,699.6015625,,4,0.333333333
889.001,0.25,889,889,12.19507598,699.9895833,,3,0.25
890.001,0.166666667,890,890,16.03004993,699.6015625,,2,0.166666667
