Time t / s,Events N,Channel n,Energy E / keV,Rate R / 1/s,Voltage U / V,Dead time t / %
0,0,0,0,,648.3828125,
1.001,0,1,1,5.281826092073,700.377604166667,0.036972782644511
2.001,0,2,2,10.013928372974,700.765625,0.0700974986108178
3,4,3,3,8.88832596157799,699.6015625,0.0622182817310459
4.001,9,4,4,11.0991080423804,700.377604166667,0.0776937562966627
5,4,5,5,15.0235102912548,700.765625,0.105164572038783
6.001,1,6,6,11.085138631298,700.765625,0.0775959704190858
7.001,4,7,7,16.0086863131935,699.989583333333,0.112060804192355
8.001,3,8,8,9.00786747144956,699.989583333333,0.063055072300147
9,6,9,9,5.54959344233401,700.377604166667,0.0388471540963381
10,10,10,10,14.0182994881518,700.377604166667,0.0981280964170628
11.001,16,11,11,11.9898290280355,700.377604166667,0.0839288031962486
12.001,16,12,12,8.88368009112879,699.989583333333,0.0621857606379015
13.001,15,13,13,21.0089372018857,699.6015625,0.1470625604132
14.001,6,14,14,17.0039006948194,700.377604166667,0.119027304863736
15,13,15,15,12.0137437228189,699.989583333333,0.0840962060597323
16,9,16,16,11.1100087513539,699.989583333333,0.0777700612594772
17.001,12,17,17,16.6448748266575,699.6015625,0.116514123786602
18.001,28,18,18,17.9836600464818,700.377604166667,0.125885620325372
19,22,19,19,15.0245922525991,700.765625,0.105172145768193
20,17,20,20,6.65973018769118,699.6015625,0.0466181113138382
21,22,21,21,14.0026450996593,700.377604166667,0.0980185156976153
22.001,25,22,22,9.00961055157537,700.765625,0.0630672738610276
23.001,9,23,23,11.0923933136384,700.377604166667,0.0776467531954689
24,17,24,24,5.55540802860902,700.377604166667,0.0388878562002631
24.999,19,25,25,12.008391463955,699.6015625,0.0840587402476851
26.001,6,26,26,7.00098153761157,699.989583333333,0.049006870763281
27.001,10,27,27,14.0212716712525,700.765625,0.0981489016987672
28.001,13,28,28,18.8379364569809,699.989583333333,0.131865555198866
29,13,29,29,17.0049144202675,700.765625,0.119034400941872
30.001,14,30,30,12.0163855433269,700.377604166667,0.0841146988032881
31,7,31,31,14.4333628292056,700.765625,0.101033539804439
32,11,32,32,14.0245654288051,699.6015625,0.0981719580016357
33.001,13,33,33,21.0809442798467,699.989583333333,0.147566609958927
34.001,7,34,34,13.3195904758712,700.377604166667,0.0932371333310986
35,5,35,35,17.0000255000383,699.989583333333,0.119000178500268
36,8,36,36,15.0378472539688,700.377604166667,0.105264930777782
37.001,9,37,37,18.8690533207258,701.153645833333,0.132083373245081
38,14,38,38,11.098848117147,700.377604166667,0.0776919368200291
39.001,4,39,39,9.00625033773439,700.765625,0.0630437523641407
40.001,3,40,40,13.314355938003,700.377604166667,0.0932004915660212
41.001,4,41,41,14.0025120506619,700.765625,0.0980175843546332
42.001,2,42,42,13.0084620045339,699.989583333333,0.0910592340317376
43,4,43,43,18.8711877148124,700.765625,0.132098314003687
44.001,6,44,44,15.5545151313212,700.377604166667,0.108881605919249
45,3,45,45,16.0211286644827,700.765625,0.112147900651379
45.999,2,46,46,9.98959084633812,699.989583333333,0.0699271359243668
47,2,47,47,7.77728435229276,700.765625,0.0544409904660493
48.001,5,48,48,12.216811532137,700.377604166667,0.0855176807249589
49.001,3,49,49,16.6606780784907,700.765625,0.116624746549435
50,7,50,50,12.0124509053634,699.989583333333,0.0840871563375439
,2,51,51,,,
,3,52,52,,,
,2,53,53,,,
,2,54,54,,,
,3,55,55,,,
,3,56,56,,,
,2,57,57,,,
,1,58,58,,,
,3,59,59,,,
,0,60,60,,,
,3,61,61,,,
,3,62,62,,,
,2,63,63,,,
,1,64,64,,,
,2,65,65,,,
,3,66,66,,,
,3,67,67,,,
,1,68,68,,,
,0,69,69,,,
,3,70,70,,,
,3,71,71,,,
,2,72,72,,,
,3,73,73,,,
,3,74,74,,,
,2,75,75,,,
,1,76,76,,,
,2,77,77,,,
,1,78,78,,,
,3,79,79,,,
,2,80,80,,,
,4,81,81,,,
,3,82,82,,,
,0,83,83,,,
,2,84,84,,,
,1,85,85,,,
,0,86,86,,,
,0,87,87,,,
,2,88,88,,,
,0,89,89,,,
,0,90,90,,,
,1,91,91,,,
,0,92,92,,,
,2,93,93,,,
,0,94,94,,,
,1,95,95,,,
,2,96,96,,,
,1,97,97,,,
,1,98,98,,,
,0,99,99,,,
,1,100,100,,,
,1,101,101,,,
,1,102,102,,,
,1,103,103,,,
,1,104,104,,,
,2,105,105,,,
,0,106,106,,,
,3,107,107,,,
,1,108,108,,,
,2,109,109,,,
,2,110,110,,,
,1,111,111,,,
,0,112,112,,,
,0,113,113,,,
,1,114,114,,,
,1,115,115,,,
,1,116,116,,,
,0,117,117,,,
,1,118,118,,,
,2,119,119,,,
,1,120,120,,,
,0,121,121,,,
,1,122,122,,,
,2,123,123,,,
,3,124,124,,,
,0,125,125,,,
,0,126,126,,,
,2,127,127,,,
,2,128,128,,,
,1,129,129,,,
,1,130,130,,,
,2,131,131,,,
,0,132,132,,,
,0,133,133,,,
,1,134,134,,,
,0,135,135,,,
,4,136,136,,,
,1,137,137,,,
,1,138,138,,,
,0,139,139,,,
,0,140,140,,,
,0,141,141,,,
,3,142,142,,,
,2,143,143,,,
,0,144,144,,,
,1,145,145,,,
,0,146,146,,,
,1,147,147,,,
,1,148,148,,,
,0,149,149,,,
,2,150,150,,,
,0,151,151,,,
,1,152,152,,,
,1,153,153,,,
,0,154,154,,,
,1,155,155,,,
,1,156,156,,,
,0,157,157,,,
,0,158,158,,,
,1,159,159,,,
,0,160,160,,,
,0,161,161,,,
,2,162,162,,,
,1,163,163,,,
,1,164,164,,,
,0,165,165,,,
,1,166,166,,,
,0,167,167,,,
,1,168,168,,,
,1,169,169,,,
,0,170,170,,,
,0,171,171,,,
,1,172,172,,,
,1,173,173,,,
,1,174,174,,,
,0,175,175,,,
,0,176,176,,,
,1,177,177,,,
,0,178,178,,,
,1,179,179,,,
,1,180,180,,,
,0,181,181,,,
,1,182,182,,,
,0,183,183,,,
,0,184,184,,,
,0,185,185,,,
,0,186,186,,,
,2,187,187,,,
,1,188,188,,,
,4,189,189,,,
,2,190,190,,,
,2,191,191,,,
,0,192,192,,,
,2,193,193,,,
,0,194,194,,,
,0,195,195,,,
